ダウンロードした時刻：2017/07/24 15:46:32

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,2.9,4.5,1.8
2008/1/2,4.3,7.2,0.9
2008/1/3,6.7,10.2,2.7
2008/1/4,6.2,12.0,1.7
2008/1/5,7.5,11.0,3.4
2008/1/6,9.4,13.3,3.7
2008/1/7,11.7,14.1,9.7
2008/1/8,9.7,12.7,6.3
2008/1/9,8.3,14.2,4.2
2008/1/10,9.6,15.1,4.7
2008/1/11,12.3,15.7,10.3
2008/1/12,9.0,11.3,6.5
2008/1/13,7.6,10.4,5.7
2008/1/14,6.6,9.4,3.3
2008/1/15,6.1,9.2,3.1
2008/1/16,4.3,6.9,0.5
2008/1/17,3.5,6.6,-1.9
2008/1/18,5.2,7.6,3.2
2008/1/19,7.7,9.4,4.7
2008/1/20,8.3,9.2,6.9
2008/1/21,8.9,10.1,8.1
2008/1/22,9.5,10.5,8.3
2008/1/23,7.3,9.7,3.6
2008/1/24,1.8,3.9,-0.1
2008/1/25,3.5,7.3,-0.7
2008/1/26,5.3,7.0,4.2
2008/1/27,6.8,10.4,4.5
2008/1/28,7.0,10.1,4.1
2008/1/29,5.0,6.8,2.4
2008/1/30,4.9,7.8,2.4
2008/1/31,2.5,6.4,-1.1
2008/2/1,3.3,9.5,-2.1
2008/2/2,5.2,7.8,3.7
2008/2/3,5.2,7.9,3.2
2008/2/4,4.4,7.6,1.5
2008/2/5,3.6,7.1,-0.2
2008/2/6,3.0,6.4,-1.2
2008/2/7,1.7,6.4,-1.5
2008/2/8,4.1,9.3,-1.4
2008/2/9,4.2,6.6,1.5
2008/2/10,6.9,11.4,1.6
2008/2/11,7.8,13.3,3.2
2008/2/12,3.7,7.8,0.6
2008/2/13,0.8,3.7,-1.5
2008/2/14,3.4,6.4,0.4
2008/2/15,4.2,7.4,1.0
2008/2/16,2.1,5.8,-0.5
2008/2/17,2.7,5.7,-1.4
2008/2/18,3.4,10.1,-1.5
2008/2/19,4.2,8.8,-0.2
2008/2/20,6.4,12.1,2.2
2008/2/21,7.8,14.4,1.7
2008/2/22,10.1,14.8,4.9
2008/2/23,7.0,11.5,1.4
2008/2/24,3.7,7.0,1.0
2008/2/25,7.2,9.3,5.0
2008/2/26,6.5,10.2,3.1
2008/2/27,5.6,9.2,1.4
2008/2/28,7.2,11.8,1.0
2008/2/29,11.0,14.6,7.6
2008/3/1,7.6,11.4,4.0
2008/3/2,10.4,15.1,3.8
2008/3/3,9.5,11.6,6.0
2008/3/4,4.5,7.3,1.6
2008/3/5,4.4,10.0,0.4
2008/3/6,7.7,12.6,1.2
2008/3/7,7.4,11.2,3.9
2008/3/8,8.2,13.5,3.6
2008/3/9,8.9,13.5,4.8
2008/3/10,10.5,14.4,7.3
2008/3/11,12.6,19.1,6.8
2008/3/12,11.7,15.9,7.0
2008/3/13,13.6,19.6,8.3
2008/3/14,12.0,15.5,9.9
2008/3/15,10.8,15.0,7.4
2008/3/16,11.9,16.5,6.3
2008/3/17,10.2,16.2,5.1
2008/3/18,12.3,15.6,6.9
2008/3/19,11.7,13.0,10.2
2008/3/20,9.8,12.1,8.6
2008/3/21,10.9,13.8,8.9
2008/3/22,12.4,16.3,10.6
2008/3/23,12.7,15.3,10.5
2008/3/24,12.8,16.4,10.3
2008/3/25,10.9,13.2,8.7
2008/3/26,8.8,12.5,5.9
2008/3/27,7.7,13.7,3.7
2008/3/28,9.3,14.1,5.0
2008/3/29,11.0,13.0,9.4
2008/3/30,9.7,10.9,7.0
2008/3/31,9.7,13.7,5.9
2008/4/1,11.2,15.5,4.9
2008/4/2,12.4,15.6,9.6
2008/4/3,13.3,16.6,10.2
2008/4/4,14.0,18.3,10.5
2008/4/5,13.9,19.5,8.2
2008/4/6,13.2,18.9,7.3
2008/4/7,14.2,18.4,11.9
2008/4/8,13.9,16.7,10.2
2008/4/9,13.7,15.4,11.6
2008/4/10,12.7,14.5,10.7
2008/4/11,12.3,16.8,8.7
2008/4/12,12.9,16.5,8.6
2008/4/13,13.2,16.2,10.3
2008/4/14,12.9,17.4,8.8
2008/4/15,13.4,19.3,7.1
2008/4/16,13.8,14.9,12.7
2008/4/17,14.5,15.3,13.1
2008/4/18,14.3,18.3,9.6
2008/4/19,14.0,18.7,7.9
2008/4/20,14.8,17.7,12.8
2008/4/21,15.1,17.8,13.5
2008/4/22,15.7,19.7,13.0
2008/4/23,14.9,17.4,11.9
2008/4/24,13.2,17.0,9.5
2008/4/25,14.8,20.8,8.8
2008/4/26,14.5,16.6,11.9
2008/4/27,14.2,19.2,8.9
2008/4/28,14.0,18.3,10.4
2008/4/29,17.6,24.2,10.3
2008/4/30,19.7,25.9,14.5
2008/5/1,17.3,21.9,14.2
