ダウンロードした時刻：2017/07/24 15:47:43

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,5.9,7.4,3.7
1986/1/2,4.5,9.1,-0.3
1986/1/3,5.5,11.1,-1.7
1986/1/4,6.6,10.5,2.1
1986/1/5,0.9,4.8,-1.4
1986/1/6,3.0,9.1,-1.7
1986/1/7,4.7,11.7,-1.4
1986/1/8,5.7,10.4,2.3
1986/1/9,4.4,8.7,1.9
1986/1/10,3.3,9.6,-1.4
1986/1/11,3.2,9.5,-2.1
1986/1/12,2.6,9.3,-2.6
1986/1/13,4.5,13.0,-1.7
1986/1/14,4.8,13.9,-2.1
1986/1/15,6.0,12.6,0.3
1986/1/16,9.0,15.4,4.7
1986/1/17,8.1,17.1,0.0
1986/1/18,7.9,13.1,5.8
1986/1/19,7.8,9.5,6.4
1986/1/20,7.7,14.5,2.4
1986/1/21,7.9,15.5,1.4
1986/1/22,5.6,9.6,1.9
1986/1/23,4.6,10.1,-1.0
1986/1/24,6.5,13.2,-0.2
1986/1/25,4.8,9.4,1.1
1986/1/26,4.7,10.1,1.2
1986/1/27,4.3,9.9,1.2
1986/1/28,5.4,12.5,-0.9
1986/1/29,5.3,13.0,-1.0
1986/1/30,7.8,11.4,3.1
1986/1/31,9.7,15.0,5.8
1986/2/1,6.9,9.2,3.9
1986/2/2,6.8,11.1,3.4
1986/2/3,6.3,14.6,0.8
1986/2/4,4.2,8.4,0.9
1986/2/5,5.3,10.4,-0.1
1986/2/6,5.0,10.6,1.0
1986/2/7,3.9,10.7,-1.7
1986/2/8,3.7,8.5,0.2
1986/2/9,5.0,10.9,-1.1
1986/2/10,5.6,10.3,1.7
1986/2/11,6.8,12.3,3.0
1986/2/12,6.3,13.3,0.9
1986/2/13,8.4,16.9,0.3
1986/2/14,13.1,21.0,6.1
1986/2/15,9.5,15.9,3.4
1986/2/16,3.8,9.9,-2.0
1986/2/17,5.2,10.3,-0.4
1986/2/18,10.6,17.4,6.2
1986/2/19,9.5,14.6,5.0
1986/2/20,8.6,14.7,4.5
1986/2/21,6.6,12.7,1.8
1986/2/22,7.0,12.3,3.0
1986/2/23,6.7,13.2,1.4
1986/2/24,5.1,10.6,-0.1
1986/2/25,3.9,10.8,-3.5
1986/2/26,8.1,14.2,1.2
1986/2/27,4.9,9.2,1.8
1986/2/28,4.4,10.2,0.4
1986/3/1,4.0,10.2,-1.4
1986/3/2,4.1,10.0,-0.7
1986/3/3,7.6,14.1,0.5
1986/3/4,7.6,15.1,0.0
1986/3/5,12.5,19.3,6.0
1986/3/6,7.9,14.3,1.3
1986/3/7,8.8,16.4,1.6
1986/3/8,10.3,17.7,2.3
1986/3/9,12.7,20.6,4.3
1986/3/10,15.2,20.7,10.3
1986/3/11,11.9,17.8,8.9
1986/3/12,11.3,19.3,4.9
1986/3/13,13.7,19.4,7.5
1986/3/14,14.5,17.1,12.4
1986/3/15,13.9,15.1,13.0
1986/3/16,13.2,15.5,9.0
1986/3/17,8.7,13.8,2.7
1986/3/18,10.7,14.7,7.5
1986/3/19,12.5,16.4,8.4
1986/3/20,11.2,15.5,6.4
1986/3/21,10.8,14.6,8.3
1986/3/22,9.3,10.2,8.2
1986/3/23,10.0,15.2,4.5
1986/3/24,8.2,15.0,1.4
1986/3/25,9.3,16.2,1.0
1986/3/26,11.5,17.7,5.0
1986/3/27,12.0,14.7,8.9
1986/3/28,15.9,17.7,14.2
1986/3/29,15.1,20.1,13.0
1986/3/30,15.3,21.7,11.3
1986/3/31,13.1,17.1,9.8
1986/4/1,12.9,18.1,6.8
1986/4/2,13.6,19.3,7.0
1986/4/3,14.0,18.3,10.5
1986/4/4,17.1,21.0,13.6
1986/4/5,15.9,21.5,11.6
1986/4/6,15.0,22.2,7.0
1986/4/7,12.7,16.3,9.5
1986/4/8,13.5,18.8,6.9
1986/4/9,15.1,17.5,12.6
1986/4/10,21.3,26.7,16.0
1986/4/11,16.6,22.6,11.0
1986/4/12,13.2,18.7,6.0
1986/4/13,14.6,20.3,7.7
1986/4/14,15.3,18.2,12.2
1986/4/15,17.3,22.7,14.6
1986/4/16,15.8,20.2,9.5
1986/4/17,17.0,21.5,12.0
1986/4/18,14.8,16.9,11.8
1986/4/19,17.0,19.8,15.0
1986/4/20,18.4,20.1,17.2
1986/4/21,18.1,21.1,16.4
1986/4/22,16.7,18.1,15.6
1986/4/23,17.7,23.4,12.7
1986/4/24,18.1,24.1,11.7
1986/4/25,19.3,24.6,12.2
1986/4/26,20.9,25.8,16.6
1986/4/27,21.5,26.8,18.4
1986/4/28,17.9,20.5,16.4
1986/4/29,18.4,22.6,15.4
1986/4/30,18.2,22.7,13.4
1986/5/1,18.4,19.6,17.8
