ダウンロードした時刻：2017/07/24 15:45:30

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,12.8,20.3,6.3
1997/1/2,6.1,9.9,4.0
1997/1/3,6.0,8.8,3.2
1997/1/4,5.0,9.2,1.5
1997/1/5,4.2,8.3,0.0
1997/1/6,4.9,7.7,3.3
1997/1/7,3.8,6.3,0.3
1997/1/8,3.7,7.7,0.8
1997/1/9,4.6,8.8,1.5
1997/1/10,4.9,9.2,1.3
1997/1/11,5.5,10.9,2.0
1997/1/12,4.8,11.7,-0.3
1997/1/13,6.0,13.3,0.0
1997/1/14,7.5,11.6,1.9
1997/1/15,6.6,11.2,2.2
1997/1/16,6.8,11.4,2.1
1997/1/17,7.2,12.5,3.2
1997/1/18,8.2,12.0,3.8
1997/1/19,5.4,9.8,1.3
1997/1/20,6.0,11.6,1.3
1997/1/21,5.0,9.9,-1.2
1997/1/22,2.1,6.0,-1.7
1997/1/23,5.0,8.7,0.1
1997/1/24,4.8,7.2,3.3
1997/1/25,5.5,8.7,1.7
1997/1/26,7.1,10.7,1.2
1997/1/27,8.1,10.5,6.0
1997/1/28,6.0,9.3,2.5
1997/1/29,4.4,7.7,2.6
1997/1/30,4.1,7.4,1.0
1997/1/31,4.3,8.8,0.9
1997/2/1,5.2,9.5,1.6
1997/2/2,2.8,5.2,1.0
1997/2/3,4.8,9.7,1.8
1997/2/4,4.9,8.5,2.3
1997/2/5,4.8,10.3,-0.9
1997/2/6,6.8,10.4,4.1
1997/2/7,5.4,9.1,0.0
1997/2/8,7.1,10.7,4.6
1997/2/9,6.9,13.2,1.7
1997/2/10,7.1,12.9,1.9
1997/2/11,5.5,9.2,2.3
1997/2/12,5.0,8.3,1.6
1997/2/13,4.5,9.3,1.0
1997/2/14,5.1,10.3,0.4
1997/2/15,6.1,10.1,2.5
1997/2/16,7.2,11.2,4.5
1997/2/17,6.0,9.8,3.9
1997/2/18,5.3,8.9,1.8
1997/2/19,4.4,7.8,1.6
1997/2/20,6.2,11.5,0.5
1997/2/21,7.8,11.3,2.0
1997/2/22,3.1,7.6,-0.9
1997/2/23,4.1,11.0,-1.9
1997/2/24,8.2,15.5,1.0
1997/2/25,10.5,15.8,4.5
1997/2/26,12.0,14.2,9.8
1997/2/27,10.1,15.7,5.1
1997/2/28,12.5,17.7,5.6
1997/3/1,13.0,18.5,6.3
1997/3/2,7.8,11.7,3.6
1997/3/3,8.6,12.0,5.6
1997/3/4,7.7,12.4,4.4
1997/3/5,8.8,14.4,3.0
1997/3/6,13.3,18.8,4.9
1997/3/7,15.0,19.0,10.4
1997/3/8,10.7,16.4,5.1
1997/3/9,11.3,16.0,6.0
1997/3/10,10.9,16.8,6.9
1997/3/11,13.4,19.1,9.2
1997/3/12,10.1,14.8,5.0
1997/3/13,10.6,12.3,8.6
1997/3/14,12.8,17.9,10.6
1997/3/15,12.8,15.1,10.6
1997/3/16,10.7,14.5,7.8
1997/3/17,9.7,14.0,6.7
1997/3/18,10.5,15.1,4.8
1997/3/19,10.0,11.6,6.4
1997/3/20,9.1,13.5,6.0
1997/3/21,8.4,9.7,5.9
1997/3/22,11.5,15.9,8.1
1997/3/23,9.7,14.9,5.8
1997/3/24,6.8,11.8,2.4
1997/3/25,9.6,15.6,2.5
1997/3/26,10.7,16.3,7.1
1997/3/27,10.6,15.7,6.9
1997/3/28,11.8,17.1,5.3
1997/3/29,12.4,13.6,11.4
1997/3/30,11.6,14.4,5.1
1997/3/31,8.7,13.3,3.4
1997/4/1,11.5,18.2,4.8
1997/4/2,12.6,16.3,9.9
1997/4/3,14.2,17.6,11.9
1997/4/4,14.2,16.4,13.0
1997/4/5,15.1,16.8,13.6
1997/4/6,14.1,16.6,13.1
1997/4/7,13.0,16.2,8.9
1997/4/8,13.0,18.0,6.5
1997/4/9,14.9,18.0,12.8
1997/4/10,12.6,16.1,8.3
1997/4/11,12.7,16.8,8.0
1997/4/12,13.4,18.3,8.8
1997/4/13,15.4,21.1,8.6
1997/4/14,16.3,20.7,10.4
1997/4/15,15.5,17.5,12.9
1997/4/16,13.7,19.7,9.0
1997/4/17,14.9,20.6,8.6
1997/4/18,16.4,20.8,12.1
1997/4/19,15.8,23.0,10.8
1997/4/20,16.2,21.7,9.3
1997/4/21,15.0,17.3,13.4
1997/4/22,15.9,19.9,13.4
1997/4/23,15.4,19.5,10.2
1997/4/24,12.1,18.2,6.0
1997/4/25,14.3,20.5,7.8
1997/4/26,15.4,21.1,9.1
1997/4/27,17.7,23.5,11.4
1997/4/28,16.4,19.9,13.3
1997/4/29,19.1,26.7,12.0
1997/4/30,17.7,20.3,15.8
1997/5/1,18.7,24.3,14.3
