ダウンロードした時刻：2017/07/24 15:36:41

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,-5.4,-0.1,-8.7
1999/1/2,-4.4,-0.5,-7.7
1999/1/3,-5.1,0.0,-9.0
1999/1/4,-4.0,1.0,-9.7
1999/1/5,0.2,3.3,-4.9
1999/1/6,-0.4,3.5,-4.0
1999/1/7,-4.4,-0.3,-9.0
1999/1/8,-9.2,-7.8,-11.1
1999/1/9,-7.8,-5.5,-13.2
1999/1/10,-5.8,-4.1,-6.6
1999/1/11,-2.0,2.8,-8.0
1999/1/12,-0.7,3.4,-3.8
1999/1/13,-1.3,1.2,-3.6
1999/1/14,-2.5,0.7,-6.2
1999/1/15,-2.0,0.3,-5.9
1999/1/16,-2.8,-0.1,-8.2
1999/1/17,-4.8,-1.7,-9.9
1999/1/18,-0.4,3.9,-7.8
1999/1/19,2.8,6.5,-2.1
1999/1/20,-0.7,2.9,-4.4
1999/1/21,-4.3,-2.2,-6.8
1999/1/22,-2.0,0.7,-5.7
1999/1/23,-1.0,1.6,-3.8
1999/1/24,-2.3,1.4,-7.0
1999/1/25,3.7,8.4,-1.0
1999/1/26,0.7,4.4,-2.3
1999/1/27,0.9,4.9,-1.5
1999/1/28,-3.7,3.5,-10.2
1999/1/29,-8.7,-5.1,-11.3
1999/1/30,-8.0,-4.7,-13.4
1999/1/31,-4.7,-1.9,-9.2
1999/2/1,-4.7,0.4,-9.4
1999/2/2,-6.1,-3.6,-8.4
1999/2/3,-7.0,-2.9,-11.3
1999/2/4,-4.4,0.9,-11.3
1999/2/5,-2.2,0.2,-5.4
1999/2/6,-4.4,-2.1,-6.6
1999/2/7,-1.2,3.1,-4.6
1999/2/8,-4.8,0.3,-9.0
1999/2/9,-2.7,1.3,-7.8
1999/2/10,-4.4,0.5,-6.2
1999/2/11,-2.6,0.6,-5.8
1999/2/12,-3.6,-1.9,-7.6
1999/2/13,-4.0,-1.4,-6.4
1999/2/14,-5.6,-2.8,-7.9
1999/2/15,-1.8,2.6,-7.8
1999/2/16,4.4,7.0,0.9
1999/2/17,5.6,9.8,0.3
1999/2/18,1.6,6.6,-4.2
1999/2/19,-4.8,-1.1,-7.8
1999/2/20,-6.2,-2.9,-8.8
1999/2/21,-5.7,-2.6,-9.7
1999/2/22,-1.9,1.5,-5.2
1999/2/23,-3.1,1.5,-7.1
1999/2/24,-1.4,2.6,-8.9
1999/2/25,2.3,4.5,0.4
1999/2/26,4.1,6.6,0.9
1999/2/27,1.1,7.8,-7.1
1999/2/28,-4.6,0.1,-7.7
1999/3/1,1.0,5.6,-5.4
1999/3/2,0.7,4.6,-3.0
1999/3/3,1.7,6.2,-4.7
1999/3/4,0.3,2.8,-2.9
1999/3/5,1.9,6.5,-2.8
1999/3/6,-1.8,2.9,-5.0
1999/3/7,-2.0,2.2,-6.1
1999/3/8,-1.5,1.9,-4.3
1999/3/9,-3.0,0.8,-6.3
1999/3/10,-1.9,3.5,-7.4
1999/3/11,-4.0,-0.1,-7.6
1999/3/12,-4.7,-0.7,-8.3
1999/3/13,-0.2,4.8,-7.7
1999/3/14,5.8,11.0,0.0
1999/3/15,3.9,7.1,1.1
1999/3/16,5.0,11.3,0.4
1999/3/17,4.4,7.4,2.6
1999/3/18,6.9,10.0,1.5
1999/3/19,1.7,7.6,0.1
1999/3/20,-0.9,1.7,-4.6
1999/3/21,-2.4,0.6,-5.3
1999/3/22,-0.9,1.9,-2.8
1999/3/23,-2.2,1.3,-7.6
1999/3/24,2.9,6.4,-2.5
1999/3/25,4.5,9.8,0.3
1999/3/26,7.0,11.8,1.2
1999/3/27,3.5,6.7,-0.7
1999/3/28,-1.9,1.2,-4.8
1999/3/29,-3.1,1.5,-6.2
1999/3/30,-1.1,3.5,-7.1
1999/3/31,2.1,7.0,-3.2
1999/4/1,7.0,10.9,0.9
1999/4/2,3.1,8.4,-1.9
1999/4/3,-0.2,4.3,-3.3
1999/4/4,1.5,5.7,-4.0
1999/4/5,4.0,8.3,0.2
1999/4/6,1.1,4.5,-1.6
1999/4/7,0.1,2.7,-1.2
1999/4/8,1.5,5.7,-0.9
1999/4/9,6.2,12.7,-2.4
1999/4/10,9.4,15.5,4.2
1999/4/11,8.9,14.2,3.3
1999/4/12,10.6,15.7,8.0
1999/4/13,8.4,11.3,6.4
1999/4/14,6.6,9.4,5.0
1999/4/15,6.0,9.7,2.7
1999/4/16,9.3,15.2,2.4
1999/4/17,8.3,13.0,3.9
1999/4/18,8.0,15.8,1.3
1999/4/19,10.1,19.2,3.7
1999/4/20,10.1,16.7,5.1
1999/4/21,8.0,14.0,1.5
1999/4/22,9.0,16.2,0.5
1999/4/23,13.3,20.0,5.5
1999/4/24,12.8,19.1,8.7
1999/4/25,11.2,20.3,5.7
1999/4/26,11.5,15.3,9.4
1999/4/27,11.5,16.1,9.0
1999/4/28,7.4,9.8,5.7
1999/4/29,7.5,12.3,2.4
1999/4/30,10.0,16.8,2.1
1999/5/1,12.5,17.4,8.7
