ダウンロードした時刻：2017/07/24 15:42:11

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,4.2,10.7,-1.0
1984/1/2,4.3,11.5,-1.6
1984/1/3,5.4,9.6,-0.4
1984/1/4,5.1,9.4,-0.8
1984/1/5,3.8,8.4,-1.2
1984/1/6,3.5,8.7,-1.3
1984/1/7,4.2,11.0,-0.9
1984/1/8,3.4,9.0,-2.3
1984/1/9,5.4,9.9,-2.2
1984/1/10,7.1,12.4,0.8
1984/1/11,6.9,11.5,1.4
1984/1/12,3.1,8.8,-2.5
1984/1/13,4.3,10.5,-1.3
1984/1/14,5.5,12.0,0.6
1984/1/15,7.8,16.9,0.0
1984/1/16,3.9,7.5,-1.1
1984/1/17,2.9,7.8,-1.0
1984/1/18,3.4,8.2,-3.1
1984/1/19,2.2,4.5,0.5
1984/1/20,2.5,8.9,-2.8
1984/1/21,3.3,5.8,0.6
1984/1/22,5.3,10.8,2.5
1984/1/23,3.3,8.7,-1.5
1984/1/24,4.0,8.9,-1.1
1984/1/25,3.3,9.4,-1.4
1984/1/26,2.2,5.0,-0.3
1984/1/27,2.9,6.5,-0.2
1984/1/28,3.4,8.2,-1.4
1984/1/29,2.1,5.9,-2.6
1984/1/30,3.3,8.3,-4.2
1984/1/31,4.4,6.7,2.1
1984/2/1,4.4,11.6,-0.5
1984/2/2,5.3,12.4,-0.3
1984/2/3,2.2,5.5,-0.6
1984/2/4,0.9,5.0,-2.4
1984/2/5,3.6,9.4,-2.6
1984/2/6,3.0,7.5,-0.7
1984/2/7,-0.1,2.0,-1.2
1984/2/8,1.7,4.6,-1.5
1984/2/9,1.7,5.1,-0.9
1984/2/10,2.5,6.6,-1.6
1984/2/11,3.4,8.8,-2.3
1984/2/12,4.4,6.0,-0.1
1984/2/13,6.4,12.8,1.6
1984/2/14,5.6,11.1,-0.2
1984/2/15,4.5,9.3,-1.3
1984/2/16,4.0,9.3,-1.6
1984/2/17,3.9,4.7,0.7
1984/2/18,4.4,9.3,-1.0
1984/2/19,4.6,11.1,-0.5
1984/2/20,5.3,12.5,-0.8
1984/2/21,6.3,12.6,-1.1
1984/2/22,7.7,14.2,0.6
1984/2/23,8.3,11.4,5.0
1984/2/24,7.2,14.4,2.7
1984/2/25,6.8,12.8,-0.4
1984/2/26,10.1,16.4,6.8
1984/2/27,5.0,8.5,1.0
1984/2/28,3.2,7.0,-0.8
1984/2/29,3.6,9.6,-0.8
1984/3/1,1.7,7.5,-3.3
1984/3/2,3.3,10.3,-2.5
1984/3/3,2.1,7.0,-1.2
1984/3/4,2.7,8.8,-2.8
1984/3/5,3.7,9.9,-2.2
1984/3/6,4.9,10.3,-1.7
1984/3/7,3.9,9.7,-1.9
1984/3/8,5.0,10.8,-1.5
1984/3/9,6.2,11.5,-0.6
1984/3/10,6.8,9.2,3.7
1984/3/11,4.3,8.8,-0.8
1984/3/12,7.0,14.3,-2.9
1984/3/13,6.9,10.3,3.0
1984/3/14,5.3,6.8,3.3
1984/3/15,6.3,8.5,3.5
1984/3/16,8.5,10.5,6.9
1984/3/17,9.5,13.5,4.3
1984/3/18,8.2,13.6,3.8
1984/3/19,3.6,5.9,0.8
1984/3/20,6.9,11.9,2.5
1984/3/21,4.8,9.6,-1.0
1984/3/22,3.8,9.1,-1.2
1984/3/23,4.7,11.7,-2.2
1984/3/24,5.9,9.4,0.6
1984/3/25,8.7,15.1,3.6
1984/3/26,9.1,16.7,3.3
1984/3/27,8.8,14.4,0.6
1984/3/28,8.4,14.0,2.5
1984/3/29,9.1,15.9,0.8
1984/3/30,13.7,20.7,6.0
1984/3/31,13.7,19.7,8.4
1984/4/1,10.5,13.3,9.2
1984/4/2,11.8,16.2,9.1
1984/4/3,11.4,13.7,9.5
1984/4/4,11.5,12.8,9.7
1984/4/5,14.1,17.2,11.0
1984/4/6,14.2,18.9,6.8
1984/4/7,9.0,16.3,2.4
1984/4/8,9.9,17.5,2.1
1984/4/9,9.1,10.6,5.1
1984/4/10,11.3,13.3,9.2
1984/4/11,11.9,18.7,6.8
1984/4/12,11.5,18.4,3.6
1984/4/13,10.9,16.5,4.5
1984/4/14,12.0,17.3,5.4
1984/4/15,13.6,17.2,9.3
1984/4/16,14.9,19.7,11.8
1984/4/17,15.4,19.9,10.8
1984/4/18,18.9,25.8,10.8
1984/4/19,17.9,21.0,15.3
1984/4/20,14.4,20.2,9.4
1984/4/21,12.7,18.3,7.5
1984/4/22,13.0,14.2,12.4
1984/4/23,13.3,18.5,8.4
1984/4/24,13.1,18.5,5.9
1984/4/25,14.6,19.0,8.9
1984/4/26,16.2,19.9,12.7
1984/4/27,16.3,21.1,11.4
1984/4/28,15.4,21.2,10.0
1984/4/29,14.7,17.3,11.2
1984/4/30,15.1,16.2,13.9
1984/5/1,15.8,17.2,14.4
