ダウンロードした時刻：2017/07/24 15:44:30

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,4.7,9.4,0.0
1995/1/2,4.7,9.1,1.7
1995/1/3,5.0,8.1,1.1
1995/1/4,8.6,10.0,6.1
1995/1/5,5.7,8.2,2.3
1995/1/6,3.5,6.5,1.5
1995/1/7,6.1,9.3,2.2
1995/1/8,7.9,11.5,4.3
1995/1/9,10.7,16.4,5.0
1995/1/10,5.7,10.9,2.4
1995/1/11,4.0,7.3,1.0
1995/1/12,4.5,8.4,1.8
1995/1/13,3.7,7.6,1.4
1995/1/14,2.1,6.3,0.3
1995/1/15,3.1,7.9,-0.9
1995/1/16,4.2,8.3,1.3
1995/1/17,3.9,8.0,1.4
1995/1/18,4.3,8.2,-0.5
1995/1/19,4.3,7.2,1.0
1995/1/20,4.9,9.3,0.6
1995/1/21,7.1,10.7,3.3
1995/1/22,9.7,13.4,7.6
1995/1/23,9.7,11.4,7.1
1995/1/24,5.9,9.4,2.9
1995/1/25,4.5,9.3,1.7
1995/1/26,4.7,8.5,1.0
1995/1/27,4.7,9.2,1.9
1995/1/28,4.4,8.1,0.9
1995/1/29,3.3,8.0,0.4
1995/1/30,1.7,4.8,-0.6
1995/1/31,1.8,6.0,-1.8
1995/2/1,2.3,6.7,-0.7
1995/2/2,3.5,7.0,-0.2
1995/2/3,3.8,9.5,-0.6
1995/2/4,3.5,6.7,1.0
1995/2/5,3.8,7.8,1.2
1995/2/6,3.5,8.4,0.4
1995/2/7,4.9,9.7,1.8
1995/2/8,6.9,11.6,3.1
1995/2/9,7.4,11.9,4.0
1995/2/10,3.3,6.6,0.5
1995/2/11,4.4,8.5,0.0
1995/2/12,7.0,10.0,3.6
1995/2/13,9.2,11.9,7.3
1995/2/14,7.9,11.5,5.4
1995/2/15,6.6,10.6,2.5
1995/2/16,4.5,9.1,2.7
1995/2/17,3.4,8.3,0.0
1995/2/18,4.4,8.8,0.5
1995/2/19,6.3,12.3,2.4
1995/2/20,5.4,11.1,2.2
1995/2/21,3.6,8.8,-0.3
1995/2/22,3.9,8.7,0.2
1995/2/23,4.7,10.6,0.0
1995/2/24,6.7,11.8,3.2
1995/2/25,5.7,9.6,1.7
1995/2/26,7.3,11.1,4.5
1995/2/27,6.0,11.6,2.3
1995/2/28,5.5,10.7,1.0
1995/3/1,6.6,11.8,3.7
1995/3/2,5.4,10.0,2.1
1995/3/3,5.0,9.9,1.2
1995/3/4,4.3,8.1,1.5
1995/3/5,4.0,8.1,-1.6
1995/3/6,6.9,10.7,3.8
1995/3/7,8.1,14.7,4.0
1995/3/8,7.8,14.8,3.8
1995/3/9,8.7,12.6,3.9
1995/3/10,9.4,12.5,6.5
1995/3/11,8.1,12.6,6.3
1995/3/12,7.5,12.3,5.6
1995/3/13,7.6,12.7,5.2
1995/3/14,6.9,10.9,2.7
1995/3/15,9.2,14.8,2.8
1995/3/16,12.5,14.9,11.2
1995/3/17,13.1,16.1,7.5
1995/3/18,7.8,11.6,5.3
1995/3/19,6.8,11.3,2.3
1995/3/20,7.6,13.3,1.7
1995/3/21,12.1,17.4,5.8
1995/3/22,13.8,19.7,9.5
1995/3/23,13.1,18.3,7.6
1995/3/24,15.6,18.6,13.0
1995/3/25,9.9,14.3,6.0
1995/3/26,7.9,12.9,5.1
1995/3/27,9.5,16.0,3.1
1995/3/28,8.5,12.5,5.6
1995/3/29,10.2,15.0,5.1
1995/3/30,12.2,16.3,9.8
1995/3/31,13.7,17.7,11.1
1995/4/1,10.1,13.9,4.3
1995/4/2,7.7,13.4,3.1
1995/4/3,6.9,13.1,1.2
1995/4/4,9.2,15.3,3.4
1995/4/5,13.1,18.2,7.1
1995/4/6,14.6,17.3,12.6
1995/4/7,14.4,20.0,9.0
1995/4/8,14.3,19.9,8.4
1995/4/9,14.3,16.3,13.1
1995/4/10,13.0,17.5,9.3
1995/4/11,10.6,14.9,6.9
1995/4/12,11.3,15.0,7.6
1995/4/13,12.5,17.6,7.1
1995/4/14,12.7,15.1,10.3
1995/4/15,14.6,18.3,12.7
1995/4/16,15.1,17.1,13.5
1995/4/17,16.7,22.5,13.4
1995/4/18,17.0,21.1,13.7
1995/4/19,13.5,17.9,5.9
1995/4/20,11.0,16.7,4.9
1995/4/21,14.4,18.9,7.7
1995/4/22,16.6,20.8,13.3
1995/4/23,18.3,21.7,14.3
1995/4/24,15.4,19.9,10.1
1995/4/25,13.7,14.6,12.3
1995/4/26,15.2,19.0,11.0
1995/4/27,15.4,21.2,9.0
1995/4/28,17.2,18.7,15.5
1995/4/29,18.0,21.4,16.4
1995/4/30,17.8,20.9,15.8
1995/5/1,18.7,21.3,17.0
