ダウンロードした時刻：2017/07/24 15:40:55

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,3.5,8.7,-1.3
1984/1/2,3.5,8.6,0.1
1984/1/3,1.8,3.7,-0.6
1984/1/4,3.1,8.4,-0.9
1984/1/5,0.4,5.3,-2.3
1984/1/6,1.2,6.9,-4.6
1984/1/7,3.1,8.4,-0.9
1984/1/8,2.1,8.4,-2.7
1984/1/9,3.1,9.5,-2.4
1984/1/10,5.5,9.0,0.2
1984/1/11,3.3,7.5,-0.2
1984/1/12,2.0,6.6,-2.4
1984/1/13,2.9,7.9,-1.3
1984/1/14,3.7,9.7,-1.1
1984/1/15,3.8,9.4,-0.8
1984/1/16,1.6,4.6,-0.7
1984/1/17,0.1,3.0,-1.8
1984/1/18,1.5,5.9,-3.3
1984/1/19,1.7,3.1,0.4
1984/1/20,1.2,6.2,-2.3
1984/1/21,1.6,5.6,-2.3
1984/1/22,3.3,9.2,0.5
1984/1/23,3.2,7.9,0.6
1984/1/24,2.2,7.1,-2.1
1984/1/25,1.9,5.6,-0.9
1984/1/26,-0.2,2.0,-1.5
1984/1/27,0.5,4.4,-2.5
1984/1/28,1.5,5.8,-0.4
1984/1/29,0.6,5.1,-3.3
1984/1/30,1.5,6.0,-3.9
1984/1/31,1.4,2.5,0.2
1984/2/1,3.7,9.2,-0.6
1984/2/2,3.1,8.7,-0.3
1984/2/3,0.8,5.1,-2.3
1984/2/4,-1.2,2.1,-4.5
1984/2/5,1.8,5.5,-3.0
1984/2/6,0.5,4.3,-3.0
1984/2/7,-2.9,0.3,-4.6
1984/2/8,-1.7,1.0,-4.1
1984/2/9,-0.6,2.3,-2.8
1984/2/10,-0.1,4.0,-4.3
1984/2/11,0.8,6.8,-3.3
1984/2/12,1.4,5.5,-3.7
1984/2/13,4.9,9.7,2.0
1984/2/14,3.6,8.5,1.0
1984/2/15,2.2,6.2,-0.7
1984/2/16,2.0,7.0,-0.8
1984/2/17,0.1,1.0,-1.5
1984/2/18,1.5,5.0,-2.0
1984/2/19,1.4,6.0,-3.1
1984/2/20,3.1,8.7,-3.5
1984/2/21,5.0,11.4,-1.0
1984/2/22,6.3,12.1,0.1
1984/2/23,5.0,6.9,3.8
1984/2/24,6.3,12.0,3.3
1984/2/25,5.7,10.4,1.0
1984/2/26,5.9,8.6,4.4
1984/2/27,1.6,4.6,-0.8
1984/2/28,0.6,4.9,-2.1
1984/2/29,1.2,5.4,-1.8
1984/3/1,1.2,5.9,-2.2
1984/3/2,3.6,10.1,-2.3
1984/3/3,2.7,7.4,-0.9
1984/3/4,3.1,8.3,-0.5
1984/3/5,2.6,8.1,-1.6
1984/3/6,3.6,9.1,-1.3
1984/3/7,3.1,8.6,-1.3
1984/3/8,3.0,8.5,-1.5
1984/3/9,4.3,9.0,-1.1
1984/3/10,1.8,3.4,0.4
1984/3/11,1.9,6.2,-0.6
1984/3/12,3.1,11.2,-2.6
1984/3/13,3.7,7.6,-0.3
1984/3/14,3.0,4.4,1.0
1984/3/15,5.0,7.2,1.1
1984/3/16,6.7,9.1,4.7
1984/3/17,6.2,11.0,2.6
1984/3/18,5.8,10.9,1.3
1984/3/19,2.0,4.4,0.6
1984/3/20,5.1,10.1,2.2
1984/3/21,3.9,9.7,0.1
1984/3/22,3.3,8.4,-0.6
1984/3/23,4.9,11.9,-1.3
1984/3/24,3.7,5.9,1.3
1984/3/25,7.7,13.3,2.4
1984/3/26,6.7,11.4,2.8
1984/3/27,8.0,15.0,-0.5
1984/3/28,7.5,13.1,2.9
1984/3/29,8.8,16.4,0.2
1984/3/30,12.3,19.9,4.2
1984/3/31,11.9,17.9,8.6
1984/4/1,8.5,10.6,6.2
1984/4/2,10.5,16.8,6.0
1984/4/3,10.1,12.2,8.3
1984/4/4,12.3,16.7,9.3
1984/4/5,12.1,13.5,10.7
1984/4/6,10.4,14.7,5.2
1984/4/7,8.1,15.2,3.0
1984/4/8,7.5,14.0,1.7
1984/4/9,9.4,15.0,2.8
1984/4/10,10.0,11.1,8.3
1984/4/11,12.3,19.8,8.3
1984/4/12,11.2,17.1,7.3
1984/4/13,11.8,18.4,5.0
1984/4/14,12.3,19.4,5.9
1984/4/15,13.2,18.7,10.3
1984/4/16,11.3,12.3,10.2
1984/4/17,16.3,22.8,10.8
1984/4/18,18.7,23.8,15.2
1984/4/19,16.4,18.9,12.7
1984/4/20,11.9,16.4,9.0
1984/4/21,12.0,13.7,8.8
1984/4/22,12.0,14.7,9.7
1984/4/23,13.1,21.5,7.2
1984/4/24,13.7,20.2,6.8
1984/4/25,15.4,20.1,10.2
1984/4/26,17.0,23.3,11.0
1984/4/27,17.4,23.6,11.9
1984/4/28,17.3,22.9,11.7
1984/4/29,17.1,22.5,12.8
1984/4/30,16.6,21.2,12.3
1984/5/1,15.1,18.6,13.7
