ダウンロードした時刻：2017/07/24 15:47:16

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,3.5,6.5,1.2
2015/1/2,5.6,7.3,3.9
2015/1/3,5.8,10.6,1.9
2015/1/4,9.6,16.7,4.4
2015/1/5,11.0,16.3,4.0
2015/1/6,12.2,16.9,7.8
2015/1/7,6.4,8.3,5.2
2015/1/8,6.4,8.0,4.8
2015/1/9,8.2,10.1,6.4
2015/1/10,9.1,11.2,7.6
2015/1/11,9.5,14.2,4.5
2015/1/12,7.3,8.8,5.5
2015/1/13,8.2,10.3,5.7
2015/1/14,9.7,11.7,6.4
2015/1/15,10.6,12.5,6.8
2015/1/16,9.3,13.7,6.0
2015/1/17,7.2,9.2,5.7
2015/1/18,7.3,11.7,0.1
2015/1/19,9.6,12.4,7.6
2015/1/20,8.3,11.7,6.2
2015/1/21,9.7,12.6,5.7
2015/1/22,8.7,11.2,6.4
2015/1/23,6.9,10.3,3.1
2015/1/24,6.7,14.0,1.7
2015/1/25,10.6,16.3,3.2
2015/1/26,13.7,15.1,11.4
2015/1/27,9.5,11.8,7.4
2015/1/28,7.2,10.4,3.5
2015/1/29,7.2,9.8,3.8
2015/1/30,7.3,9.1,4.8
2015/1/31,4.2,7.0,1.4
2015/2/1,4.9,10.4,0.6
2015/2/2,6.2,11.4,2.1
2015/2/3,7.0,11.6,1.2
2015/2/4,7.7,9.3,6.7
2015/2/5,6.4,8.5,5.6
2015/2/6,6.6,10.1,4.1
2015/2/7,8.3,12.1,4.0
2015/2/8,4.1,9.3,0.2
2015/2/9,1.9,4.5,0.2
2015/2/10,6.9,10.2,3.9
2015/2/11,8.4,11.2,3.5
2015/2/12,8.1,12.0,5.2
2015/2/13,5.6,7.7,3.6
2015/2/14,6.6,12.4,0.9
2015/2/15,9.7,14.8,1.7
2015/2/16,13.0,15.0,11.3
2015/2/17,9.6,11.7,8.1
2015/2/18,7.6,8.4,6.4
2015/2/19,7.8,10.7,6.0
2015/2/20,8.4,12.2,4.8
2015/2/21,13.0,15.6,4.8
2015/2/22,12.0,15.6,5.9
2015/2/23,8.3,12.2,4.1
2015/2/24,8.2,12.8,3.0
2015/2/25,8.3,12.2,3.1
2015/2/26,10.0,14.2,7.0
2015/2/27,5.8,8.1,4.2
2015/2/28,7.5,9.4,5.6
2015/3/1,8.5,10.3,6.8
2015/3/2,7.8,12.4,2.3
2015/3/3,8.5,10.9,3.2
2015/3/4,6.3,10.4,4.7
2015/3/5,7.5,11.0,4.3
2015/3/6,8.5,12.0,6.0
2015/3/7,9.1,13.3,4.0
2015/3/8,10.5,15.4,4.2
2015/3/9,9.6,12.9,5.2
2015/3/10,3.4,6.2,1.5
2015/3/11,6.7,9.8,3.8
2015/3/12,7.3,11.6,0.6
2015/3/13,8.5,15.1,0.2
2015/3/14,11.7,15.4,6.4
2015/3/15,10.1,15.4,6.6
2015/3/16,12.4,17.4,7.9
2015/3/17,14.2,20.8,7.2
2015/3/18,17.3,18.5,14.8
2015/3/19,14.0,16.9,12.4
2015/3/20,13.7,17.8,10.8
2015/3/21,14.6,19.7,10.1
2015/3/22,14.5,17.1,12.6
2015/3/23,11.5,14.2,9.3
2015/3/24,8.7,12.8,4.2
2015/3/25,8.0,14.1,1.1
2015/3/26,8.6,15.3,1.1
2015/3/27,9.7,14.2,2.1
2015/3/28,14.3,19.3,7.8
2015/3/29,15.0,19.3,10.6
2015/3/30,14.0,19.6,8.0
2015/3/31,16.1,18.0,10.6
2015/4/1,16.7,19.8,12.7
2015/4/2,16.4,20.0,11.8
2015/4/3,17.9,20.9,13.9
2015/4/4,15.9,20.0,13.4
2015/4/5,18.3,22.3,15.9
2015/4/6,16.0,20.1,13.0
2015/4/7,12.4,16.2,9.6
2015/4/8,11.7,15.4,9.1
2015/4/9,12.3,16.6,8.1
2015/4/10,13.1,16.5,11.8
2015/4/11,14.2,18.4,10.3
2015/4/12,14.4,18.7,9.0
2015/4/13,13.8,16.1,11.7
2015/4/14,10.7,14.5,8.2
2015/4/15,14.2,19.0,8.6
2015/4/16,17.0,21.0,11.8
2015/4/17,13.7,18.2,8.0
2015/4/18,14.9,18.4,8.2
2015/4/19,18.9,20.5,17.6
2015/4/20,16.1,18.4,13.2
2015/4/21,14.3,17.3,12.3
2015/4/22,15.9,21.4,10.6
2015/4/23,14.5,20.2,9.0
2015/4/24,14.9,20.9,7.2
2015/4/25,16.8,23.9,10.2
2015/4/26,16.2,23.4,8.1
2015/4/27,16.8,23.1,7.9
2015/4/28,18.0,19.4,16.4
2015/4/29,18.1,21.0,15.2
2015/4/30,18.1,21.0,16.0
2015/5/1,19.1,24.6,14.3
