ダウンロードした時刻：2017/07/24 15:39:39

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,3.9,5.7,2.3
1994/1/2,5.2,11.4,1.5
1994/1/3,5.8,10.0,2.2
1994/1/4,5.7,7.6,3.1
1994/1/5,5.1,9.2,2.0
1994/1/6,5.2,9.5,1.3
1994/1/7,3.0,7.4,0.6
1994/1/8,3.4,6.8,0.5
1994/1/9,4.9,9.6,0.9
1994/1/10,5.4,12.9,-0.5
1994/1/11,5.2,12.5,-0.1
1994/1/12,5.6,10.0,1.9
1994/1/13,4.3,7.2,2.3
1994/1/14,3.8,8.0,0.5
1994/1/15,2.6,7.0,-0.9
1994/1/16,3.8,11.7,-2.5
1994/1/17,8.6,11.4,4.3
1994/1/18,5.1,8.6,1.0
1994/1/19,0.2,2.4,-0.8
1994/1/20,0.2,1.5,-0.9
1994/1/21,0.9,2.3,0.3
1994/1/22,0.6,4.1,-2.2
1994/1/23,0.4,1.7,-0.3
1994/1/24,0.2,2.9,-2.0
1994/1/25,2.8,7.8,0.0
1994/1/26,4.6,11.4,-1.6
1994/1/27,2.8,5.3,1.3
1994/1/28,2.6,7.1,-0.3
1994/1/29,1.7,4.3,-1.3
1994/1/30,-0.8,1.2,-2.2
1994/1/31,0.7,4.6,-3.1
1994/2/1,3.7,5.3,1.0
1994/2/2,1.1,4.6,-0.6
1994/2/3,0.6,2.8,-0.6
1994/2/4,1.9,5.5,-0.7
1994/2/5,3.2,8.3,-1.3
1994/2/6,4.0,8.8,0.8
1994/2/7,3.2,7.6,0.0
1994/2/8,4.0,9.2,-1.4
1994/2/9,4.4,9.0,0.7
1994/2/10,1.7,4.0,-0.5
1994/2/11,1.1,4.1,-0.7
1994/2/12,0.2,1.8,-1.4
1994/2/13,0.6,3.1,-2.0
1994/2/14,2.2,5.9,-1.5
1994/2/15,1.5,7.2,-3.8
1994/2/16,3.3,7.9,0.4
1994/2/17,3.0,7.9,-0.3
1994/2/18,3.2,9.9,-2.3
1994/2/19,4.5,13.5,-2.0
1994/2/20,8.3,15.2,-0.2
1994/2/21,6.5,11.6,1.8
1994/2/22,3.7,6.6,1.0
1994/2/23,3.4,6.1,0.8
1994/2/24,1.2,4.2,0.2
1994/2/25,3.4,8.1,0.4
1994/2/26,2.6,6.6,0.5
1994/2/27,2.4,6.4,0.1
1994/2/28,4.1,9.1,0.9
1994/3/1,3.3,6.9,0.5
1994/3/2,3.8,7.9,0.9
1994/3/3,4.3,9.5,-1.3
1994/3/4,4.0,8.9,0.8
1994/3/5,1.9,6.3,-1.2
1994/3/6,2.9,8.5,-1.6
1994/3/7,6.8,13.4,-1.4
1994/3/8,11.3,14.9,9.6
1994/3/9,9.7,14.1,5.7
1994/3/10,4.2,6.9,2.1
1994/3/11,4.0,7.6,1.1
1994/3/12,4.6,7.6,2.3
1994/3/13,4.3,8.3,0.2
1994/3/14,3.1,9.8,-1.8
1994/3/15,3.0,7.1,0.4
1994/3/16,5.8,11.0,0.2
1994/3/17,5.2,9.1,0.8
1994/3/18,4.6,11.8,-1.0
1994/3/19,6.8,13.7,1.1
1994/3/20,5.0,9.7,1.8
1994/3/21,4.9,9.4,1.0
1994/3/22,6.6,13.2,-1.0
1994/3/23,9.6,12.4,7.2
1994/3/24,6.8,9.8,2.9
1994/3/25,3.8,6.2,1.5
1994/3/26,2.1,6.0,0.3
1994/3/27,4.2,9.4,0.7
1994/3/28,8.3,14.3,0.1
1994/3/29,7.3,11.0,2.9
1994/3/30,5.7,10.8,1.1
1994/3/31,8.6,15.9,0.8
1994/4/1,12.8,21.7,3.1
1994/4/2,12.6,16.7,10.1
1994/4/3,9.5,13.8,4.2
1994/4/4,11.5,22.5,2.5
1994/4/5,16.2,23.4,10.1
1994/4/6,16.7,25.6,8.1
1994/4/7,14.1,18.8,9.8
1994/4/8,8.5,11.0,6.7
1994/4/9,6.6,9.4,3.1
1994/4/10,6.9,12.4,1.1
1994/4/11,13.6,21.7,5.5
1994/4/12,16.9,20.3,12.3
1994/4/13,11.2,15.4,7.2
1994/4/14,11.5,16.4,6.6
1994/4/15,13.2,20.4,6.6
1994/4/16,15.3,22.6,7.3
1994/4/17,14.9,20.9,10.8
1994/4/18,14.3,20.0,8.8
1994/4/19,15.1,20.2,11.4
1994/4/20,14.4,19.6,9.4
1994/4/21,17.5,23.8,12.1
1994/4/22,18.6,23.7,11.8
1994/4/23,17.0,21.5,14.2
1994/4/24,14.6,18.0,13.1
1994/4/25,15.2,21.7,12.3
1994/4/26,15.1,23.0,11.0
1994/4/27,16.0,19.4,10.7
1994/4/28,16.3,21.0,13.2
1994/4/29,15.6,21.3,10.2
1994/4/30,14.0,18.4,10.1
1994/5/1,14.7,16.5,13.2
