ダウンロードした時刻：2017/07/24 15:43:10

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,6.5,10.1,3.6
1998/1/2,6.6,12.3,3.2
1998/1/3,8.2,15.2,2.1
1998/1/4,7.6,10.6,4.8
1998/1/5,4.6,7.6,3.1
1998/1/6,4.8,6.6,2.6
1998/1/7,6.7,10.8,3.6
1998/1/8,4.9,7.8,3.4
1998/1/9,6.1,9.6,0.5
1998/1/10,5.5,11.2,0.3
1998/1/11,6.8,8.8,4.8
1998/1/12,6.1,7.5,4.8
1998/1/13,5.5,9.2,0.9
1998/1/14,6.7,10.0,3.4
1998/1/15,6.6,7.9,5.6
1998/1/16,7.7,9.8,5.5
1998/1/17,6.6,10.9,1.6
1998/1/18,7.6,10.9,4.8
1998/1/19,0.4,4.8,-1.8
1998/1/20,2.0,5.1,-1.2
1998/1/21,3.9,5.9,1.1
1998/1/22,3.8,6.6,1.0
1998/1/23,2.9,5.9,1.1
1998/1/24,-0.5,2.2,-3.1
1998/1/25,0.4,4.0,-1.9
1998/1/26,2.4,5.7,-0.7
1998/1/27,3.1,6.4,0.1
1998/1/28,3.0,7.0,1.1
1998/1/29,3.0,6.4,0.2
1998/1/30,5.4,9.4,-0.4
1998/1/31,6.9,9.3,4.2
1998/2/1,2.5,6.4,-1.5
1998/2/2,4.2,11.7,-2.6
1998/2/3,6.1,11.9,0.1
1998/2/4,3.1,6.8,-0.4
1998/2/5,2.9,6.9,-0.6
1998/2/6,5.5,11.0,1.1
1998/2/7,6.2,12.6,1.0
1998/2/8,2.9,5.9,0.2
1998/2/9,3.7,6.8,0.7
1998/2/10,3.4,6.6,-0.1
1998/2/11,5.8,13.5,-0.6
1998/2/12,14.2,20.9,10.3
1998/2/13,11.4,15.5,7.8
1998/2/14,8.5,13.1,5.5
1998/2/15,5.1,7.7,0.1
1998/2/16,5.4,11.7,-0.8
1998/2/17,5.5,7.8,2.9
1998/2/18,5.7,8.9,1.4
1998/2/19,8.9,18.3,-1.7
1998/2/20,12.8,16.7,10.5
1998/2/21,8.2,11.0,6.4
1998/2/22,6.4,9.2,1.1
1998/2/23,5.0,9.0,-0.7
1998/2/24,8.6,10.1,6.5
1998/2/25,8.1,9.5,6.8
1998/2/26,7.7,10.6,4.0
1998/2/27,8.6,14.9,2.1
1998/2/28,7.5,10.8,5.6
1998/3/1,7.3,9.2,4.1
1998/3/2,5.7,12.5,-0.1
1998/3/3,8.5,15.8,2.0
1998/3/4,8.6,13.9,2.7
1998/3/5,8.3,9.9,6.2
1998/3/6,8.6,14.7,1.5
1998/3/7,7.2,10.0,4.8
1998/3/8,5.5,9.4,-0.3
1998/3/9,8.3,14.0,2.0
1998/3/10,7.1,9.0,5.6
1998/3/11,10.0,15.1,4.4
1998/3/12,9.3,11.5,5.0
1998/3/13,8.4,14.4,3.7
1998/3/14,11.4,17.0,5.2
1998/3/15,3.9,7.2,0.6
1998/3/16,6.3,12.5,0.1
1998/3/17,7.3,13.4,1.7
1998/3/18,6.5,11.0,0.5
1998/3/19,14.1,17.1,5.4
1998/3/20,10.2,17.3,6.5
1998/3/21,7.3,10.2,4.8
1998/3/22,5.6,10.3,1.3
1998/3/23,6.3,12.5,0.2
1998/3/24,8.6,14.5,4.0
1998/3/25,9.9,16.1,5.3
1998/3/26,9.6,14.2,2.9
1998/3/27,12.2,14.1,10.9
1998/3/28,12.4,18.0,7.8
1998/3/29,14.2,23.5,7.1
1998/3/30,14.2,22.4,5.8
1998/3/31,10.5,14.6,7.6
1998/4/1,6.6,9.3,4.5
1998/4/2,6.7,9.5,2.5
1998/4/3,7.0,13.3,0.1
1998/4/4,10.9,17.8,3.0
1998/4/5,15.0,22.3,8.3
1998/4/6,13.4,14.6,12.7
1998/4/7,12.6,13.8,11.8
1998/4/8,12.7,14.6,10.7
1998/4/9,12.8,14.0,12.0
1998/4/10,13.7,19.1,9.8
1998/4/11,14.9,19.9,9.3
1998/4/12,21.4,29.0,10.5
1998/4/13,22.7,26.4,17.1
1998/4/14,14.9,17.1,13.7
1998/4/15,14.3,17.6,10.1
1998/4/16,12.5,16.2,8.6
1998/4/17,14.2,17.9,10.0
1998/4/18,14.1,17.7,11.6
1998/4/19,16.5,24.2,9.2
1998/4/20,17.8,25.2,10.5
1998/4/21,20.2,26.8,14.4
1998/4/22,21.8,25.2,19.1
1998/4/23,22.2,24.0,20.4
1998/4/24,20.9,24.5,19.4
1998/4/25,15.1,19.6,12.6
1998/4/26,13.7,16.5,10.8
1998/4/27,13.7,17.7,9.6
1998/4/28,16.2,21.4,10.0
1998/4/29,18.8,26.9,15.2
1998/4/30,16.9,21.5,13.2
1998/5/1,22.5,29.3,12.4
