ダウンロードした時刻：2017/07/24 15:39:49

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,-0.1,4.4,-3.2
1992/1/2,1.3,4.7,-0.7
1992/1/3,1.4,4.8,-0.7
1992/1/4,0.3,2.6,-4.6
1992/1/5,-2.0,2.8,-6.5
1992/1/6,-0.5,0.8,-2.7
1992/1/7,1.9,5.1,0.5
1992/1/8,2.5,6.6,0.0
1992/1/9,1.6,3.9,0.1
1992/1/10,0.6,2.9,-2.7
1992/1/11,-1.9,5.5,-7.1
1992/1/12,-0.9,8.9,-5.4
1992/1/13,2.7,9.4,-3.2
1992/1/14,-0.2,2.4,-4.2
1992/1/15,-3.5,1.6,-7.1
1992/1/16,-3.0,6.6,-9.2
1992/1/17,0.6,6.5,-4.3
1992/1/18,-1.4,-0.1,-2.4
1992/1/19,-2.2,0.8,-4.7
1992/1/20,-2.6,2.0,-8.0
1992/1/21,-5.3,2.0,-10.5
1992/1/22,-2.7,3.3,-8.2
1992/1/23,-1.2,1.8,-4.1
1992/1/24,-1.8,2.3,-6.3
1992/1/25,0.3,4.7,-4.6
1992/1/26,1.3,7.5,-4.0
1992/1/27,-0.2,5.7,-4.8
1992/1/28,2.1,8.3,-1.7
1992/1/29,3.1,7.4,0.1
1992/1/30,1.9,5.0,-1.2
1992/1/31,0.2,4.1,-1.8
1992/2/1,-2.4,0.5,-6.3
1992/2/2,-2.9,2.6,-6.7
1992/2/3,-1.8,1.4,-6.0
1992/2/4,1.5,5.0,-1.2
1992/2/5,-0.9,3.2,-6.3
1992/2/6,-2.8,5.2,-9.9
1992/2/7,0.3,4.2,-3.1
1992/2/8,-1.1,3.5,-4.5
1992/2/9,-2.7,3.0,-6.7
1992/2/10,-2.1,6.0,-10.6
1992/2/11,-1.1,2.3,-4.3
1992/2/12,0.4,8.8,-7.5
1992/2/13,2.0,7.8,-3.7
1992/2/14,1.2,5.4,-2.1
1992/2/15,1.6,7.1,-5.0
1992/2/16,0.2,5.4,-3.3
1992/2/17,-0.8,4.0,-4.7
1992/2/18,0.2,7.2,-6.1
1992/2/19,-1.0,1.5,-4.5
1992/2/20,-1.4,4.2,-5.5
1992/2/21,-2.5,1.3,-4.7
1992/2/22,-3.1,-0.2,-5.3
1992/2/23,-2.4,4.2,-9.7
1992/2/24,-1.0,4.2,-4.6
1992/2/25,-2.6,-0.3,-3.8
1992/2/26,-1.8,2.9,-6.3
1992/2/27,-1.2,10.1,-10.4
1992/2/28,3.5,15.8,-4.1
1992/2/29,4.3,7.1,2.3
1992/3/1,4.2,5.9,3.1
1992/3/2,2.6,7.5,-0.5
1992/3/3,0.5,4.8,-1.3
1992/3/4,1.6,9.9,-4.6
1992/3/5,2.5,4.4,-0.4
1992/3/6,3.1,6.2,-0.5
1992/3/7,0.2,4.8,-3.3
1992/3/8,0.9,10.3,-6.4
1992/3/9,4.5,14.1,-4.6
1992/3/10,5.6,11.5,2.6
1992/3/11,4.4,11.3,-0.5
1992/3/12,5.6,15.6,-2.3
1992/3/13,6.5,16.5,-1.4
1992/3/14,8.2,20.6,-2.4
1992/3/15,7.2,10.9,6.2
1992/3/16,4.8,7.6,0.4
1992/3/17,2.3,6.7,-1.1
1992/3/18,2.4,4.8,0.4
1992/3/19,4.2,10.2,-0.8
1992/3/20,5.3,12.6,-0.5
1992/3/21,0.5,3.5,-1.4
1992/3/22,0.1,3.6,-2.4
1992/3/23,0.7,4.0,-3.6
1992/3/24,6.7,13.6,2.2
1992/3/25,7.7,13.4,4.3
1992/3/26,6.0,10.0,3.3
1992/3/27,4.9,10.5,1.3
1992/3/28,6.7,14.9,-1.2
1992/3/29,8.9,11.5,6.3
1992/3/30,8.1,12.7,4.2
1992/3/31,9.1,17.7,0.4
1992/4/1,9.6,14.4,5.9
1992/4/2,10.2,14.5,3.6
1992/4/3,11.0,20.9,2.5
1992/4/4,11.9,19.3,4.9
1992/4/5,8.6,11.0,6.9
1992/4/6,10.5,20.4,2.0
1992/4/7,8.2,13.8,4.6
1992/4/8,11.5,18.3,4.0
1992/4/9,11.5,14.6,8.3
1992/4/10,11.0,13.1,9.4
1992/4/11,9.7,13.0,2.2
1992/4/12,3.5,11.6,-0.5
1992/4/13,4.1,10.1,-0.6
1992/4/14,4.9,10.7,0.2
1992/4/15,7.6,16.6,-1.5
1992/4/16,8.1,14.1,1.8
1992/4/17,7.3,14.2,1.1
1992/4/18,12.1,21.4,1.2
1992/4/19,9.5,14.4,2.5
1992/4/20,7.7,17.7,-0.1
1992/4/21,11.4,22.2,-0.3
1992/4/22,11.2,14.8,3.3
1992/4/23,10.4,20.5,-0.1
1992/4/24,10.6,17.7,3.0
1992/4/25,9.6,16.7,2.8
1992/4/26,10.2,22.5,-0.2
1992/4/27,14.0,26.4,1.3
1992/4/28,15.7,25.1,5.8
1992/4/29,12.5,19.6,7.1
1992/4/30,7.7,10.7,4.8
1992/5/1,7.3,14.1,2.4
