ダウンロードした時刻：2017/07/24 15:44:16

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,10.5,13.0,7.7
2014/1/2,7.8,14.3,3.2
2014/1/3,6.7,12.6,1.3
2014/1/4,7.0,12.4,3.5
2014/1/5,6.5,10.1,4.1
2014/1/6,6.4,11.6,3.1
2014/1/7,6.1,11.3,1.2
2014/1/8,7.1,8.8,6.3
2014/1/9,5.6,8.5,2.6
2014/1/10,3.2,7.2,0.9
2014/1/11,3.9,9.1,0.6
2014/1/12,3.8,9.5,-0.4
2014/1/13,4.8,10.3,1.7
2014/1/14,4.4,10.1,1.0
2014/1/15,4.6,10.1,0.0
2014/1/16,6.1,10.0,2.2
2014/1/17,5.4,10.5,2.6
2014/1/18,4.0,8.4,1.4
2014/1/19,2.7,5.3,0.8
2014/1/20,3.2,6.7,0.3
2014/1/21,4.4,7.7,1.7
2014/1/22,3.9,6.9,1.2
2014/1/23,4.4,11.1,-0.3
2014/1/24,6.1,13.1,0.0
2014/1/25,7.5,11.5,2.9
2014/1/26,7.3,11.3,2.6
2014/1/27,3.4,8.7,-0.7
2014/1/28,5.3,11.5,-0.3
2014/1/29,7.0,13.7,2.1
2014/1/30,7.4,9.9,5.4
2014/1/31,9.7,15.7,5.4
2014/2/1,8.3,14.6,2.7
2014/2/2,11.3,14.2,9.1
2014/2/3,11.6,14.9,9.5
2014/2/4,6.2,9.6,2.4
2014/2/5,3.4,7.5,1.7
2014/2/6,1.5,3.1,0.0
2014/2/7,2.3,4.3,0.9
2014/2/8,3.8,8.8,0.6
2014/2/9,5.2,10.5,0.6
2014/2/10,4.4,5.9,1.8
2014/2/11,2.9,6.0,0.8
2014/2/12,4.4,7.0,2.4
2014/2/13,5.1,8.1,3.2
2014/2/14,3.8,6.1,1.3
2014/2/15,6.4,9.9,4.0
2014/2/16,7.2,12.8,2.4
2014/2/17,6.2,12.8,2.3
2014/2/18,3.8,5.6,2.5
2014/2/19,4.9,9.9,2.6
2014/2/20,5.1,12.1,0.1
2014/2/21,5.7,12.1,0.6
2014/2/22,5.9,11.9,0.8
2014/2/23,6.9,12.2,2.2
2014/2/24,7.1,12.7,2.0
2014/2/25,8.3,14.3,2.7
2014/2/26,8.4,11.9,5.2
2014/2/27,10.7,14.4,7.2
2014/2/28,11.8,16.8,7.2
2014/3/1,11.0,13.4,9.7
2014/3/2,10.2,15.7,6.6
2014/3/3,8.1,12.9,4.4
2014/3/4,7.0,12.9,1.1
2014/3/5,8.2,12.7,5.2
2014/3/6,4.8,8.0,2.1
2014/3/7,4.0,10.8,0.3
2014/3/8,5.0,10.6,-0.4
2014/3/9,5.9,10.9,1.2
2014/3/10,4.3,9.1,1.0
2014/3/11,5.9,11.8,-0.2
2014/3/12,9.4,16.8,2.1
2014/3/13,9.3,12.9,6.6
2014/3/14,6.3,10.7,3.8
2014/3/15,6.7,12.1,0.7
2014/3/16,11.0,18.1,3.6
2014/3/17,12.8,19.4,6.4
2014/3/18,14.4,17.1,12.4
2014/3/19,13.3,18.6,9.0
2014/3/20,11.7,14.5,7.4
2014/3/21,6.4,10.1,3.5
2014/3/22,7.3,13.2,2.0
2014/3/23,9.8,16.2,3.0
2014/3/24,12.2,18.8,4.3
2014/3/25,14.6,18.7,11.9
2014/3/26,14.3,16.0,12.9
2014/3/27,17.1,22.5,13.3
2014/3/28,15.6,22.2,9.2
2014/3/29,15.1,18.4,13.2
2014/3/30,14.7,19.4,12.6
2014/3/31,13.8,19.2,9.9
2014/4/1,13.7,20.1,7.8
2014/4/2,14.4,20.8,8.3
2014/4/3,14.6,20.5,10.0
2014/4/4,10.5,13.4,5.6
2014/4/5,6.6,9.5,4.6
2014/4/6,7.5,11.1,4.3
2014/4/7,9.0,15.0,2.2
2014/4/8,12.4,18.7,6.0
2014/4/9,14.7,21.1,8.2
2014/4/10,14.9,22.6,8.7
2014/4/11,13.4,17.9,9.1
2014/4/12,12.7,15.8,9.2
2014/4/13,11.4,13.3,10.1
2014/4/14,14.3,22.6,7.4
2014/4/15,13.1,19.8,5.2
2014/4/16,15.3,20.1,10.9
2014/4/17,16.5,22.4,10.4
2014/4/18,15.2,18.7,12.1
2014/4/19,15.3,21.2,11.5
2014/4/20,12.6,16.0,10.0
2014/4/21,15.9,19.5,12.8
2014/4/22,15.1,19.8,12.1
2014/4/23,17.0,24.5,9.1
2014/4/24,16.5,22.9,9.7
2014/4/25,16.9,23.8,9.8
2014/4/26,17.7,23.2,11.9
2014/4/27,18.1,23.2,14.0
2014/4/28,17.0,19.5,15.4
2014/4/29,18.0,22.2,15.1
2014/4/30,18.3,21.7,15.9
2014/5/1,18.5,22.5,15.5
