ダウンロードした時刻：2017/07/24 15:46:58

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,11.0,19.7,4.2
1997/1/2,6.6,9.2,5.0
1997/1/3,6.0,9.4,2.9
1997/1/4,4.5,9.5,0.1
1997/1/5,4.7,9.9,-0.1
1997/1/6,5.0,7.6,3.0
1997/1/7,5.2,10.1,1.3
1997/1/8,5.1,8.3,3.1
1997/1/9,4.8,10.5,0.2
1997/1/10,4.9,10.6,-0.7
1997/1/11,5.7,11.1,0.2
1997/1/12,5.2,9.5,0.8
1997/1/13,5.6,12.0,0.4
1997/1/14,7.1,12.2,1.0
1997/1/15,8.0,11.6,3.0
1997/1/16,6.8,12.3,1.0
1997/1/17,7.9,12.8,3.0
1997/1/18,8.3,13.2,3.6
1997/1/19,5.7,11.1,0.8
1997/1/20,5.7,13.9,-1.7
1997/1/21,5.2,9.7,-0.5
1997/1/22,2.4,5.3,-1.0
1997/1/23,4.4,8.2,-1.0
1997/1/24,4.7,6.2,3.4
1997/1/25,5.7,9.7,2.1
1997/1/26,7.4,12.5,3.4
1997/1/27,7.1,11.6,2.3
1997/1/28,6.7,12.1,2.9
1997/1/29,5.2,9.1,3.7
1997/1/30,5.5,8.7,3.4
1997/1/31,3.5,8.4,0.7
1997/2/1,6.8,10.2,3.5
1997/2/2,3.2,5.3,1.2
1997/2/3,5.4,9.0,1.9
1997/2/4,5.2,8.0,1.9
1997/2/5,4.6,8.7,-0.1
1997/2/6,7.5,11.3,4.2
1997/2/7,5.3,7.8,1.5
1997/2/8,6.3,9.1,3.7
1997/2/9,6.4,12.7,1.1
1997/2/10,6.3,13.2,0.1
1997/2/11,5.9,8.0,3.5
1997/2/12,4.8,8.2,1.0
1997/2/13,4.1,9.2,-1.8
1997/2/14,4.6,9.6,-1.3
1997/2/15,5.5,8.6,1.9
1997/2/16,7.3,12.3,4.4
1997/2/17,6.6,10.0,4.4
1997/2/18,5.9,10.5,2.6
1997/2/19,5.4,9.7,1.5
1997/2/20,7.7,14.3,0.0
1997/2/21,8.4,11.3,4.2
1997/2/22,5.5,9.3,3.1
1997/2/23,4.2,9.2,-1.5
1997/2/24,6.8,13.1,0.1
1997/2/25,12.8,20.0,5.7
1997/2/26,12.4,18.3,10.1
1997/2/27,9.7,13.1,5.0
1997/2/28,13.2,20.2,4.4
1997/3/1,12.4,16.0,7.5
1997/3/2,8.4,12.5,4.1
1997/3/3,8.6,11.7,4.6
1997/3/4,7.8,13.6,1.9
1997/3/5,8.2,15.4,0.8
1997/3/6,11.9,20.0,2.9
1997/3/7,15.4,20.8,11.4
1997/3/8,12.1,17.8,6.2
1997/3/9,12.1,19.6,4.8
1997/3/10,11.3,15.8,5.9
1997/3/11,14.2,18.0,9.8
1997/3/12,10.6,13.2,8.4
1997/3/13,10.6,12.3,8.1
1997/3/14,11.5,12.5,11.1
1997/3/15,12.0,13.4,10.3
1997/3/16,10.8,14.0,8.2
1997/3/17,8.9,12.3,5.0
1997/3/18,8.5,12.9,2.4
1997/3/19,10.6,13.9,8.5
1997/3/20,9.4,10.5,8.4
1997/3/21,8.8,10.0,7.2
1997/3/22,11.5,16.5,7.0
1997/3/23,9.8,15.3,4.7
1997/3/24,7.3,12.1,3.8
1997/3/25,8.6,15.1,0.3
1997/3/26,10.2,13.7,7.4
1997/3/27,12.5,17.6,7.7
1997/3/28,10.7,16.0,3.9
1997/3/29,12.5,14.5,10.8
1997/3/30,12.3,15.0,6.9
1997/3/31,9.7,15.7,3.9
1997/4/1,10.0,15.9,2.9
1997/4/2,15.2,21.3,9.8
1997/4/3,15.0,17.2,13.7
1997/4/4,13.7,15.3,12.9
1997/4/5,14.7,17.2,13.0
1997/4/6,14.8,17.8,13.0
1997/4/7,13.7,18.5,9.6
1997/4/8,12.3,16.9,5.8
1997/4/9,15.2,20.2,12.1
1997/4/10,14.1,18.6,10.9
1997/4/11,15.1,20.4,9.8
1997/4/12,15.5,20.3,11.6
1997/4/13,17.0,22.6,13.3
1997/4/14,16.5,22.2,10.1
1997/4/15,15.3,17.6,13.0
1997/4/16,12.7,18.3,8.0
1997/4/17,13.3,19.8,6.4
1997/4/18,14.8,20.1,9.7
1997/4/19,14.8,20.0,9.7
1997/4/20,15.0,22.6,6.9
1997/4/21,15.6,17.8,14.1
1997/4/22,14.5,15.1,14.0
1997/4/23,15.1,19.1,11.1
1997/4/24,12.8,17.9,6.7
1997/4/25,13.9,20.2,7.8
1997/4/26,14.4,21.7,7.0
1997/4/27,14.2,17.4,8.9
1997/4/28,16.0,20.5,12.7
1997/4/29,17.8,23.6,10.6
1997/4/30,17.7,19.6,15.0
1997/5/1,17.2,22.0,12.2
