ダウンロードした時刻：2017/07/24 15:43:31

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,2.1,5.4,-0.6
1986/1/2,0.6,3.4,-2.5
1986/1/3,2.1,5.4,-2.3
1986/1/4,4.2,7.5,-0.2
1986/1/5,-0.1,3.2,-2.0
1986/1/6,0.6,4.1,-2.5
1986/1/7,2.5,8.4,-1.7
1986/1/8,1.5,8.3,-2.1
1986/1/9,1.5,5.1,-1.1
1986/1/10,-0.2,5.3,-3.6
1986/1/11,-0.5,1.3,-3.6
1986/1/12,0.0,4.7,-2.9
1986/1/13,0.9,7.1,-3.7
1986/1/14,1.1,2.3,0.5
1986/1/15,1.7,7.3,-1.2
1986/1/16,3.6,8.4,-0.6
1986/1/17,4.5,8.6,0.9
1986/1/18,5.2,8.5,1.8
1986/1/19,4.0,8.0,-1.6
1986/1/20,4.4,9.4,-1.5
1986/1/21,3.8,7.1,0.5
1986/1/22,0.3,1.7,-0.3
1986/1/23,1.0,3.6,-0.7
1986/1/24,0.4,1.6,-0.2
1986/1/25,0.4,2.0,-0.6
1986/1/26,-0.1,1.9,-1.8
1986/1/27,-1.6,1.2,-4.5
1986/1/28,0.6,4.2,-3.9
1986/1/29,2.1,6.2,-1.1
1986/1/30,1.6,8.0,-2.7
1986/1/31,2.4,5.9,-0.8
1986/2/1,0.7,2.7,-1.6
1986/2/2,1.1,5.9,-1.5
1986/2/3,1.8,4.3,-1.1
1986/2/4,0.2,5.2,-2.6
1986/2/5,0.5,4.3,-1.6
1986/2/6,0.1,3.9,-2.4
1986/2/7,0.2,1.6,-1.1
1986/2/8,-0.7,1.2,-3.1
1986/2/9,-0.3,1.8,-4.0
1986/2/10,0.7,3.3,-0.7
1986/2/11,2.3,4.1,-0.7
1986/2/12,1.8,5.9,-1.5
1986/2/13,1.9,8.7,-3.3
1986/2/14,3.6,6.3,1.6
1986/2/15,2.1,4.7,-0.9
1986/2/16,-1.2,1.0,-3.1
1986/2/17,1.3,3.8,-2.2
1986/2/18,0.5,1.5,-1.1
1986/2/19,3.0,6.0,0.6
1986/2/20,2.2,6.2,0.1
1986/2/21,1.4,4.3,0.3
1986/2/22,2.6,7.6,-0.5
1986/2/23,2.7,8.3,-1.6
1986/2/24,-0.5,1.8,-1.7
1986/2/25,0.3,3.0,-2.7
1986/2/26,1.4,7.2,-4.2
1986/2/27,1.7,5.2,-1.8
1986/2/28,-0.3,1.4,-2.8
1986/3/1,-0.3,2.5,-5.0
1986/3/2,0.9,3.5,-0.6
1986/3/3,1.5,6.3,-1.5
1986/3/4,2.2,7.1,-1.0
1986/3/5,4.1,7.1,-1.1
1986/3/6,5.1,9.2,1.6
1986/3/7,4.2,12.2,-1.3
1986/3/8,4.7,11.7,-0.6
1986/3/9,10.3,19.7,-0.1
1986/3/10,12.0,16.0,8.1
1986/3/11,6.5,8.2,4.7
1986/3/12,5.5,10.8,1.1
1986/3/13,6.6,14.3,-0.6
1986/3/14,6.9,7.7,5.8
1986/3/15,10.3,14.9,7.3
1986/3/16,7.5,11.2,5.2
1986/3/17,5.0,8.3,1.0
1986/3/18,3.8,7.0,-0.9
1986/3/19,8.1,12.1,3.6
1986/3/20,5.2,7.3,3.9
1986/3/21,6.0,7.7,3.8
1986/3/22,5.2,8.7,0.8
1986/3/23,5.1,5.9,4.0
1986/3/24,6.6,9.3,3.6
1986/3/25,4.3,9.7,-0.8
1986/3/26,6.0,16.2,-1.7
1986/3/27,9.6,18.2,-0.1
1986/3/28,9.4,10.9,7.7
1986/3/29,9.2,11.9,4.9
1986/3/30,10.1,17.8,3.2
1986/3/31,7.6,11.6,1.8
1986/4/1,5.8,13.3,-0.2
1986/4/2,8.5,16.9,-0.2
1986/4/3,12.4,21.2,3.8
1986/4/4,12.8,15.0,11.3
1986/4/5,10.7,14.7,3.9
1986/4/6,9.7,18.6,2.1
1986/4/7,5.9,10.2,0.5
1986/4/8,10.2,18.8,-1.1
1986/4/9,14.9,19.9,11.4
1986/4/10,16.1,22.1,12.5
1986/4/11,10.4,14.3,3.5
1986/4/12,7.4,14.7,0.1
1986/4/13,10.2,19.9,1.7
1986/4/14,12.6,21.5,3.0
1986/4/15,14.2,17.1,11.0
1986/4/16,8.0,11.2,1.8
1986/4/17,12.8,21.5,0.2
1986/4/18,15.8,19.9,12.3
1986/4/19,14.2,17.6,11.6
1986/4/20,18.5,23.3,14.9
1986/4/21,14.9,17.9,12.3
1986/4/22,12.5,13.3,12.0
1986/4/23,14.2,19.7,10.7
1986/4/24,16.7,26.0,9.3
1986/4/25,19.4,27.5,14.0
1986/4/26,19.5,29.4,12.9
1986/4/27,19.4,22.5,14.1
1986/4/28,13.1,15.1,12.0
1986/4/29,12.8,16.6,10.1
1986/4/30,14.1,20.4,7.5
1986/5/1,18.4,23.4,14.1
