ダウンロードした時刻：2017/07/24 15:46:10

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,4.6,7.9,2.9
2005/1/2,5.2,9.9,0.6
2005/1/3,7.0,13.9,0.3
2005/1/4,8.4,13.3,4.6
2005/1/5,5.7,8.3,4.2
2005/1/6,4.8,7.2,1.7
2005/1/7,7.3,12.3,2.6
2005/1/8,6.0,8.8,3.9
2005/1/9,4.2,7.6,2.2
2005/1/10,3.8,7.3,1.1
2005/1/11,5.4,8.2,2.8
2005/1/12,5.6,7.7,3.8
2005/1/13,6.0,9.8,2.5
2005/1/14,7.0,9.5,4.0
2005/1/15,6.3,7.2,4.7
2005/1/16,6.7,9.5,4.4
2005/1/17,8.1,10.8,5.6
2005/1/18,7.0,11.1,4.0
2005/1/19,7.1,12.4,2.7
2005/1/20,4.3,7.5,1.6
2005/1/21,4.5,7.8,2.4
2005/1/22,5.3,9.6,1.9
2005/1/23,5.1,6.3,4.0
2005/1/24,6.4,10.9,0.7
2005/1/25,8.2,11.5,5.9
2005/1/26,6.7,10.3,4.0
2005/1/27,5.5,8.6,2.4
2005/1/28,8.2,12.8,5.1
2005/1/29,8.8,15.1,2.6
2005/1/30,7.3,10.3,5.2
2005/1/31,4.8,8.0,1.0
2005/2/1,-0.4,2.0,-2.7
2005/2/2,1.9,6.1,-1.7
2005/2/3,4.4,8.3,1.1
2005/2/4,5.9,10.6,2.8
2005/2/5,7.1,10.9,4.5
2005/2/6,6.0,8.9,4.7
2005/2/7,4.7,6.6,2.4
2005/2/8,6.9,9.8,4.3
2005/2/9,9.2,12.9,4.7
2005/2/10,8.4,10.7,5.7
2005/2/11,6.1,9.1,4.5
2005/2/12,4.7,8.1,1.7
2005/2/13,5.3,9.9,1.2
2005/2/14,5.7,8.8,2.8
2005/2/15,7.3,10.4,5.4
2005/2/16,12.8,18.8,6.5
2005/2/17,9.3,11.8,6.6
2005/2/18,6.9,9.3,5.9
2005/2/19,7.7,9.0,6.1
2005/2/20,5.0,8.4,1.3
2005/2/21,2.3,6.0,-0.7
2005/2/22,4.0,9.7,-0.8
2005/2/23,10.2,16.9,2.3
2005/2/24,4.9,8.4,1.2
2005/2/25,7.7,12.9,3.1
2005/2/26,3.9,7.7,1.7
2005/2/27,4.3,8.3,1.1
2005/2/28,6.4,10.7,2.1
2005/3/1,6.5,11.2,3.9
2005/3/2,7.3,11.0,2.7
2005/3/3,7.1,9.7,5.6
2005/3/4,6.3,10.0,4.3
2005/3/5,5.2,9.0,3.1
2005/3/6,5.8,10.9,3.2
2005/3/7,7.2,12.8,0.5
2005/3/8,9.7,14.8,4.0
2005/3/9,11.8,18.7,5.5
2005/3/10,13.5,19.7,7.2
2005/3/11,13.3,15.6,11.8
2005/3/12,6.2,13.5,0.8
2005/3/13,3.0,7.6,0.4
2005/3/14,4.6,9.1,-0.7
2005/3/15,8.0,13.8,2.8
2005/3/16,10.5,15.6,4.6
2005/3/17,15.5,19.7,9.1
2005/3/18,10.0,13.0,5.8
2005/3/19,8.2,13.5,3.4
2005/3/20,8.9,13.4,4.2
2005/3/21,11.2,15.2,7.0
2005/3/22,14.2,17.2,10.8
2005/3/23,10.5,14.9,7.3
2005/3/24,7.7,14.4,4.2
2005/3/25,5.5,8.7,2.5
2005/3/26,11.3,17.5,1.7
2005/3/27,11.7,17.3,6.4
2005/3/28,14.2,17.7,11.1
2005/3/29,12.2,15.2,8.4
2005/3/30,10.5,15.2,5.2
2005/3/31,12.7,19.0,5.3
2005/4/1,11.1,15.2,6.5
2005/4/2,12.3,16.9,7.4
2005/4/3,12.2,16.1,8.3
2005/4/4,9.8,14.4,6.0
2005/4/5,11.2,16.6,4.4
2005/4/6,13.6,17.7,7.6
2005/4/7,18.0,25.2,13.6
2005/4/8,16.6,20.4,13.0
2005/4/9,14.8,19.1,10.6
2005/4/10,19.6,27.2,11.9
2005/4/11,13.5,18.3,10.8
2005/4/12,10.0,10.9,8.8
2005/4/13,13.6,18.4,10.1
2005/4/14,13.7,18.6,9.3
2005/4/15,14.9,20.1,8.6
2005/4/16,16.6,21.7,11.9
2005/4/17,15.4,21.3,9.0
2005/4/18,16.7,21.7,11.3
2005/4/19,17.2,22.8,10.3
2005/4/20,17.1,19.7,14.7
2005/4/21,16.1,19.9,13.0
2005/4/22,16.4,20.4,11.8
2005/4/23,14.6,19.2,10.1
2005/4/24,15.4,19.6,9.9
2005/4/25,17.3,23.3,14.0
2005/4/26,18.7,24.4,13.4
2005/4/27,16.9,22.3,10.0
2005/4/28,18.3,25.0,12.1
2005/4/29,20.2,26.8,14.9
2005/4/30,21.9,27.3,17.7
2005/5/1,20.0,21.8,17.8
