ダウンロードした時刻：2017/07/24 15:42:59

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,6.3,9.6,3.6
1995/1/2,5.7,9.9,1.0
1995/1/3,5.3,9.3,0.0
1995/1/4,7.0,8.8,6.1
1995/1/5,3.8,7.0,0.2
1995/1/6,2.7,5.6,0.4
1995/1/7,7.5,9.8,3.0
1995/1/8,8.7,15.2,2.8
1995/1/9,10.2,16.4,5.7
1995/1/10,4.3,7.4,1.3
1995/1/11,4.4,6.5,2.1
1995/1/12,4.5,7.6,1.6
1995/1/13,3.3,7.3,0.1
1995/1/14,1.0,3.6,0.0
1995/1/15,2.7,5.7,1.1
1995/1/16,2.3,4.7,0.7
1995/1/17,1.3,2.6,-0.2
1995/1/18,4.3,9.2,-1.0
1995/1/19,3.2,7.4,-0.2
1995/1/20,4.4,11.5,-0.3
1995/1/21,4.5,12.2,-0.3
1995/1/22,7.1,9.2,3.7
1995/1/23,8.0,9.4,6.4
1995/1/24,3.5,6.7,1.5
1995/1/25,3.1,8.9,0.6
1995/1/26,4.1,8.1,0.0
1995/1/27,2.7,4.5,0.3
1995/1/28,3.7,8.2,1.2
1995/1/29,1.7,5.5,-0.4
1995/1/30,0.5,3.3,-1.1
1995/1/31,1.0,4.9,-0.7
1995/2/1,1.3,4.4,-0.3
1995/2/2,1.6,3.8,0.3
1995/2/3,2.3,7.3,-1.0
1995/2/4,2.5,6.6,-0.7
1995/2/5,1.7,4.0,0.2
1995/2/6,2.7,4.3,0.6
1995/2/7,5.0,8.7,1.0
1995/2/8,5.6,12.6,0.4
1995/2/9,5.9,9.7,3.4
1995/2/10,4.3,6.3,2.9
1995/2/11,3.9,10.8,-1.7
1995/2/12,5.2,7.7,1.4
1995/2/13,8.0,13.0,5.7
1995/2/14,5.8,9.0,1.1
1995/2/15,4.5,10.1,0.7
1995/2/16,1.2,4.2,0.2
1995/2/17,2.6,6.4,0.3
1995/2/18,4.5,9.1,-0.1
1995/2/19,4.6,10.0,-0.7
1995/2/20,3.2,6.6,1.2
1995/2/21,4.0,7.4,1.1
1995/2/22,3.9,8.5,-0.5
1995/2/23,5.1,13.6,-2.5
1995/2/24,5.5,8.7,1.4
1995/2/25,4.8,10.4,-1.1
1995/2/26,5.9,10.1,2.8
1995/2/27,3.8,7.8,0.1
1995/2/28,4.5,13.3,-1.8
1995/3/1,5.9,8.7,3.4
1995/3/2,5.2,9.0,1.9
1995/3/3,5.0,9.0,1.7
1995/3/4,4.0,7.2,1.9
1995/3/5,4.6,9.0,0.4
1995/3/6,7.2,13.8,1.7
1995/3/7,8.7,16.0,3.5
1995/3/8,8.2,15.7,3.0
1995/3/9,8.1,14.2,2.0
1995/3/10,8.9,11.2,6.0
1995/3/11,6.2,8.4,4.5
1995/3/12,5.5,9.4,1.9
1995/3/13,7.0,11.7,5.1
1995/3/14,6.8,11.8,3.6
1995/3/15,7.2,13.8,-0.1
1995/3/16,13.3,18.1,7.8
1995/3/17,9.7,13.4,5.8
1995/3/18,6.7,11.0,3.7
1995/3/19,5.4,10.9,1.1
1995/3/20,8.6,15.6,-0.2
1995/3/21,12.1,20.2,4.5
1995/3/22,10.3,12.1,9.2
1995/3/23,11.1,14.6,7.9
1995/3/24,11.1,12.8,10.2
1995/3/25,7.4,10.4,5.7
1995/3/26,7.7,12.8,3.8
1995/3/27,9.3,15.9,2.1
1995/3/28,7.3,11.8,4.4
1995/3/29,10.6,19.2,4.4
1995/3/30,10.7,12.1,9.1
1995/3/31,12.2,16.9,8.8
1995/4/1,8.3,12.3,3.4
1995/4/2,5.5,10.0,2.5
1995/4/3,7.5,13.1,3.8
1995/4/4,9.4,16.3,1.3
1995/4/5,11.0,18.6,4.5
1995/4/6,13.0,19.5,6.0
1995/4/7,12.9,18.5,7.5
1995/4/8,14.1,24.5,4.0
1995/4/9,14.4,17.6,10.8
1995/4/10,10.5,15.9,6.2
1995/4/11,10.2,13.6,7.5
1995/4/12,10.0,13.3,8.0
1995/4/13,12.8,19.5,6.1
1995/4/14,10.9,12.1,9.0
1995/4/15,12.6,15.3,11.2
1995/4/16,13.1,17.8,9.2
1995/4/17,13.8,20.2,10.3
1995/4/18,15.1,22.6,9.6
1995/4/19,10.8,14.9,4.5
1995/4/20,9.7,18.1,2.5
1995/4/21,14.9,24.3,4.0
1995/4/22,20.6,27.5,13.5
1995/4/23,16.5,24.3,11.8
1995/4/24,14.0,20.1,8.8
1995/4/25,14.9,20.3,10.4
1995/4/26,14.1,17.4,8.6
1995/4/27,13.1,20.0,6.2
1995/4/28,16.1,23.5,11.9
1995/4/29,17.7,26.0,11.7
1995/4/30,17.6,22.5,15.6
1995/5/1,18.3,21.8,15.8
