ダウンロードした時刻：2017/07/24 15:44:08

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,7.9,11.6,6.0
1987/1/2,4.8,6.4,3.7
1987/1/3,8.9,15.5,4.3
1987/1/4,6.2,12.2,1.8
1987/1/5,4.4,5.4,3.7
1987/1/6,6.3,11.9,3.1
1987/1/7,6.8,11.1,0.9
1987/1/8,8.6,12.5,3.4
1987/1/9,7.2,13.9,1.5
1987/1/10,5.7,8.5,3.4
1987/1/11,4.2,7.5,2.0
1987/1/12,3.3,7.4,1.2
1987/1/13,0.6,3.5,-1.8
1987/1/14,2.3,5.5,-1.1
1987/1/15,5.2,10.2,2.2
1987/1/16,6.6,10.8,1.2
1987/1/17,9.8,13.1,6.1
1987/1/18,5.5,9.1,2.6
1987/1/19,4.2,7.7,2.4
1987/1/20,3.2,6.9,0.2
1987/1/21,3.6,8.9,-0.5
1987/1/22,5.2,11.1,-0.2
1987/1/23,6.7,10.9,4.2
1987/1/24,5.9,9.7,2.8
1987/1/25,1.6,4.1,-0.7
1987/1/26,2.4,7.5,-1.8
1987/1/27,3.9,9.8,0.8
1987/1/28,4.9,11.1,0.0
1987/1/29,7.2,12.9,-0.1
1987/1/30,9.2,14.6,5.1
1987/1/31,4.5,8.3,1.8
1987/2/1,4.2,8.3,1.1
1987/2/2,3.9,7.2,1.8
1987/2/3,2.3,6.1,-0.6
1987/2/4,3.4,6.5,1.1
1987/2/5,4.1,10.0,-0.9
1987/2/6,5.2,9.6,0.4
1987/2/7,8.5,15.1,2.4
1987/2/8,7.4,13.7,2.2
1987/2/9,7.0,14.1,0.5
1987/2/10,9.4,15.9,2.5
1987/2/11,13.6,17.4,9.0
1987/2/12,11.5,14.7,6.4
1987/2/13,7.6,11.8,3.8
1987/2/14,9.7,15.9,5.0
1987/2/15,7.3,11.9,3.5
1987/2/16,5.9,11.6,-0.1
1987/2/17,4.6,5.5,3.9
1987/2/18,7.8,12.8,4.5
1987/2/19,5.7,9.4,3.6
1987/2/20,5.0,10.0,1.5
1987/2/21,5.6,10.1,1.6
1987/2/22,5.6,9.8,2.1
1987/2/23,7.3,14.0,2.3
1987/2/24,8.4,15.0,2.9
1987/2/25,2.2,8.1,-1.0
1987/2/26,1.8,5.0,-0.2
1987/2/27,1.6,6.0,-1.2
1987/2/28,2.8,6.8,-2.6
1987/3/1,2.1,5.3,0.2
1987/3/2,2.0,7.5,-1.7
1987/3/3,5.0,12.0,-1.2
1987/3/4,6.7,10.9,1.1
1987/3/5,11.1,16.7,4.3
1987/3/6,13.6,19.6,8.4
1987/3/7,4.4,8.4,2.4
1987/3/8,6.6,9.9,3.3
1987/3/9,5.8,8.9,3.6
1987/3/10,4.6,8.4,0.4
1987/3/11,5.8,10.0,2.2
1987/3/12,7.8,12.5,2.4
1987/3/13,8.6,10.4,5.8
1987/3/14,9.7,12.0,6.7
1987/3/15,7.4,12.0,2.4
1987/3/16,8.1,12.7,2.1
1987/3/17,7.2,8.8,6.1
1987/3/18,11.0,16.5,6.8
1987/3/19,8.9,12.5,5.6
1987/3/20,12.2,16.5,8.5
1987/3/21,11.7,18.1,5.5
1987/3/22,14.2,19.9,10.3
1987/3/23,13.7,14.6,12.9
1987/3/24,13.8,18.0,11.2
1987/3/25,6.7,11.6,2.5
1987/3/26,5.0,10.6,0.6
1987/3/27,6.1,11.7,-0.1
1987/3/28,8.0,12.0,2.4
1987/3/29,8.4,10.6,6.6
1987/3/30,9.0,10.2,7.0
1987/3/31,7.6,11.2,3.5
1987/4/1,5.0,9.2,0.5
1987/4/2,6.3,10.2,2.8
1987/4/3,10.9,15.6,7.5
1987/4/4,11.0,16.5,4.4
1987/4/5,13.6,20.9,6.5
1987/4/6,12.1,14.8,10.6
1987/4/7,12.6,14.0,11.5
1987/4/8,16.1,22.3,10.4
1987/4/9,13.1,14.3,12.1
1987/4/10,16.2,22.0,12.8
1987/4/11,12.7,17.8,8.6
1987/4/12,9.0,13.1,5.9
1987/4/13,7.3,12.7,2.8
1987/4/14,8.2,13.0,1.4
1987/4/15,11.9,17.0,6.8
1987/4/16,13.4,19.6,6.6
1987/4/17,14.6,20.7,9.3
1987/4/18,15.6,20.5,11.1
1987/4/19,16.8,22.5,11.0
1987/4/20,17.9,23.6,11.9
1987/4/21,17.3,20.0,15.1
1987/4/22,15.3,18.4,13.2
1987/4/23,16.6,22.7,10.5
1987/4/24,16.2,20.5,12.1
1987/4/25,11.6,15.4,9.5
1987/4/26,11.2,15.0,9.0
1987/4/27,11.0,16.6,6.0
1987/4/28,13.9,19.8,7.7
1987/4/29,15.8,22.7,9.4
1987/4/30,16.7,22.6,10.8
1987/5/1,16.9,19.7,14.4
