ダウンロードした時刻：2017/07/24 15:41:51

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,7.0,11.1,3.5
2003/1/2,4.7,7.6,2.0
2003/1/3,6.6,10.1,3.5
2003/1/4,5.8,8.6,2.5
2003/1/5,2.0,4.8,-0.6
2003/1/6,2.0,6.5,-1.0
2003/1/7,3.7,8.9,0.3
2003/1/8,5.1,11.5,-0.3
2003/1/9,5.7,12.0,-1.3
2003/1/10,8.0,12.7,4.3
2003/1/11,8.0,13.2,4.1
2003/1/12,7.6,12.7,3.6
2003/1/13,7.3,12.6,1.8
2003/1/14,8.2,13.6,4.7
2003/1/15,3.4,6.9,0.3
2003/1/16,3.6,8.7,-1.7
2003/1/17,8.0,13.2,2.8
2003/1/18,7.9,12.2,5.0
2003/1/19,5.2,9.0,2.7
2003/1/20,6.1,11.2,1.4
2003/1/21,5.3,9.1,2.9
2003/1/22,4.2,7.6,0.5
2003/1/23,6.4,10.0,3.8
2003/1/24,4.7,8.8,1.7
2003/1/25,4.9,10.0,1.3
2003/1/26,6.4,10.3,1.8
2003/1/27,10.0,15.8,7.1
2003/1/28,6.3,10.9,3.1
2003/1/29,0.8,4.5,-2.8
2003/1/30,1.0,5.4,-2.7
2003/1/31,3.5,7.9,0.4
2003/2/1,4.3,8.5,1.2
2003/2/2,3.6,5.8,2.3
2003/2/3,4.8,10.2,1.1
2003/2/4,4.7,9.8,0.3
2003/2/5,5.2,10.2,0.3
2003/2/6,5.1,9.9,2.1
2003/2/7,6.4,12.4,1.5
2003/2/8,8.6,13.2,2.6
2003/2/9,12.6,18.4,8.3
2003/2/10,11.8,13.9,10.2
2003/2/11,11.0,14.4,7.8
2003/2/12,7.7,11.4,4.4
2003/2/13,5.8,10.5,2.4
2003/2/14,6.4,10.8,3.1
2003/2/15,7.7,12.7,2.2
2003/2/16,7.6,9.1,6.2
2003/2/17,8.3,14.5,4.1
2003/2/18,7.2,12.7,4.0
2003/2/19,6.0,11.0,2.4
2003/2/20,6.9,14.1,1.8
2003/2/21,6.8,12.8,2.6
2003/2/22,7.7,12.2,5.1
2003/2/23,8.0,10.2,6.5
2003/2/24,6.4,9.8,3.6
2003/2/25,7.5,13.4,2.9
2003/2/26,7.5,13.7,1.2
2003/2/27,8.3,13.5,4.2
2003/2/28,7.7,12.5,3.1
2003/3/1,10.2,17.2,6.7
2003/3/2,11.1,15.6,7.3
2003/3/3,9.7,13.8,5.8
2003/3/4,4.2,8.1,0.8
2003/3/5,4.8,10.8,-0.1
2003/3/6,7.4,11.3,4.4
2003/3/7,9.9,13.1,7.1
2003/3/8,7.9,12.8,5.4
2003/3/9,7.0,12.6,3.5
2003/3/10,6.2,11.3,2.3
2003/3/11,4.9,10.6,0.8
2003/3/12,5.8,12.5,1.3
2003/3/13,6.9,13.6,1.4
2003/3/14,7.6,13.3,2.6
2003/3/15,7.4,10.0,5.2
2003/3/16,8.2,12.7,4.2
2003/3/17,10.6,15.5,7.2
2003/3/18,9.4,16.3,5.0
2003/3/19,7.7,13.2,2.7
2003/3/20,8.9,14.7,4.2
2003/3/21,8.1,12.9,3.1
2003/3/22,8.4,11.4,6.3
2003/3/23,9.9,15.4,4.5
2003/3/24,12.0,18.1,6.0
2003/3/25,12.4,16.2,10.6
2003/3/26,13.4,19.4,8.9
2003/3/27,14.2,19.3,7.2
2003/3/28,13.0,17.7,8.9
2003/3/29,11.4,16.8,7.4
2003/3/30,10.6,16.0,4.2
2003/3/31,14.3,19.5,7.7
2003/4/1,14.8,18.2,11.3
2003/4/2,12.7,15.4,10.4
2003/4/3,13.4,17.5,9.7
2003/4/4,11.5,15.8,6.6
2003/4/5,9.4,11.9,8.0
2003/4/6,11.9,18.0,6.6
2003/4/7,14.3,21.0,7.1
2003/4/8,15.5,18.2,13.2
2003/4/9,13.2,17.9,8.7
2003/4/10,10.7,15.3,6.2
2003/4/11,11.5,15.4,7.7
2003/4/12,14.7,16.7,11.4
2003/4/13,18.2,22.7,13.8
2003/4/14,15.3,19.7,10.9
2003/4/15,12.3,14.1,10.6
2003/4/16,15.7,20.5,11.6
2003/4/17,17.2,22.3,12.1
2003/4/18,18.4,24.1,13.8
2003/4/19,18.8,23.3,14.8
2003/4/20,18.9,21.1,17.1
2003/4/21,16.9,21.3,10.2
2003/4/22,13.9,18.0,9.3
2003/4/23,13.9,15.2,12.6
2003/4/24,18.4,22.6,14.6
2003/4/25,18.4,20.4,17.3
2003/4/26,19.7,24.1,13.7
2003/4/27,16.4,20.6,12.8
2003/4/28,17.0,22.4,12.3
2003/4/29,18.4,23.4,13.4
2003/4/30,16.8,20.2,12.3
2003/5/1,14.8,19.3,10.3
