ダウンロードした時刻：2017/07/24 15:42:13

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,5.2,9.8,1.4
1990/1/2,7.3,12.6,0.9
1990/1/3,5.3,10.3,0.4
1990/1/4,4.0,8.0,0.1
1990/1/5,4.2,11.2,-1.5
1990/1/6,8.0,16.7,1.5
1990/1/7,5.1,9.5,0.4
1990/1/8,5.1,11.7,-1.3
1990/1/9,8.2,13.1,1.8
1990/1/10,13.5,20.6,7.3
1990/1/11,10.0,14.4,6.0
1990/1/12,9.7,13.2,5.3
1990/1/13,8.1,11.8,1.1
1990/1/14,5.0,11.9,-0.6
1990/1/15,5.9,10.4,0.3
1990/1/16,3.4,7.5,0.8
1990/1/17,6.1,12.4,1.1
1990/1/18,8.7,16.2,2.5
1990/1/19,10.2,14.2,6.8
1990/1/20,5.3,9.1,1.3
1990/1/21,4.4,10.0,-0.7
1990/1/22,6.8,11.9,0.4
1990/1/23,5.1,7.9,1.4
1990/1/24,2.8,7.2,0.2
1990/1/25,2.0,5.8,-0.9
1990/1/26,2.4,7.3,-2.3
1990/1/27,2.8,8.0,-1.0
1990/1/28,4.7,9.8,-2.1
1990/1/29,9.3,12.7,6.0
1990/1/30,8.7,12.9,5.7
1990/1/31,5.6,6.4,4.6
1990/2/1,5.8,7.1,3.7
1990/2/2,5.6,10.8,0.6
1990/2/3,7.1,8.6,3.4
1990/2/4,7.2,10.7,5.1
1990/2/5,7.5,13.6,2.8
1990/2/6,7.2,11.6,2.0
1990/2/7,9.2,13.3,5.4
1990/2/8,7.7,11.9,2.1
1990/2/9,7.6,13.6,2.9
1990/2/10,8.0,12.2,1.4
1990/2/11,13.3,17.7,8.8
1990/2/12,9.8,14.9,4.1
1990/2/13,6.8,11.8,1.4
1990/2/14,6.5,8.9,2.6
1990/2/15,10.1,13.0,7.9
1990/2/16,9.0,13.0,5.5
1990/2/17,8.0,14.9,2.1
1990/2/18,10.1,15.5,4.1
1990/2/19,12.8,15.3,10.2
1990/2/20,14.1,19.1,7.2
1990/2/21,10.9,16.0,5.0
1990/2/22,12.9,16.7,7.2
1990/2/23,12.4,13.1,11.4
1990/2/24,14.5,20.6,9.1
1990/2/25,11.8,13.8,8.7
1990/2/26,10.8,13.2,9.6
1990/2/27,8.8,12.4,3.6
1990/2/28,8.1,12.7,0.7
1990/3/1,9.9,10.8,9.2
1990/3/2,10.9,12.5,10.0
1990/3/3,10.2,11.3,9.7
1990/3/4,10.1,15.9,4.9
1990/3/5,8.8,14.7,3.7
1990/3/6,9.1,14.3,4.9
1990/3/7,8.6,16.5,3.4
1990/3/8,5.6,10.5,1.6
1990/3/9,6.9,13.9,-0.2
1990/3/10,10.1,17.5,3.1
1990/3/11,12.7,17.5,4.9
1990/3/12,12.6,20.8,6.1
1990/3/13,7.9,14.4,3.2
1990/3/14,9.4,14.4,1.6
1990/3/15,14.1,21.3,9.2
1990/3/16,10.5,16.5,5.0
1990/3/17,9.7,14.9,5.0
1990/3/18,10.5,16.8,4.5
1990/3/19,10.8,16.7,6.4
1990/3/20,11.7,18.7,5.3
1990/3/21,11.8,19.4,5.6
1990/3/22,10.5,15.9,4.0
1990/3/23,13.0,17.8,7.0
1990/3/24,17.0,24.0,11.3
1990/3/25,10.9,16.1,4.6
1990/3/26,9.9,17.8,2.4
1990/3/27,10.0,15.1,2.5
1990/3/28,10.9,15.0,9.4
1990/3/29,12.6,14.8,10.0
1990/3/30,11.1,11.7,10.6
1990/3/31,12.9,13.9,11.2
1990/4/1,15.6,20.6,10.0
1990/4/2,16.5,24.5,10.8
1990/4/3,16.0,21.5,9.2
1990/4/4,14.7,18.5,11.6
1990/4/5,8.7,12.4,4.5
1990/4/6,11.5,18.8,3.2
1990/4/7,11.7,14.8,7.0
1990/4/8,14.7,19.3,8.3
1990/4/9,13.1,19.3,6.6
1990/4/10,15.4,21.0,10.2
1990/4/11,16.0,21.2,10.3
1990/4/12,16.4,20.4,11.5
1990/4/13,16.9,18.9,15.3
1990/4/14,16.7,19.8,12.9
1990/4/15,14.6,20.4,9.0
1990/4/16,11.8,17.5,7.0
1990/4/17,11.1,16.3,7.6
1990/4/18,11.2,16.9,5.5
1990/4/19,11.1,16.6,4.0
1990/4/20,12.7,17.1,8.4
1990/4/21,13.6,16.6,10.5
1990/4/22,15.4,18.7,11.6
1990/4/23,17.1,24.6,11.0
1990/4/24,13.8,20.5,7.7
1990/4/25,12.0,18.3,4.9
1990/4/26,15.1,21.0,8.6
1990/4/27,16.8,21.5,11.8
1990/4/28,17.4,22.5,11.2
1990/4/29,16.9,24.8,11.1
1990/4/30,14.8,23.2,7.2
1990/5/1,16.3,22.8,8.5
