ダウンロードした時刻：2017/07/24 15:41:25

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,9.6,14.0,4.3
1989/1/2,8.7,12.3,3.1
1989/1/3,8.6,12.7,4.1
1989/1/4,6.4,8.6,3.2
1989/1/5,4.9,7.8,1.5
1989/1/6,6.3,10.7,1.3
1989/1/7,10.8,13.4,4.9
1989/1/8,10.6,13.4,6.9
1989/1/9,11.4,12.6,9.9
1989/1/10,11.4,12.5,10.2
1989/1/11,11.1,12.8,9.9
1989/1/12,11.1,12.6,9.6
1989/1/13,8.1,9.8,6.9
1989/1/14,6.9,8.1,6.0
1989/1/15,5.4,6.7,3.5
1989/1/16,5.9,8.3,3.0
1989/1/17,7.0,10.1,1.2
1989/1/18,11.3,13.4,9.3
1989/1/19,14.0,17.7,8.4
1989/1/20,16.6,18.6,12.6
1989/1/21,11.0,13.2,6.3
1989/1/22,7.6,9.6,4.0
1989/1/23,10.4,15.2,6.2
1989/1/24,7.7,12.8,4.6
1989/1/25,7.1,9.0,3.3
1989/1/26,6.9,9.3,5.4
1989/1/27,10.0,16.5,4.9
1989/1/28,2.7,6.1,-1.0
1989/1/29,3.6,8.5,-1.5
1989/1/30,7.1,10.1,2.1
1989/1/31,10.6,15.1,3.0
1989/2/1,9.5,13.8,5.9
1989/2/2,5.7,7.3,2.1
1989/2/3,3.7,7.6,0.4
1989/2/4,4.0,7.6,0.3
1989/2/5,5.4,9.3,1.2
1989/2/6,6.8,11.1,3.1
1989/2/7,7.5,10.6,3.5
1989/2/8,10.7,14.2,4.4
1989/2/9,11.0,15.1,8.2
1989/2/10,7.6,8.8,5.4
1989/2/11,5.2,8.2,1.6
1989/2/12,7.0,9.3,5.1
1989/2/13,5.9,8.0,3.0
1989/2/14,6.8,10.4,1.2
1989/2/15,9.3,12.9,1.5
1989/2/16,14.5,17.0,11.9
1989/2/17,11.0,15.0,8.1
1989/2/18,7.7,9.2,6.4
1989/2/19,8.3,9.9,6.4
1989/2/20,11.4,14.0,4.2
1989/2/21,9.3,13.4,6.1
1989/2/22,6.8,7.7,5.7
1989/2/23,5.2,6.7,4.4
1989/2/24,7.2,9.1,4.3
1989/2/25,8.2,9.2,6.7
1989/2/26,7.4,10.0,4.4
1989/2/27,7.4,10.4,2.5
1989/2/28,13.5,15.5,8.2
1989/3/1,13.3,15.9,8.6
1989/3/2,7.9,9.3,6.6
1989/3/3,11.1,14.1,8.0
1989/3/4,15.7,19.0,9.0
1989/3/5,8.5,17.0,6.7
1989/3/6,7.9,9.8,5.7
1989/3/7,6.4,8.6,3.5
1989/3/8,5.1,7.1,1.9
1989/3/9,6.0,7.6,4.2
1989/3/10,7.4,10.6,2.3
1989/3/11,9.1,12.9,4.2
1989/3/12,10.4,13.6,5.2
1989/3/13,13.5,17.0,11.1
1989/3/14,11.8,15.4,9.1
1989/3/15,11.2,15.1,7.7
1989/3/16,8.5,11.3,4.7
1989/3/17,6.6,10.1,2.8
1989/3/18,6.9,11.7,1.8
1989/3/19,7.1,10.9,2.3
1989/3/20,8.7,13.5,3.5
1989/3/21,8.3,9.2,6.0
1989/3/22,7.9,8.9,6.6
1989/3/23,8.5,10.7,6.4
1989/3/24,10.2,12.9,8.1
1989/3/25,12.7,18.0,8.8
1989/3/26,9.9,12.2,5.5
1989/3/27,11.9,14.1,9.0
1989/3/28,8.6,9.9,7.5
1989/3/29,10.6,12.8,7.2
1989/3/30,10.8,13.4,5.6
1989/3/31,14.1,17.7,10.9
1989/4/1,15.2,18.7,11.9
1989/4/2,13.1,15.7,9.3
1989/4/3,13.9,16.9,12.5
1989/4/4,13.2,15.1,10.1
1989/4/5,11.1,13.9,9.2
1989/4/6,12.5,14.4,9.5
1989/4/7,13.7,17.0,8.7
1989/4/8,16.4,19.0,13.6
1989/4/9,16.0,18.2,14.3
1989/4/10,14.5,16.9,12.5
1989/4/11,13.7,17.6,10.9
1989/4/12,10.6,13.7,7.5
1989/4/13,14.3,20.9,7.9
1989/4/14,15.5,20.2,10.0
1989/4/15,16.7,19.2,15.0
1989/4/16,17.0,19.2,15.6
1989/4/17,16.8,21.4,13.9
1989/4/18,15.7,19.6,10.6
1989/4/19,16.4,18.6,14.5
1989/4/20,17.1,20.9,14.2
1989/4/21,14.1,16.0,13.0
1989/4/22,16.0,18.6,13.0
1989/4/23,16.3,18.9,14.6
1989/4/24,14.4,18.0,12.4
1989/4/25,13.6,17.1,11.3
1989/4/26,14.0,16.9,9.9
1989/4/27,16.1,20.2,11.6
1989/4/28,12.0,14.9,6.6
1989/4/29,11.6,15.8,5.5
1989/4/30,15.7,20.1,10.0
1989/5/1,16.3,19.2,13.6
