ダウンロードした時刻：2017/07/24 15:42:41

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,6.5,8.2,4.3
2006/1/2,6.8,9.7,4.4
2006/1/3,7.0,9.2,4.1
2006/1/4,6.3,8.7,4.8
2006/1/5,2.8,6.5,0.8
2006/1/6,2.9,4.9,1.4
2006/1/7,3.3,6.9,0.0
2006/1/8,4.6,8.6,0.6
2006/1/9,4.9,7.7,2.9
2006/1/10,5.8,9.8,2.1
2006/1/11,7.2,11.4,3.0
2006/1/12,5.7,10.3,2.2
2006/1/13,6.7,9.2,4.1
2006/1/14,11.9,16.9,6.0
2006/1/15,11.7,13.3,9.9
2006/1/16,9.9,13.2,8.1
2006/1/17,8.6,10.7,6.2
2006/1/18,6.2,8.1,5.0
2006/1/19,5.7,8.2,3.7
2006/1/20,5.1,7.0,3.7
2006/1/21,3.5,6.3,2.3
2006/1/22,5.5,9.6,2.8
2006/1/23,3.5,7.7,-2.3
2006/1/24,4.3,10.3,-2.5
2006/1/25,5.6,11.0,1.0
2006/1/26,5.5,10.8,-0.7
2006/1/27,6.2,10.4,2.9
2006/1/28,6.4,10.9,1.6
2006/1/29,6.7,10.7,3.1
2006/1/30,12.8,16.4,9.6
2006/1/31,9.2,12.7,6.8
2006/2/1,7.8,10.2,6.8
2006/2/2,9.5,12.9,5.1
2006/2/3,8.3,10.8,3.1
2006/2/4,1.7,5.0,-0.9
2006/2/5,3.2,7.6,-2.3
2006/2/6,4.7,7.0,1.7
2006/2/7,7.5,12.9,3.9
2006/2/8,7.4,10.6,5.4
2006/2/9,4.1,9.2,-0.7
2006/2/10,6.7,10.6,-0.1
2006/2/11,9.1,12.0,6.0
2006/2/12,5.8,8.6,2.7
2006/2/13,6.6,10.7,-0.5
2006/2/14,12.3,15.6,6.9
2006/2/15,14.6,17.0,12.5
2006/2/16,8.4,12.5,7.1
2006/2/17,7.9,11.0,4.1
2006/2/18,5.0,7.3,3.2
2006/2/19,7.2,9.7,5.3
2006/2/20,7.0,8.5,5.5
2006/2/21,8.2,10.7,5.8
2006/2/22,10.7,15.2,6.9
2006/2/23,11.0,15.1,7.7
2006/2/24,7.0,9.6,5.3
2006/2/25,8.7,12.0,5.6
2006/2/26,12.7,17.2,8.3
2006/2/27,11.0,13.3,8.6
2006/2/28,6.1,8.6,5.1
2006/3/1,7.7,11.4,5.0
2006/3/2,9.6,12.5,7.3
2006/3/3,7.0,11.5,3.4
2006/3/4,5.9,10.9,2.7
2006/3/5,10.4,13.8,2.2
2006/3/6,12.6,15.9,10.4
2006/3/7,9.7,11.8,4.8
2006/3/8,13.3,19.5,4.3
2006/3/9,9.7,12.0,8.0
2006/3/10,8.0,9.9,6.5
2006/3/11,12.6,16.4,8.2
2006/3/12,13.8,16.2,10.5
2006/3/13,6.8,10.5,2.7
2006/3/14,5.8,9.5,2.7
2006/3/15,7.3,12.3,-0.6
2006/3/16,13.5,18.4,9.9
2006/3/17,13.1,18.6,9.8
2006/3/18,12.0,17.6,6.6
2006/3/19,10.5,14.7,5.7
2006/3/20,7.4,12.5,3.1
2006/3/21,9.6,15.1,1.7
2006/3/22,10.1,13.4,4.2
2006/3/23,9.9,13.4,7.8
2006/3/24,11.1,13.8,8.8
2006/3/25,10.7,14.7,7.7
2006/3/26,13.1,17.0,8.4
2006/3/27,12.4,16.0,8.7
2006/3/28,12.2,18.5,8.2
2006/3/29,9.3,12.6,6.1
2006/3/30,7.6,12.4,1.0
2006/3/31,6.5,12.9,-0.7
2006/4/1,10.4,14.3,6.4
2006/4/2,13.5,15.8,9.9
2006/4/3,14.3,21.7,8.2
2006/4/4,13.7,19.5,6.7
2006/4/5,11.1,13.3,9.2
2006/4/6,11.0,15.9,8.6
2006/4/7,10.9,14.9,7.1
2006/4/8,12.7,17.9,6.0
2006/4/9,12.8,17.5,7.3
2006/4/10,11.5,13.8,10.3
2006/4/11,13.2,15.4,10.3
2006/4/12,15.1,19.3,13.0
2006/4/13,16.1,20.2,12.8
2006/4/14,13.7,17.9,10.1
2006/4/15,10.2,13.6,8.3
2006/4/16,9.5,13.5,7.2
2006/4/17,12.6,17.4,9.4
2006/4/18,14.7,19.7,8.0
2006/4/19,16.8,20.9,14.1
2006/4/20,15.5,18.7,12.8
2006/4/21,12.4,15.7,8.6
2006/4/22,11.9,15.8,6.0
2006/4/23,13.1,14.1,12.1
2006/4/24,16.1,20.4,11.4
2006/4/25,13.2,18.6,10.9
2006/4/26,13.7,17.4,10.3
2006/4/27,12.7,15.2,11.2
2006/4/28,15.2,19.5,11.5
2006/4/29,14.6,18.9,11.4
2006/4/30,17.0,21.7,10.7
2006/5/1,19.0,20.0,18.2
