ダウンロードした時刻：2017/07/24 15:47:53

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,6.9,14.3,1.3
2016/1/2,10.1,16.4,3.1
2016/1/3,13.6,17.6,11.1
2016/1/4,14.1,20.5,8.7
2016/1/5,12.0,15.5,8.9
2016/1/6,9.6,10.6,7.6
2016/1/7,9.4,14.1,6.1
2016/1/8,9.2,14.6,5.3
2016/1/9,7.7,12.5,4.7
2016/1/10,8.2,13.1,3.4
2016/1/11,8.2,10.2,7.0
2016/1/12,8.7,13.7,5.6
2016/1/13,7.2,12.6,3.2
2016/1/14,6.8,11.8,2.0
2016/1/15,6.7,12.0,1.9
2016/1/16,5.9,12.5,-0.2
2016/1/17,7.6,13.6,1.9
2016/1/18,10.5,14.3,4.1
2016/1/19,4.2,7.9,2.2
2016/1/20,4.2,9.2,1.6
2016/1/21,4.3,7.8,0.7
2016/1/22,7.1,11.9,3.3
2016/1/23,6.8,12.9,2.3
2016/1/24,0.3,3.8,-2.9
2016/1/25,2.1,8.4,-3.5
2016/1/26,4.9,12.5,-1.4
2016/1/27,6.6,12.2,0.9
2016/1/28,10.6,17.2,5.2
2016/1/29,13.9,16.8,10.8
2016/1/30,14.0,16.0,9.4
2016/1/31,10.7,16.9,5.9
2016/2/1,8.4,9.7,6.9
2016/2/2,7.3,12.9,4.1
2016/2/3,7.1,14.3,1.6
2016/2/4,8.6,15.4,2.9
2016/2/5,8.6,14.0,4.9
2016/2/6,6.9,11.5,3.2
2016/2/7,5.7,11.5,-0.4
2016/2/8,7.3,13.7,0.6
2016/2/9,11.2,16.1,7.3
2016/2/10,8.3,14.3,1.1
2016/2/11,9.6,16.4,2.6
2016/2/12,12.7,16.8,8.4
2016/2/13,16.8,22.4,13.1
2016/2/14,14.6,20.0,8.1
2016/2/15,5.9,9.2,2.7
2016/2/16,5.9,11.4,1.6
2016/2/17,8.2,13.3,3.4
2016/2/18,8.1,13.1,2.9
2016/2/19,10.6,18.2,3.1
2016/2/20,11.8,17.2,9.2
2016/2/21,9.4,13.8,6.0
2016/2/22,7.5,11.0,4.1
2016/2/23,9.4,11.6,7.2
2016/2/24,9.1,14.9,4.6
2016/2/25,7.4,14.2,3.0
2016/2/26,7.2,13.0,3.3
2016/2/27,10.2,17.9,3.1
2016/2/28,11.6,17.9,5.1
2016/2/29,9.3,13.6,3.4
2016/3/1,4.6,10.9,-0.5
2016/3/2,7.5,14.1,0.4
2016/3/3,10.1,17.2,3.3
2016/3/4,12.8,19.6,6.5
2016/3/5,14.6,21.0,8.7
2016/3/6,16.1,18.8,12.7
2016/3/7,17.7,22.5,13.4
2016/3/8,16.6,21.3,12.2
2016/3/9,13.4,16.3,9.6
2016/3/10,10.7,13.4,7.8
2016/3/11,10.3,15.4,6.6
2016/3/12,9.0,13.8,4.6
2016/3/13,9.6,14.8,4.8
2016/3/14,10.1,14.0,6.0
2016/3/15,8.5,14.6,2.0
2016/3/16,11.3,17.6,5.7
2016/3/17,13.5,19.6,6.4
2016/3/18,14.3,16.8,11.2
2016/3/19,18.4,23.5,14.2
2016/3/20,14.4,18.4,9.4
2016/3/21,12.4,16.6,7.5
2016/3/22,13.6,20.8,5.6
2016/3/23,13.7,18.0,10.5
2016/3/24,12.2,15.2,9.0
2016/3/25,10.0,13.9,5.9
2016/3/26,9.7,14.5,4.1
2016/3/27,10.6,16.9,5.3
2016/3/28,11.3,18.5,3.7
2016/3/29,13.5,19.9,6.7
2016/3/30,15.1,20.6,11.8
2016/3/31,13.7,15.1,12.2
2016/4/1,16.9,20.6,13.6
2016/4/2,18.3,20.6,15.8
2016/4/3,18.7,21.1,16.1
2016/4/4,18.8,23.1,16.1
2016/4/5,17.0,19.6,13.8
2016/4/6,16.6,19.4,13.2
2016/4/7,21.3,26.3,15.3
2016/4/8,18.2,21.0,15.6
2016/4/9,17.1,19.9,14.1
2016/4/10,15.9,18.4,14.6
2016/4/11,16.6,20.1,14.6
2016/4/12,15.1,19.1,11.7
2016/4/13,15.6,17.8,12.1
2016/4/14,19.7,23.7,15.2
2016/4/15,17.2,22.3,12.1
2016/4/16,17.0,21.4,10.5
2016/4/17,20.4,26.0,14.8
2016/4/18,13.8,15.0,11.6
2016/4/19,15.3,21.9,7.5
2016/4/20,16.8,22.5,10.1
2016/4/21,19.0,25.2,15.1
2016/4/22,20.0,24.4,16.0
2016/4/23,16.0,21.0,13.4
2016/4/24,15.0,16.3,13.5
2016/4/25,16.5,17.7,15.0
2016/4/26,18.8,20.7,17.3
2016/4/27,19.1,20.6,17.6
2016/4/28,20.1,25.0,15.8
2016/4/29,17.5,21.9,13.5
2016/4/30,18.3,24.8,10.5
2016/5/1,20.8,26.8,13.9
