ダウンロードした時刻：2017/07/24 15:39:48

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,1.2,5.2,-0.2
1989/1/2,-0.3,7.9,-5.8
1989/1/3,0.2,6.7,-5.6
1989/1/4,-0.8,1.6,-2.7
1989/1/5,-2.0,3.2,-6.6
1989/1/6,-2.4,6.1,-9.3
1989/1/7,3.1,9.7,-1.2
1989/1/8,4.2,6.6,2.6
1989/1/9,4.8,7.2,3.0
1989/1/10,6.4,11.2,3.5
1989/1/11,6.9,12.4,3.4
1989/1/12,4.2,6.1,1.3
1989/1/13,0.0,2.8,-3.4
1989/1/14,-0.4,4.6,-3.6
1989/1/15,-1.3,3.0,-3.9
1989/1/16,-0.4,5.9,-5.7
1989/1/17,0.5,7.7,-3.7
1989/1/18,2.2,10.4,-3.6
1989/1/19,4.3,6.8,1.0
1989/1/20,7.8,13.1,6.1
1989/1/21,3.2,6.4,0.9
1989/1/22,1.4,5.5,-1.0
1989/1/23,1.0,2.1,-0.9
1989/1/24,1.2,4.6,-1.1
1989/1/25,0.6,5.6,-3.2
1989/1/26,0.7,7.0,-4.3
1989/1/27,1.0,5.6,-3.4
1989/1/28,-5.2,-3.4,-6.6
1989/1/29,-3.2,0.6,-8.3
1989/1/30,-1.6,6.2,-9.0
1989/1/31,3.4,10.4,-3.6
1989/2/1,1.7,4.7,-1.2
1989/2/2,-2.0,2.7,-4.2
1989/2/3,-3.3,-1.9,-4.9
1989/2/4,-1.8,1.3,-4.7
1989/2/5,-1.2,5.0,-4.9
1989/2/6,0.5,8.1,-5.8
1989/2/7,1.4,9.2,-3.0
1989/2/8,1.3,4.0,-2.5
1989/2/9,4.4,8.7,2.1
1989/2/10,0.3,3.5,-2.7
1989/2/11,-2.1,2.8,-4.9
1989/2/12,-0.7,4.5,-4.4
1989/2/13,-0.7,4.8,-5.4
1989/2/14,0.1,6.5,-4.3
1989/2/15,2.1,10.0,-6.8
1989/2/16,4.9,6.9,2.8
1989/2/17,5.4,6.7,3.9
1989/2/18,3.2,5.3,1.6
1989/2/19,2.1,7.3,-1.8
1989/2/20,2.9,9.4,-3.4
1989/2/21,2.9,4.3,0.7
1989/2/22,1.0,6.2,-2.2
1989/2/23,2.4,9.4,-4.4
1989/2/24,2.3,3.8,0.3
1989/2/25,5.1,11.4,2.8
1989/2/26,1.1,4.4,-2.6
1989/2/27,1.3,11.5,-5.3
1989/2/28,6.4,11.7,-0.2
1989/3/1,5.5,10.2,0.6
1989/3/2,5.8,15.7,-2.0
1989/3/3,6.7,11.6,0.4
1989/3/4,8.7,14.1,2.6
1989/3/5,1.9,4.2,0.0
1989/3/6,2.4,8.8,-3.0
1989/3/7,1.7,7.1,-0.5
1989/3/8,-0.2,4.9,-2.9
1989/3/9,-0.2,6.6,-6.6
1989/3/10,2.0,8.9,-3.3
1989/3/11,2.2,10.8,-4.6
1989/3/12,4.7,13.3,-3.2
1989/3/13,5.3,7.3,2.2
1989/3/14,7.9,14.5,3.4
1989/3/15,4.1,10.4,-1.1
1989/3/16,3.3,8.0,0.3
1989/3/17,-0.4,3.4,-2.8
1989/3/18,-0.3,3.4,-3.2
1989/3/19,0.9,6.6,-5.5
1989/3/20,1.4,6.9,-4.6
1989/3/21,3.6,9.2,-0.5
1989/3/22,3.0,7.8,-0.1
1989/3/23,3.7,9.3,0.6
1989/3/24,4.5,10.5,-0.1
1989/3/25,4.5,8.6,1.7
1989/3/26,4.4,13.5,-2.4
1989/3/27,2.7,6.7,-0.5
1989/3/28,3.9,8.1,1.7
1989/3/29,3.0,9.2,-1.8
1989/3/30,5.3,14.5,-4.0
1989/3/31,7.4,10.9,3.5
1989/4/1,7.9,17.3,1.5
1989/4/2,7.8,19.2,-2.4
1989/4/3,9.8,16.2,4.2
1989/4/4,6.7,14.1,0.5
1989/4/5,7.4,19.3,-2.4
1989/4/6,8.0,18.3,0.6
1989/4/7,9.7,20.0,-0.9
1989/4/8,8.4,9.8,5.9
1989/4/9,11.0,17.9,6.3
1989/4/10,10.3,15.5,4.8
1989/4/11,6.8,10.8,2.6
1989/4/12,5.9,10.9,2.8
1989/4/13,9.6,18.0,2.6
1989/4/14,10.9,21.3,-0.3
1989/4/15,11.4,14.3,8.0
1989/4/16,13.0,19.8,8.9
1989/4/17,7.3,11.1,2.5
1989/4/18,9.9,20.3,1.5
1989/4/19,11.6,22.4,2.3
1989/4/20,12.1,23.9,1.9
1989/4/21,13.6,25.3,2.2
1989/4/22,14.0,22.2,6.3
1989/4/23,11.7,12.9,9.6
1989/4/24,10.3,14.1,7.4
1989/4/25,7.6,13.2,2.4
1989/4/26,8.9,19.9,0.4
1989/4/27,9.8,18.3,2.8
1989/4/28,3.9,6.8,-0.1
1989/4/29,7.3,17.6,-2.3
1989/4/30,10.6,19.6,0.4
1989/5/1,10.5,13.6,7.7
