ダウンロードした時刻：2017/07/24 15:45:19

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,5.6,9.5,2.6
1996/1/2,3.5,9.8,-1.7
1996/1/3,5.6,15.7,-1.4
1996/1/4,2.9,6.2,0.6
1996/1/5,4.9,9.3,0.2
1996/1/6,7.6,11.8,3.8
1996/1/7,6.5,14.5,0.2
1996/1/8,4.8,8.8,0.3
1996/1/9,0.5,3.2,-1.8
1996/1/10,2.6,5.2,0.6
1996/1/11,3.9,9.8,-0.2
1996/1/12,4.1,9.0,-0.3
1996/1/13,3.7,12.1,-2.3
1996/1/14,6.4,13.5,-0.6
1996/1/15,10.3,15.2,6.0
1996/1/16,9.9,13.7,5.7
1996/1/17,5.3,9.1,2.4
1996/1/18,2.9,4.5,0.1
1996/1/19,2.6,5.9,-0.7
1996/1/20,4.7,9.0,0.9
1996/1/21,4.6,10.4,-0.3
1996/1/22,1.9,3.7,-1.1
1996/1/23,3.9,8.1,1.2
1996/1/24,3.3,7.2,0.1
1996/1/25,2.2,4.7,-1.4
1996/1/26,1.0,5.7,-2.8
1996/1/27,0.8,6.5,-3.6
1996/1/28,2.4,9.0,-3.8
1996/1/29,4.8,9.0,1.5
1996/1/30,2.5,7.2,-0.7
1996/1/31,1.2,5.5,-2.1
1996/2/1,1.2,4.5,-1.1
1996/2/2,-0.7,1.8,-2.4
1996/2/3,1.4,5.7,-3.0
1996/2/4,2.8,8.9,-2.1
1996/2/5,3.3,10.9,-2.7
1996/2/6,0.0,4.3,-2.1
1996/2/7,0.9,5.9,-2.3
1996/2/8,2.8,10.2,-5.0
1996/2/9,4.4,7.3,0.4
1996/2/10,0.2,4.5,-2.7
1996/2/11,2.3,9.0,-2.9
1996/2/12,5.4,13.5,-2.1
1996/2/13,9.1,15.4,3.2
1996/2/14,12.7,21.3,5.5
1996/2/15,9.0,14.2,3.2
1996/2/16,4.1,11.4,-0.3
1996/2/17,0.3,1.4,-1.2
1996/2/18,1.8,5.6,-0.6
1996/2/19,0.4,4.7,-3.3
1996/2/20,0.8,7.2,-4.6
1996/2/21,0.9,6.5,-2.3
1996/2/22,0.0,5.4,-4.4
1996/2/23,1.9,7.9,-3.6
1996/2/24,1.9,8.0,-2.1
1996/2/25,2.6,8.2,-2.0
1996/2/26,4.7,9.6,1.9
1996/2/27,5.1,10.9,2.3
1996/2/28,5.1,10.6,0.2
1996/2/29,6.1,14.9,-2.1
1996/3/1,6.4,11.8,2.6
1996/3/2,3.6,8.6,1.3
1996/3/3,3.5,9.2,-0.7
1996/3/4,4.0,11.2,-2.1
1996/3/5,1.4,5.1,-1.8
1996/3/6,3.0,8.2,-1.2
1996/3/7,2.6,6.8,-2.8
1996/3/8,8.0,15.6,4.6
1996/3/9,4.7,8.1,0.7
1996/3/10,4.7,11.3,-0.4
1996/3/11,5.2,11.9,-0.4
1996/3/12,2.4,6.3,-0.6
1996/3/13,5.1,12.2,-1.4
1996/3/14,8.2,16.8,-0.1
1996/3/15,8.1,11.7,5.3
1996/3/16,9.3,15.7,2.4
1996/3/17,11.7,16.3,9.2
1996/3/18,6.9,10.5,2.7
1996/3/19,4.5,10.6,-0.8
1996/3/20,6.9,13.0,1.4
1996/3/21,10.9,17.5,2.5
1996/3/22,11.1,13.9,6.8
1996/3/23,6.2,9.5,2.3
1996/3/24,7.2,14.6,-1.5
1996/3/25,8.6,11.4,4.6
1996/3/26,8.6,15.7,3.5
1996/3/27,9.2,16.8,1.7
1996/3/28,9.8,17.1,3.6
1996/3/29,10.4,18.4,5.3
1996/3/30,14.5,19.3,10.4
1996/3/31,13.0,18.1,10.4
1996/4/1,8.4,12.1,3.4
1996/4/2,5.3,10.0,1.8
1996/4/3,4.8,10.4,0.9
1996/4/4,5.0,12.6,-1.1
1996/4/5,7.0,13.2,1.1
1996/4/6,9.3,16.2,0.9
1996/4/7,10.5,15.6,7.2
1996/4/8,10.7,16.0,5.9
1996/4/9,10.4,16.4,4.6
1996/4/10,8.6,14.7,3.1
1996/4/11,5.2,11.1,0.7
1996/4/12,4.2,9.0,0.8
1996/4/13,6.3,13.5,-0.1
1996/4/14,9.7,17.5,0.3
1996/4/15,10.6,14.8,6.9
1996/4/16,11.6,14.8,9.7
1996/4/17,13.8,21.1,6.0
1996/4/18,14.2,18.1,7.4
1996/4/19,7.8,11.7,5.9
1996/4/20,8.1,13.0,4.6
1996/4/21,7.5,13.9,2.1
1996/4/22,10.1,18.8,0.0
1996/4/23,12.8,21.5,4.2
1996/4/24,15.4,24.6,6.8
1996/4/25,17.2,27.5,7.2
1996/4/26,16.5,24.3,9.3
1996/4/27,17.8,26.0,9.3
1996/4/28,18.5,26.9,11.4
1996/4/29,18.9,28.6,10.2
1996/4/30,18.9,23.8,16.0
1996/5/1,17.9,21.2,14.3
