ダウンロードした時刻：2017/07/24 15:38:42

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,5.4,7.4,3.8
1989/1/2,5.1,9.3,2.2
1989/1/3,5.0,9.5,0.3
1989/1/4,2.6,4.7,0.9
1989/1/5,4.3,6.4,2.4
1989/1/6,4.4,8.8,1.9
1989/1/7,6.4,9.9,0.3
1989/1/8,7.6,10.1,5.4
1989/1/9,8.4,12.0,4.1
1989/1/10,9.0,12.0,6.6
1989/1/11,8.0,10.1,5.1
1989/1/12,5.9,7.6,4.3
1989/1/13,2.3,4.7,0.8
1989/1/14,1.3,3.9,-0.4
1989/1/15,0.4,1.2,-1.3
1989/1/16,2.9,5.6,-0.6
1989/1/17,4.8,6.9,1.3
1989/1/18,4.8,9.4,-1.0
1989/1/19,7.3,9.0,5.4
1989/1/20,8.8,9.9,7.9
1989/1/21,6.8,9.1,5.0
1989/1/22,3.2,5.2,1.6
1989/1/23,4.5,8.3,1.3
1989/1/24,5.7,7.5,3.0
1989/1/25,3.5,6.2,0.5
1989/1/26,6.1,10.0,0.0
1989/1/27,4.5,8.0,1.7
1989/1/28,-1.1,1.8,-3.1
1989/1/29,2.1,4.4,-0.8
1989/1/30,4.3,7.7,0.4
1989/1/31,5.2,11.4,-0.7
1989/2/1,4.1,6.9,1.9
1989/2/2,1.8,4.1,0.4
1989/2/3,0.5,1.8,-0.8
1989/2/4,3.4,5.6,-0.1
1989/2/5,4.9,6.5,3.2
1989/2/6,4.8,9.3,1.9
1989/2/7,5.4,8.6,1.2
1989/2/8,5.7,9.9,0.3
1989/2/9,6.0,7.5,4.8
1989/2/10,4.0,5.7,1.5
1989/2/11,2.4,5.6,-0.5
1989/2/12,1.6,4.7,-0.9
1989/2/13,2.6,6.8,0.9
1989/2/14,4.7,8.5,0.3
1989/2/15,5.3,11.3,-1.9
1989/2/16,7.4,9.1,5.3
1989/2/17,5.9,8.0,4.2
1989/2/18,4.9,6.3,3.5
1989/2/19,4.6,7.4,1.4
1989/2/20,6.7,13.0,-1.2
1989/2/21,5.7,8.8,4.4
1989/2/22,3.2,4.6,1.9
1989/2/23,2.5,5.6,0.3
1989/2/24,3.2,5.2,1.3
1989/2/25,3.2,5.2,0.4
1989/2/26,4.2,5.6,3.0
1989/2/27,4.8,8.7,1.1
1989/2/28,10.7,16.9,3.2
1989/3/1,7.2,10.2,4.3
1989/3/2,5.6,8.2,0.6
1989/3/3,10.4,14.4,5.1
1989/3/4,10.9,18.5,5.4
1989/3/5,4.5,6.1,2.6
1989/3/6,3.9,7.1,1.4
1989/3/7,4.7,6.0,2.0
1989/3/8,3.7,5.0,2.0
1989/3/9,3.6,7.7,0.2
1989/3/10,4.9,9.5,1.2
1989/3/11,8.0,12.9,2.2
1989/3/12,7.9,11.9,5.0
1989/3/13,10.5,17.3,4.9
1989/3/14,10.0,13.1,8.2
1989/3/15,7.7,9.8,5.6
1989/3/16,5.8,9.1,3.3
1989/3/17,3.6,5.7,1.7
1989/3/18,4.9,6.8,2.6
1989/3/19,6.1,8.5,4.6
1989/3/20,6.1,8.2,3.4
1989/3/21,6.2,10.1,3.6
1989/3/22,6.2,9.2,4.0
1989/3/23,6.4,9.7,4.6
1989/3/24,8.0,13.1,2.9
1989/3/25,7.2,10.5,5.4
1989/3/26,7.4,9.9,5.3
1989/3/27,8.5,12.8,3.3
1989/3/28,7.5,10.3,6.4
1989/3/29,7.0,11.5,3.7
1989/3/30,8.7,14.4,2.0
1989/3/31,11.9,16.6,7.4
1989/4/1,11.2,18.0,7.7
1989/4/2,10.0,14.6,6.0
1989/4/3,13.0,21.9,7.6
1989/4/4,8.4,11.8,4.6
1989/4/5,7.1,12.3,1.8
1989/4/6,8.3,13.2,3.7
1989/4/7,12.4,19.3,3.3
1989/4/8,12.4,14.5,11.1
1989/4/9,12.2,16.1,10.3
1989/4/10,13.8,17.5,8.8
1989/4/11,8.9,14.3,6.4
1989/4/12,8.0,10.5,6.2
1989/4/13,10.7,14.4,7.9
1989/4/14,12.3,20.2,6.2
1989/4/15,14.1,20.1,10.7
1989/4/16,14.2,18.8,11.8
1989/4/17,11.5,13.9,9.8
1989/4/18,11.9,16.1,9.0
1989/4/19,13.2,18.6,8.6
1989/4/20,14.1,22.5,7.9
1989/4/21,12.2,15.9,8.3
1989/4/22,18.2,25.0,8.8
1989/4/23,15.0,17.8,13.4
1989/4/24,11.9,13.9,10.4
1989/4/25,9.1,11.3,7.9
1989/4/26,11.1,14.5,6.9
1989/4/27,13.6,19.5,10.5
1989/4/28,8.2,11.6,5.4
1989/4/29,9.6,14.8,3.6
1989/4/30,13.4,20.3,5.7
1989/5/1,14.6,17.8,11.2
