ダウンロードした時刻：2017/07/24 15:47:49

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,4.8,9.8,0.0
2005/1/2,3.8,11.5,-2.4
2005/1/3,7.4,14.4,0.8
2005/1/4,11.1,14.6,4.6
2005/1/5,5.3,10.5,0.3
2005/1/6,8.4,14.7,4.2
2005/1/7,9.5,14.4,6.1
2005/1/8,6.2,12.2,0.6
2005/1/9,4.9,10.1,0.8
2005/1/10,3.8,8.9,-1.1
2005/1/11,6.5,12.4,0.0
2005/1/12,6.3,11.0,2.7
2005/1/13,5.0,10.7,-0.6
2005/1/14,5.6,9.0,3.0
2005/1/15,7.1,13.0,2.4
2005/1/16,5.7,10.2,1.0
2005/1/17,7.7,13.9,2.2
2005/1/18,7.1,12.9,0.6
2005/1/19,7.4,13.1,4.1
2005/1/20,5.9,10.4,0.9
2005/1/21,4.1,10.3,-0.1
2005/1/22,5.3,11.1,-0.3
2005/1/23,8.7,11.7,6.6
2005/1/24,9.8,16.4,3.1
2005/1/25,8.8,10.8,5.7
2005/1/26,8.5,11.0,4.6
2005/1/27,6.1,7.2,4.3
2005/1/28,8.9,14.1,6.0
2005/1/29,10.6,16.9,4.2
2005/1/30,8.5,13.0,4.8
2005/1/31,5.2,9.3,2.2
2005/2/1,2.2,5.0,0.1
2005/2/2,3.1,8.1,-0.4
2005/2/3,5.4,10.9,1.5
2005/2/4,7.4,14.7,1.2
2005/2/5,8.0,15.9,1.9
2005/2/6,6.3,11.5,1.3
2005/2/7,8.1,11.5,5.0
2005/2/8,13.4,18.1,9.7
2005/2/9,11.7,13.3,10.2
2005/2/10,9.6,13.3,6.3
2005/2/11,7.6,12.9,3.5
2005/2/12,4.8,8.6,1.5
2005/2/13,5.7,13.4,0.1
2005/2/14,7.0,13.2,0.3
2005/2/15,11.7,15.5,8.4
2005/2/16,17.3,22.9,14.0
2005/2/17,12.4,14.1,10.6
2005/2/18,10.3,12.2,8.9
2005/2/19,11.4,16.2,8.2
2005/2/20,5.3,8.9,1.3
2005/2/21,4.4,10.3,0.3
2005/2/22,5.6,10.9,0.7
2005/2/23,11.2,17.8,3.8
2005/2/24,8.5,10.4,6.2
2005/2/25,9.8,17.0,5.2
2005/2/26,5.8,10.2,1.6
2005/2/27,4.8,10.9,-1.4
2005/2/28,7.9,12.9,3.3
2005/3/1,7.4,14.3,1.1
2005/3/2,9.0,15.6,1.9
2005/3/3,8.1,9.9,6.3
2005/3/4,7.1,11.7,2.3
2005/3/5,5.9,12.8,2.1
2005/3/6,5.9,11.4,1.4
2005/3/7,8.6,16.0,0.4
2005/3/8,12.1,20.2,4.5
2005/3/9,14.3,20.9,5.1
2005/3/10,14.8,18.6,11.6
2005/3/11,15.2,20.3,10.4
2005/3/12,6.9,10.6,3.5
2005/3/13,4.8,9.5,1.8
2005/3/14,6.5,12.3,-1.1
2005/3/15,10.4,16.8,5.0
2005/3/16,13.7,17.6,9.3
2005/3/17,15.7,20.7,11.3
2005/3/18,11.4,15.4,5.1
2005/3/19,8.2,14.1,1.1
2005/3/20,9.7,16.3,4.8
2005/3/21,10.7,16.0,3.1
2005/3/22,14.1,19.3,10.0
2005/3/23,13.2,17.6,10.1
2005/3/24,8.7,14.6,4.0
2005/3/25,8.4,14.4,3.1
2005/3/26,13.2,19.7,6.6
2005/3/27,12.1,13.5,10.1
2005/3/28,15.6,20.2,11.9
2005/3/29,13.8,20.0,8.9
2005/3/30,11.7,16.8,5.4
2005/3/31,14.5,22.1,8.3
2005/4/1,13.1,20.2,6.3
2005/4/2,13.9,18.9,10.1
2005/4/3,14.4,22.0,9.1
2005/4/4,11.6,16.5,6.4
2005/4/5,15.7,26.1,6.0
2005/4/6,18.1,23.6,12.8
2005/4/7,19.3,24.2,15.2
2005/4/8,21.6,28.6,16.6
2005/4/9,18.6,22.9,14.7
2005/4/10,20.6,28.2,14.7
2005/4/11,17.1,19.7,15.7
2005/4/12,14.5,18.0,11.9
2005/4/13,15.0,22.4,10.0
2005/4/14,14.6,19.5,7.6
2005/4/15,15.3,19.8,10.2
2005/4/16,15.3,20.8,10.7
2005/4/17,15.7,22.6,8.4
2005/4/18,16.8,22.3,10.3
2005/4/19,17.8,22.7,11.0
2005/4/20,17.7,22.5,13.7
2005/4/21,18.2,25.4,12.5
2005/4/22,16.5,23.1,11.3
2005/4/23,14.4,18.3,9.7
2005/4/24,15.1,21.3,7.1
2005/4/25,16.4,19.5,12.9
2005/4/26,17.8,22.1,13.9
2005/4/27,18.7,26.2,11.7
2005/4/28,22.3,29.8,12.9
2005/4/29,24.8,31.7,20.2
2005/4/30,21.2,25.3,18.0
2005/5/1,22.2,25.9,19.7
