ダウンロードした時刻：2017/07/24 15:44:11

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,7.0,11.9,3.0
1996/1/2,5.0,11.2,0.3
1996/1/3,6.4,14.8,1.4
1996/1/4,4.4,8.4,1.2
1996/1/5,4.5,10.7,-1.1
1996/1/6,5.8,8.9,3.1
1996/1/7,7.8,11.8,5.2
1996/1/8,6.4,12.2,0.6
1996/1/9,1.3,4.4,-1.0
1996/1/10,4.6,9.1,1.5
1996/1/11,5.2,11.5,0.6
1996/1/12,6.2,11.6,1.8
1996/1/13,6.0,13.9,0.4
1996/1/14,6.4,8.8,3.8
1996/1/15,11.0,13.1,8.6
1996/1/16,9.1,11.7,3.8
1996/1/17,5.8,10.5,1.0
1996/1/18,6.2,9.7,3.8
1996/1/19,5.9,10.7,1.8
1996/1/20,7.1,12.4,3.5
1996/1/21,5.4,10.7,0.5
1996/1/22,5.5,8.9,2.9
1996/1/23,5.6,11.2,2.8
1996/1/24,4.0,7.8,1.3
1996/1/25,2.7,7.4,-1.0
1996/1/26,3.0,7.3,0.2
1996/1/27,3.3,9.1,-1.2
1996/1/28,3.6,8.2,-1.3
1996/1/29,5.3,10.6,2.1
1996/1/30,3.4,6.0,1.0
1996/1/31,2.9,6.8,0.2
1996/2/1,1.2,3.7,-0.5
1996/2/2,-0.7,3.0,-4.2
1996/2/3,0.8,6.7,-3.5
1996/2/4,2.4,9.3,-3.4
1996/2/5,4.0,10.6,-0.3
1996/2/6,1.3,5.3,-0.9
1996/2/7,3.6,8.9,0.8
1996/2/8,4.5,9.4,-0.7
1996/2/9,4.0,7.1,-0.3
1996/2/10,1.1,4.5,-0.8
1996/2/11,3.1,9.0,-2.5
1996/2/12,6.5,13.0,0.8
1996/2/13,10.6,16.4,5.2
1996/2/14,12.3,19.6,5.8
1996/2/15,11.6,18.1,5.6
1996/2/16,7.5,14.1,3.3
1996/2/17,3.1,5.9,1.0
1996/2/18,4.1,9.3,1.2
1996/2/19,4.5,8.6,0.6
1996/2/20,4.5,8.0,2.4
1996/2/21,3.5,7.6,0.7
1996/2/22,3.1,8.0,-1.7
1996/2/23,4.5,10.9,-0.1
1996/2/24,5.4,11.1,-0.1
1996/2/25,2.4,4.8,1.0
1996/2/26,4.6,9.1,-0.1
1996/2/27,5.9,10.9,1.9
1996/2/28,5.4,11.5,-0.1
1996/2/29,5.5,10.0,0.8
1996/3/1,7.3,12.1,3.2
1996/3/2,5.8,11.1,1.7
1996/3/3,6.0,11.7,1.1
1996/3/4,6.4,15.0,0.3
1996/3/5,4.0,8.2,1.4
1996/3/6,4.7,10.0,-0.8
1996/3/7,4.4,6.0,2.4
1996/3/8,8.9,14.5,6.0
1996/3/9,7.1,10.5,4.3
1996/3/10,6.4,11.5,2.5
1996/3/11,5.4,14.3,1.5
1996/3/12,5.3,10.0,1.1
1996/3/13,7.1,13.0,1.3
1996/3/14,9.0,14.5,2.8
1996/3/15,8.7,11.0,7.0
1996/3/16,9.2,14.4,3.8
1996/3/17,12.7,19.7,7.3
1996/3/18,9.2,12.5,3.7
1996/3/19,7.2,13.2,2.5
1996/3/20,8.9,14.7,4.4
1996/3/21,10.5,14.7,7.1
1996/3/22,10.9,14.8,8.4
1996/3/23,8.5,13.9,4.9
1996/3/24,5.3,8.3,2.4
1996/3/25,9.5,13.8,6.2
1996/3/26,10.6,18.1,4.3
1996/3/27,10.7,14.2,7.7
1996/3/28,12.5,17.9,6.6
1996/3/29,9.9,12.9,9.0
1996/3/30,13.7,19.2,10.1
1996/3/31,13.6,17.2,11.1
1996/4/1,10.1,14.0,6.8
1996/4/2,6.7,11.5,3.3
1996/4/3,5.9,11.5,2.4
1996/4/4,6.7,14.2,1.2
1996/4/5,9.0,16.7,2.0
1996/4/6,9.5,16.1,2.9
1996/4/7,12.3,16.2,9.2
1996/4/8,11.9,19.0,6.7
1996/4/9,10.7,16.3,4.6
1996/4/10,9.2,14.5,4.6
1996/4/11,8.0,15.1,1.7
1996/4/12,7.7,13.6,3.2
1996/4/13,8.2,14.3,1.9
1996/4/14,8.5,13.6,2.5
1996/4/15,12.2,16.7,8.1
1996/4/16,11.8,16.1,8.1
1996/4/17,12.0,16.7,6.4
1996/4/18,15.7,20.7,11.0
1996/4/19,10.0,13.3,8.6
1996/4/20,10.6,17.1,6.5
1996/4/21,10.0,15.2,3.7
1996/4/22,11.9,18.1,4.8
1996/4/23,14.1,21.1,6.4
1996/4/24,15.5,22.3,8.9
1996/4/25,16.1,21.8,9.6
1996/4/26,17.3,23.4,12.3
1996/4/27,17.9,24.1,10.8
1996/4/28,19.4,25.8,12.2
1996/4/29,19.0,22.9,16.0
1996/4/30,16.7,19.1,14.0
1996/5/1,17.9,22.2,15.1
