ダウンロードした時刻：2017/07/24 15:47:23

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,2.9,7.9,-1.0
2005/1/2,2.7,9.0,-2.9
2005/1/3,7.4,16.2,0.0
2005/1/4,8.0,11.7,1.8
2005/1/5,4.9,10.3,-0.5
2005/1/6,6.6,9.3,3.5
2005/1/7,5.9,11.5,1.6
2005/1/8,3.7,8.9,-0.5
2005/1/9,3.2,6.9,-1.1
2005/1/10,2.0,5.6,-1.8
2005/1/11,5.6,9.7,1.2
2005/1/12,5.0,8.4,0.2
2005/1/13,3.0,6.9,-1.4
2005/1/14,4.8,9.1,0.3
2005/1/15,4.5,9.1,0.9
2005/1/16,3.8,6.7,0.9
2005/1/17,5.4,11.1,1.5
2005/1/18,5.7,12.0,0.1
2005/1/19,6.0,10.3,3.5
2005/1/20,5.1,8.1,3.1
2005/1/21,3.3,7.7,-0.5
2005/1/22,4.5,9.8,-1.3
2005/1/23,7.6,12.9,4.9
2005/1/24,7.9,12.8,2.3
2005/1/25,7.0,9.0,4.5
2005/1/26,7.6,11.2,4.1
2005/1/27,5.8,8.6,2.3
2005/1/28,8.6,15.7,2.4
2005/1/29,8.6,12.9,3.5
2005/1/30,6.6,10.3,2.6
2005/1/31,3.1,6.4,0.3
2005/2/1,0.8,3.7,-0.9
2005/2/2,1.0,3.2,-1.1
2005/2/3,3.9,8.1,0.4
2005/2/4,4.2,10.9,-0.3
2005/2/5,5.3,12.2,-1.0
2005/2/6,5.4,10.1,-0.3
2005/2/7,7.5,10.9,4.6
2005/2/8,10.0,13.6,7.7
2005/2/9,9.2,12.6,4.9
2005/2/10,7.3,10.8,2.5
2005/2/11,4.0,10.0,-1.2
2005/2/12,2.9,8.0,-1.6
2005/2/13,3.9,10.6,-1.4
2005/2/14,6.1,11.9,-1.4
2005/2/15,11.3,14.1,8.2
2005/2/16,14.9,17.4,12.5
2005/2/17,11.1,12.6,9.6
2005/2/18,9.1,11.6,7.5
2005/2/19,8.1,12.3,4.9
2005/2/20,2.8,5.2,-0.7
2005/2/21,1.7,6.6,-2.5
2005/2/22,4.7,12.6,-2.9
2005/2/23,10.4,17.3,5.3
2005/2/24,6.0,8.0,4.2
2005/2/25,6.4,13.0,1.9
2005/2/26,3.5,6.7,-1.1
2005/2/27,2.8,9.1,-3.4
2005/2/28,5.6,12.0,-0.4
2005/3/1,5.6,13.0,-0.7
2005/3/2,6.4,12.6,-1.2
2005/3/3,6.5,8.1,5.3
2005/3/4,5.7,9.4,3.1
2005/3/5,3.4,8.2,0.9
2005/3/6,3.5,9.6,-1.3
2005/3/7,7.1,14.7,-0.6
2005/3/8,10.5,17.7,2.8
2005/3/9,13.2,19.9,5.9
2005/3/10,15.1,20.1,10.6
2005/3/11,14.0,19.6,7.6
2005/3/12,4.8,7.8,3.3
2005/3/13,3.2,6.8,0.2
2005/3/14,5.6,11.6,0.4
2005/3/15,8.6,14.1,4.1
2005/3/16,13.3,22.0,5.3
2005/3/17,13.7,16.8,9.3
2005/3/18,9.7,13.1,4.5
2005/3/19,8.5,16.0,0.9
2005/3/20,9.7,14.7,5.7
2005/3/21,11.3,18.9,2.7
2005/3/22,13.4,17.5,9.9
2005/3/23,11.1,14.3,8.2
2005/3/24,6.6,10.2,3.1
2005/3/25,7.3,12.2,2.9
2005/3/26,10.1,17.4,2.6
2005/3/27,11.1,12.7,9.0
2005/3/28,13.4,16.4,9.8
2005/3/29,11.4,16.3,7.4
2005/3/30,10.0,16.7,3.3
2005/3/31,12.3,20.3,4.8
2005/4/1,14.4,22.9,6.1
2005/4/2,15.6,22.1,10.2
2005/4/3,13.3,18.3,8.3
2005/4/4,11.3,18.1,5.0
2005/4/5,13.1,21.2,4.7
2005/4/6,15.5,20.9,9.0
2005/4/7,18.3,20.9,14.9
2005/4/8,21.2,26.4,18.2
2005/4/9,21.8,28.9,17.0
2005/4/10,19.7,26.2,15.0
2005/4/11,15.2,19.1,13.2
2005/4/12,12.5,16.6,9.0
2005/4/13,13.6,19.3,8.9
2005/4/14,13.9,20.9,6.3
2005/4/15,14.2,20.9,7.4
2005/4/16,15.1,23.2,8.7
2005/4/17,16.1,25.6,6.8
2005/4/18,17.7,26.0,9.6
2005/4/19,20.1,29.0,10.7
2005/4/20,16.3,20.8,10.9
2005/4/21,15.6,22.1,9.6
2005/4/22,15.4,20.9,9.3
2005/4/23,14.0,19.3,9.0
2005/4/24,16.9,24.8,7.6
2005/4/25,16.3,20.8,12.6
2005/4/26,18.2,24.9,12.1
2005/4/27,17.4,25.1,9.7
2005/4/28,19.8,26.8,10.6
2005/4/29,22.8,28.6,18.2
2005/4/30,22.6,29.9,18.0
2005/5/1,20.6,21.7,19.8
