ダウンロードした時刻：2017/07/24 15:41:40

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,3.2,7.3,0.9
2005/1/2,3.7,9.3,-0.3
2005/1/3,4.5,8.5,-0.1
2005/1/4,7.2,14.3,3.6
2005/1/5,3.5,6.6,0.8
2005/1/6,4.1,7.8,0.2
2005/1/7,8.5,12.7,5.1
2005/1/8,4.1,7.3,1.2
2005/1/9,3.8,8.4,0.5
2005/1/10,4.0,8.1,0.4
2005/1/11,5.3,8.6,3.1
2005/1/12,4.2,7.4,2.1
2005/1/13,4.5,7.9,1.6
2005/1/14,6.6,10.2,3.3
2005/1/15,6.5,8.2,5.2
2005/1/16,7.0,10.9,4.2
2005/1/17,6.5,9.4,4.3
2005/1/18,6.1,10.6,3.5
2005/1/19,6.9,12.6,2.9
2005/1/20,5.4,8.8,2.9
2005/1/21,2.8,5.5,0.6
2005/1/22,4.1,8.0,1.1
2005/1/23,4.6,7.1,2.7
2005/1/24,5.5,9.6,0.0
2005/1/25,8.2,11.5,6.2
2005/1/26,5.9,8.6,4.3
2005/1/27,5.5,9.6,2.0
2005/1/28,8.4,13.4,4.2
2005/1/29,6.4,10.3,2.1
2005/1/30,5.8,10.1,3.5
2005/1/31,4.5,8.2,1.8
2005/2/1,1.6,5.4,-0.7
2005/2/2,2.5,7.4,-1.2
2005/2/3,3.2,6.4,1.2
2005/2/4,6.0,10.7,2.5
2005/2/5,7.1,10.5,3.5
2005/2/6,4.5,7.5,2.5
2005/2/7,5.4,8.1,3.4
2005/2/8,5.9,8.1,3.5
2005/2/9,8.8,12.8,4.7
2005/2/10,8.1,11.3,5.3
2005/2/11,4.0,7.2,1.9
2005/2/12,4.4,7.5,1.4
2005/2/13,4.5,8.9,0.2
2005/2/14,6.1,10.3,3.0
2005/2/15,7.1,13.0,2.0
2005/2/16,7.8,10.1,4.7
2005/2/17,9.0,11.5,6.2
2005/2/18,6.1,7.7,3.9
2005/2/19,8.1,10.5,4.8
2005/2/20,5.7,8.9,0.9
2005/2/21,3.1,8.7,-0.2
2005/2/22,4.2,9.9,-0.2
2005/2/23,7.7,16.0,0.6
2005/2/24,5.7,9.8,2.9
2005/2/25,7.9,13.2,4.6
2005/2/26,3.8,7.6,1.1
2005/2/27,3.0,7.3,-0.2
2005/2/28,5.0,10.8,-0.1
2005/3/1,5.2,9.7,2.3
2005/3/2,6.1,11.4,0.6
2005/3/3,6.9,9.6,4.2
2005/3/4,5.9,10.1,3.2
2005/3/5,5.8,9.8,2.8
2005/3/6,5.1,11.2,0.5
2005/3/7,7.5,15.2,0.8
2005/3/8,11.0,17.9,4.0
2005/3/9,13.8,18.9,9.8
2005/3/10,10.7,14.0,7.3
2005/3/11,11.2,13.0,9.8
2005/3/12,7.0,10.9,2.2
2005/3/13,2.9,8.3,0.5
2005/3/14,4.0,9.6,-0.2
2005/3/15,4.7,8.2,-0.1
2005/3/16,8.6,14.1,3.2
2005/3/17,9.1,12.0,7.0
2005/3/18,9.1,13.2,4.6
2005/3/19,7.7,12.9,3.0
2005/3/20,6.9,10.5,2.0
2005/3/21,10.3,17.2,5.5
2005/3/22,10.3,13.4,7.0
2005/3/23,10.8,14.0,6.8
2005/3/24,8.6,14.3,4.4
2005/3/25,4.8,9.2,2.6
2005/3/26,9.0,14.3,3.8
2005/3/27,9.3,13.5,3.5
2005/3/28,11.7,13.9,9.5
2005/3/29,10.5,14.0,6.4
2005/3/30,8.8,14.0,4.6
2005/3/31,10.3,17.6,4.3
2005/4/1,10.6,16.5,6.4
2005/4/2,9.8,12.3,5.8
2005/4/3,12.3,16.8,9.4
2005/4/4,8.4,12.2,5.1
2005/4/5,10.0,16.5,4.0
2005/4/6,13.8,19.2,7.3
2005/4/7,14.4,16.8,12.8
2005/4/8,16.2,21.0,11.8
2005/4/9,14.1,21.1,9.7
2005/4/10,14.0,16.4,10.6
2005/4/11,15.1,19.8,12.5
2005/4/12,11.6,13.0,10.4
2005/4/13,12.0,17.0,9.4
2005/4/14,13.1,18.1,7.9
2005/4/15,14.6,19.4,8.7
2005/4/16,16.4,22.6,12.0
2005/4/17,15.4,24.5,8.8
2005/4/18,15.8,19.2,12.2
2005/4/19,17.7,21.7,15.1
2005/4/20,15.6,16.9,13.9
2005/4/21,17.0,22.4,13.1
2005/4/22,15.0,20.1,11.5
2005/4/23,14.1,19.7,8.3
2005/4/24,14.5,18.4,9.4
2005/4/25,16.9,19.7,14.9
2005/4/26,17.2,24.2,13.2
2005/4/27,15.5,20.3,9.5
2005/4/28,17.9,22.3,13.6
2005/4/29,21.8,30.3,14.9
2005/4/30,20.6,25.5,18.1
2005/5/1,18.4,20.3,16.5
