ダウンロードした時刻：2017/07/24 15:42:08

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,4.5,8.8,1.3
2005/1/2,4.8,9.6,-0.8
2005/1/3,7.3,13.5,0.4
2005/1/4,11.6,18.5,4.7
2005/1/5,5.3,8.1,2.9
2005/1/6,3.4,4.9,1.4
2005/1/7,7.8,14.3,1.2
2005/1/8,6.0,9.2,3.9
2005/1/9,4.6,9.9,1.3
2005/1/10,5.4,8.7,1.5
2005/1/11,6.2,11.2,2.2
2005/1/12,4.3,8.1,0.4
2005/1/13,6.4,11.7,0.5
2005/1/14,7.1,10.9,3.0
2005/1/15,4.1,7.2,2.5
2005/1/16,5.3,8.0,2.9
2005/1/17,7.4,11.7,2.6
2005/1/18,8.4,12.0,5.3
2005/1/19,7.4,10.4,5.4
2005/1/20,6.8,11.0,3.1
2005/1/21,6.3,10.0,4.0
2005/1/22,5.6,9.7,3.5
2005/1/23,3.3,5.0,1.9
2005/1/24,5.4,9.5,2.0
2005/1/25,8.1,11.9,3.6
2005/1/26,4.0,6.5,1.7
2005/1/27,6.0,9.0,2.6
2005/1/28,6.7,10.4,3.1
2005/1/29,7.6,11.2,3.7
2005/1/30,6.9,9.8,4.1
2005/1/31,6.0,10.2,3.2
2005/2/1,4.4,8.5,1.4
2005/2/2,4.8,8.7,0.3
2005/2/3,5.2,10.1,0.9
2005/2/4,7.2,11.6,3.6
2005/2/5,6.4,10.6,3.0
2005/2/6,6.1,10.4,3.1
2005/2/7,6.0,8.2,3.4
2005/2/8,4.5,5.9,3.7
2005/2/9,7.5,12.0,1.9
2005/2/10,9.0,14.7,4.9
2005/2/11,5.5,8.4,3.0
2005/2/12,5.3,8.6,1.9
2005/2/13,5.0,7.0,2.4
2005/2/14,6.1,10.4,3.0
2005/2/15,8.2,13.1,2.8
2005/2/16,4.5,8.9,2.3
2005/2/17,8.2,13.6,3.8
2005/2/18,6.2,8.2,2.8
2005/2/19,3.2,6.0,1.1
2005/2/20,7.7,11.0,4.6
2005/2/21,6.0,9.4,2.7
2005/2/22,6.9,10.1,3.1
2005/2/23,12.1,19.4,4.0
2005/2/24,7.1,10.6,1.7
2005/2/25,3.6,6.3,0.8
2005/2/26,4.4,7.8,1.6
2005/2/27,4.7,8.1,-0.3
2005/2/28,6.4,10.5,1.9
2005/3/1,5.3,9.3,2.6
2005/3/2,5.7,10.3,0.5
2005/3/3,5.5,10.2,2.2
2005/3/4,2.1,3.6,0.7
2005/3/5,4.6,9.0,1.7
2005/3/6,3.8,5.9,1.9
2005/3/7,7.1,11.6,1.4
2005/3/8,10.6,16.0,4.1
2005/3/9,12.0,19.3,7.6
2005/3/10,9.4,13.8,6.6
2005/3/11,9.4,12.4,7.5
2005/3/12,10.0,14.3,4.7
2005/3/13,4.9,8.3,2.7
2005/3/14,6.1,10.0,1.4
2005/3/15,7.6,11.3,2.3
2005/3/16,11.8,17.2,5.4
2005/3/17,12.1,18.0,8.6
2005/3/18,12.8,18.3,7.4
2005/3/19,9.1,14.5,4.8
2005/3/20,8.1,11.6,5.2
2005/3/21,11.5,16.5,7.1
2005/3/22,13.6,15.6,8.6
2005/3/23,10.8,15.2,7.7
2005/3/24,10.9,14.0,8.3
2005/3/25,8.0,11.0,5.5
2005/3/26,8.7,13.1,3.9
2005/3/27,12.4,17.7,4.8
2005/3/28,11.0,13.8,9.0
2005/3/29,11.6,13.8,8.3
2005/3/30,10.4,14.7,6.2
2005/3/31,11.0,15.5,5.7
2005/4/1,11.7,15.9,7.1
2005/4/2,11.2,13.8,7.8
2005/4/3,14.9,20.5,9.4
2005/4/4,8.5,12.5,4.6
2005/4/5,12.6,18.0,7.5
2005/4/6,17.8,23.1,10.0
2005/4/7,20.1,23.9,17.9
2005/4/8,19.3,24.7,13.4
2005/4/9,15.3,19.9,11.2
2005/4/10,18.2,22.7,12.6
2005/4/11,13.3,20.6,7.4
2005/4/12,7.8,9.9,6.9
2005/4/13,9.0,11.0,6.8
2005/4/14,13.6,18.6,7.9
2005/4/15,16.4,21.2,10.7
2005/4/16,14.6,17.9,11.6
2005/4/17,16.3,21.3,10.1
2005/4/18,13.8,16.6,10.8
2005/4/19,15.2,21.7,11.1
2005/4/20,12.8,15.0,10.6
2005/4/21,15.7,22.5,10.6
2005/4/22,14.9,20.7,10.8
2005/4/23,15.5,19.7,9.8
2005/4/24,13.7,18.3,10.5
2005/4/25,14.8,19.5,10.6
2005/4/26,15.6,19.5,11.7
2005/4/27,16.6,21.1,11.1
2005/4/28,21.3,27.9,14.9
2005/4/29,23.0,28.1,19.5
2005/4/30,19.6,22.2,16.6
2005/5/1,20.0,23.6,17.1
