ダウンロードした時刻：2017/07/24 15:44:35

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,3.3,6.5,1.3
2011/1/2,6.0,10.3,3.3
2011/1/3,5.1,8.6,1.3
2011/1/4,6.6,10.3,3.7
2011/1/5,6.2,8.7,3.0
2011/1/6,5.2,8.3,3.3
2011/1/7,3.6,6.7,1.7
2011/1/8,5.2,9.6,1.1
2011/1/9,6.6,9.6,3.5
2011/1/10,2.8,5.2,0.8
2011/1/11,4.2,7.7,0.7
2011/1/12,4.9,8.6,1.9
2011/1/13,4.5,8.5,1.1
2011/1/14,4.8,8.3,1.3
2011/1/15,4.2,7.1,-1.5
2011/1/16,-0.3,4.2,-3.2
2011/1/17,3.1,7.3,-0.4
2011/1/18,4.7,8.6,1.4
2011/1/19,4.5,7.9,2.2
2011/1/20,3.8,7.8,0.7
2011/1/21,4.3,6.6,1.5
2011/1/22,5.6,9.4,3.0
2011/1/23,5.3,8.6,2.7
2011/1/24,5.3,8.9,2.1
2011/1/25,4.6,8.5,1.9
2011/1/26,3.7,7.4,0.7
2011/1/27,3.3,7.3,0.1
2011/1/28,3.7,7.3,0.9
2011/1/29,3.5,7.9,0.1
2011/1/30,0.5,4.2,-2.0
2011/1/31,1.2,5.3,-3.0
2011/2/1,5.2,9.6,0.6
2011/2/2,6.4,9.2,4.0
2011/2/3,6.5,10.6,2.4
2011/2/4,7.5,11.6,3.3
2011/2/5,7.1,9.7,4.1
2011/2/6,8.1,12.8,3.2
2011/2/7,8.1,12.8,5.5
2011/2/8,6.7,11.2,3.2
2011/2/9,7.6,11.8,5.3
2011/2/10,5.0,8.2,1.9
2011/2/11,2.9,4.9,1.1
2011/2/12,3.8,6.8,1.8
2011/2/13,3.5,6.9,0.7
2011/2/14,2.6,5.3,1.0
2011/2/15,4.4,7.9,2.3
2011/2/16,5.2,9.8,0.2
2011/2/17,10.5,14.2,6.6
2011/2/18,8.0,12.5,3.9
2011/2/19,6.3,9.2,1.9
2011/2/20,7.5,11.8,3.4
2011/2/21,8.4,12.5,5.5
2011/2/22,8.8,13.7,4.4
2011/2/23,11.4,15.3,7.8
2011/2/24,13.4,16.0,10.8
2011/2/25,13.0,18.1,7.3
2011/2/26,8.5,13.4,4.5
2011/2/27,12.6,17.6,7.1
2011/2/28,11.8,14.3,8.7
2011/3/1,8.4,9.5,7.6
2011/3/2,7.4,10.5,2.8
2011/3/3,3.5,7.2,1.6
2011/3/4,3.7,8.5,1.4
2011/3/5,6.1,9.2,2.4
2011/3/6,7.1,10.0,4.3
2011/3/7,7.6,11.9,5.4
2011/3/8,7.0,10.1,4.0
2011/3/9,6.2,11.2,2.3
2011/3/10,4.6,7.9,1.4
2011/3/11,5.7,9.1,2.1
2011/3/12,7.7,11.9,3.1
2011/3/13,11.4,16.4,5.9
2011/3/14,14.4,19.3,10.5
2011/3/15,13.4,17.7,9.5
2011/3/16,5.7,9.9,1.7
2011/3/17,3.1,6.4,0.3
2011/3/18,5.4,8.3,1.0
2011/3/19,11.3,16.7,6.8
2011/3/20,13.7,18.1,9.6
2011/3/21,12.0,15.5,9.7
2011/3/22,10.2,15.3,5.6
2011/3/23,6.7,10.8,3.5
2011/3/24,6.9,10.8,3.8
2011/3/25,7.4,12.5,3.9
2011/3/26,5.7,10.3,3.2
2011/3/27,5.9,9.2,2.0
2011/3/28,7.5,11.8,3.0
2011/3/29,9.9,15.1,5.4
2011/3/30,10.9,14.5,6.8
2011/3/31,12.1,16.6,7.2
2011/4/1,13.2,17.9,7.7
2011/4/2,13.5,20.1,7.4
2011/4/3,7.9,11.8,6.0
2011/4/4,9.1,14.5,5.0
2011/4/5,10.8,16.0,5.4
2011/4/6,12.9,17.9,7.3
2011/4/7,15.7,19.6,12.1
2011/4/8,15.1,17.0,14.3
2011/4/9,15.0,17.1,13.6
2011/4/10,14.1,17.8,10.0
2011/4/11,12.5,19.6,7.8
2011/4/12,10.7,14.4,6.5
2011/4/13,14.2,19.2,8.8
2011/4/14,15.9,21.1,10.9
2011/4/15,16.8,18.9,15.2
2011/4/16,14.4,18.9,8.6
2011/4/17,12.2,17.2,6.2
2011/4/18,14.7,20.5,11.5
2011/4/19,11.1,14.5,8.5
2011/4/20,11.0,14.6,8.1
2011/4/21,13.1,17.6,8.0
2011/4/22,14.9,16.8,13.6
2011/4/23,14.0,15.8,10.4
2011/4/24,13.1,17.5,8.6
2011/4/25,13.9,17.4,10.3
2011/4/26,16.5,21.0,11.6
2011/4/27,17.6,21.4,12.9
2011/4/28,13.9,17.9,11.5
2011/4/29,14.0,17.5,9.7
2011/4/30,17.7,21.2,13.2
2011/5/1,17.7,19.5,16.4
