ダウンロードした時刻：2017/07/24 15:47:30

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,5.5,12.1,-2.0
1981/1/2,4.9,9.3,1.5
1981/1/3,4.0,6.8,1.8
1981/1/4,3.9,6.1,2.7
1981/1/5,4.3,7.1,2.1
1981/1/6,4.0,6.5,-0.6
1981/1/7,3.5,10.7,-2.4
1981/1/8,5.2,13.5,-1.1
1981/1/9,5.6,10.8,0.3
1981/1/10,5.7,9.6,3.8
1981/1/11,2.7,5.3,0.2
1981/1/12,4.8,8.8,2.2
1981/1/13,5.7,8.9,1.7
1981/1/14,4.1,9.0,-0.2
1981/1/15,5.5,13.1,-1.3
1981/1/16,4.9,7.4,1.2
1981/1/17,3.6,9.5,-1.5
1981/1/18,5.5,13.5,-1.1
1981/1/19,6.6,10.9,2.3
1981/1/20,5.2,10.9,1.0
1981/1/21,4.6,9.1,0.0
1981/1/22,3.0,8.8,-2.2
1981/1/23,5.5,11.8,-3.2
1981/1/24,10.8,17.6,5.2
1981/1/25,9.1,13.1,3.2
1981/1/26,4.7,7.5,1.8
1981/1/27,4.2,9.6,-0.1
1981/1/28,6.1,12.0,0.7
1981/1/29,6.7,10.9,4.1
1981/1/30,5.9,13.3,-0.5
1981/1/31,7.0,10.0,2.4
1981/2/1,7.8,10.3,3.7
1981/2/2,5.9,12.8,0.2
1981/2/3,5.6,10.2,2.9
1981/2/4,4.3,9.9,0.0
1981/2/5,3.8,11.3,-2.7
1981/2/6,6.2,11.9,0.9
1981/2/7,5.4,9.1,1.4
1981/2/8,6.7,11.2,1.6
1981/2/9,8.4,13.5,3.7
1981/2/10,8.7,12.0,7.1
1981/2/11,7.7,12.5,1.7
1981/2/12,6.4,10.4,-0.5
1981/2/13,17.3,20.6,10.2
1981/2/14,16.3,18.2,14.6
1981/2/15,15.2,20.7,10.4
1981/2/16,17.2,20.8,11.9
1981/2/17,13.4,19.3,10.1
1981/2/18,12.3,14.6,10.0
1981/2/19,11.2,15.7,7.9
1981/2/20,9.3,11.2,6.1
1981/2/21,8.2,12.1,4.5
1981/2/22,8.7,13.6,1.4
1981/2/23,14.8,17.9,11.9
1981/2/24,9.5,12.2,6.8
1981/2/25,3.4,7.1,-0.2
1981/2/26,-1.2,2.9,-3.2
1981/2/27,0.4,5.8,-4.6
1981/2/28,5.4,10.9,-2.1
1981/3/1,8.0,9.2,6.2
1981/3/2,9.9,13.3,7.5
1981/3/3,10.3,12.1,8.5
1981/3/4,10.5,14.9,7.0
1981/3/5,8.8,14.9,2.8
1981/3/6,6.7,12.9,0.2
1981/3/7,8.1,15.0,2.2
1981/3/8,10.1,17.0,0.7
1981/3/9,11.0,16.0,6.8
1981/3/10,7.6,13.9,1.9
1981/3/11,9.8,15.6,1.8
1981/3/12,14.2,17.3,9.7
1981/3/13,17.3,21.0,14.1
1981/3/14,17.2,19.9,13.8
1981/3/15,10.8,13.9,8.9
1981/3/16,10.1,15.0,6.8
1981/3/17,10.9,18.4,2.9
1981/3/18,12.8,19.3,4.6
1981/3/19,14.4,15.8,11.8
1981/3/20,16.3,21.4,13.4
1981/3/21,14.4,17.5,13.1
1981/3/22,15.2,21.2,9.7
1981/3/23,16.4,23.9,8.6
1981/3/24,17.5,20.0,15.1
1981/3/25,16.5,21.2,12.7
1981/3/26,12.4,15.3,9.2
1981/3/27,11.1,16.5,6.6
1981/3/28,11.9,16.2,7.5
1981/3/29,11.5,12.7,10.3
1981/3/30,12.1,13.8,10.1
1981/3/31,12.6,13.9,10.7
1981/4/1,17.3,20.9,12.2
1981/4/2,14.8,19.6,8.8
1981/4/3,12.7,19.0,4.2
1981/4/4,16.7,20.5,13.3
1981/4/5,17.8,23.1,16.1
1981/4/6,16.1,19.6,13.9
1981/4/7,16.9,23.9,9.3
1981/4/8,18.1,22.8,12.8
1981/4/9,16.8,18.7,15.2
1981/4/10,15.6,18.3,13.2
1981/4/11,16.8,22.2,12.3
1981/4/12,15.0,16.9,13.7
1981/4/13,16.3,21.8,11.3
1981/4/14,15.0,21.5,7.4
1981/4/15,16.3,19.8,13.5
1981/4/16,17.3,20.5,14.3
1981/4/17,15.4,22.1,10.5
1981/4/18,16.2,21.6,8.3
1981/4/19,15.8,18.3,12.8
1981/4/20,13.9,17.8,10.0
1981/4/21,14.0,20.4,6.7
1981/4/22,14.9,22.1,8.5
1981/4/23,16.3,24.4,8.6
1981/4/24,17.0,22.8,10.1
1981/4/25,17.1,22.0,12.3
1981/4/26,15.8,23.1,8.7
1981/4/27,15.9,22.8,8.5
1981/4/28,19.6,24.7,14.1
1981/4/29,18.5,20.0,17.6
1981/4/30,17.9,23.1,14.1
1981/5/1,19.0,26.4,10.5
