ダウンロードした時刻：2017/07/24 15:44:24

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,2.5,6.5,-0.3
2008/1/2,3.8,8.8,-0.6
2008/1/3,6.2,11.4,1.5
2008/1/4,7.3,12.2,3.8
2008/1/5,6.5,12.3,2.0
2008/1/6,7.0,12.9,1.1
2008/1/7,7.4,11.4,4.1
2008/1/8,9.8,14.8,5.5
2008/1/9,9.2,13.3,5.1
2008/1/10,7.3,12.2,2.9
2008/1/11,7.8,10.4,4.5
2008/1/12,9.0,11.1,6.3
2008/1/13,5.3,8.9,3.4
2008/1/14,4.4,8.1,2.0
2008/1/15,4.5,8.4,-0.4
2008/1/16,6.6,11.3,4.0
2008/1/17,4.1,7.8,2.1
2008/1/18,4.5,8.0,0.9
2008/1/19,4.2,7.4,1.2
2008/1/20,2.1,3.7,0.3
2008/1/21,2.9,5.7,0.4
2008/1/22,3.2,6.1,0.2
2008/1/23,4.7,6.3,3.0
2008/1/24,3.9,6.1,1.2
2008/1/25,2.8,5.9,0.6
2008/1/26,3.5,7.0,0.3
2008/1/27,2.7,7.2,-0.7
2008/1/28,1.1,4.6,-0.8
2008/1/29,2.4,4.0,0.6
2008/1/30,5.9,10.7,2.3
2008/1/31,4.9,9.9,1.7
2008/2/1,3.8,8.8,-0.1
2008/2/2,2.8,5.8,0.8
2008/2/3,3.8,8.1,0.7
2008/2/4,5.5,9.5,3.0
2008/2/5,5.2,8.7,1.7
2008/2/6,4.4,9.4,1.4
2008/2/7,4.3,9.0,1.4
2008/2/8,3.9,9.2,-0.9
2008/2/9,2.4,4.5,1.0
2008/2/10,5.8,10.5,1.5
2008/2/11,6.4,10.7,1.4
2008/2/12,5.7,10.9,1.7
2008/2/13,2.2,5.4,-0.4
2008/2/14,3.0,9.7,-1.2
2008/2/15,3.7,9.6,-0.2
2008/2/16,2.8,8.2,-1.2
2008/2/17,2.0,6.7,-0.7
2008/2/18,3.1,7.8,-1.1
2008/2/19,4.5,9.5,-0.9
2008/2/20,5.9,12.2,0.4
2008/2/21,6.0,11.6,-0.1
2008/2/22,7.4,13.5,1.9
2008/2/23,5.0,12.0,-0.3
2008/2/24,1.3,4.9,-1.7
2008/2/25,3.2,7.6,-2.1
2008/2/26,5.1,7.5,3.4
2008/2/27,4.6,9.4,1.6
2008/2/28,5.4,10.5,0.3
2008/2/29,6.8,12.7,0.3
2008/3/1,7.9,11.2,4.3
2008/3/2,7.2,12.3,1.8
2008/3/3,7.5,11.8,4.8
2008/3/4,6.3,10.5,3.2
2008/3/5,5.1,9.4,1.7
2008/3/6,6.1,11.0,-0.3
2008/3/7,7.3,12.4,2.7
2008/3/8,7.2,13.0,1.3
2008/3/9,8.3,14.0,2.4
2008/3/10,11.6,17.3,8.3
2008/3/11,11.8,18.7,4.4
2008/3/12,12.4,18.0,6.4
2008/3/13,13.1,18.3,7.5
2008/3/14,12.1,15.4,8.3
2008/3/15,10.1,15.1,4.9
2008/3/16,11.9,18.6,5.3
2008/3/17,11.9,17.1,6.3
2008/3/18,12.7,18.1,5.9
2008/3/19,12.1,14.5,9.4
2008/3/20,10.5,13.8,8.7
2008/3/21,11.5,17.6,5.8
2008/3/22,11.8,17.8,5.3
2008/3/23,12.1,14.9,8.6
2008/3/24,13.0,16.0,9.7
2008/3/25,11.8,17.9,5.5
2008/3/26,10.3,15.6,6.3
2008/3/27,9.2,14.2,3.3
2008/3/28,10.2,16.0,6.0
2008/3/29,9.9,15.5,4.5
2008/3/30,7.6,9.6,6.3
2008/3/31,9.7,13.9,7.1
2008/4/1,10.6,16.3,4.7
2008/4/2,11.5,17.3,5.3
2008/4/3,13.8,19.5,8.7
2008/4/4,12.5,18.1,6.0
2008/4/5,13.3,19.8,6.3
2008/4/6,13.9,20.3,7.0
2008/4/7,11.7,13.4,9.6
2008/4/8,14.5,19.7,11.6
2008/4/9,13.8,18.5,8.8
2008/4/10,14.7,16.2,13.8
2008/4/11,15.1,20.3,11.8
2008/4/12,13.8,18.9,9.1
2008/4/13,13.5,17.6,9.4
2008/4/14,16.0,21.1,12.3
2008/4/15,15.1,21.8,8.1
2008/4/16,14.6,16.3,12.1
2008/4/17,14.5,15.3,13.7
2008/4/18,15.8,19.3,13.6
2008/4/19,15.3,19.8,12.5
2008/4/20,17.1,23.7,12.6
2008/4/21,18.4,25.9,10.8
2008/4/22,18.1,24.0,12.3
2008/4/23,17.6,23.2,12.9
2008/4/24,15.4,19.9,11.2
2008/4/25,13.8,19.5,7.5
2008/4/26,15.1,21.2,8.7
2008/4/27,16.1,20.6,10.7
2008/4/28,16.4,22.3,11.4
2008/4/29,18.5,26.0,11.1
2008/4/30,20.0,26.2,13.7
2008/5/1,18.8,22.1,15.4
