ダウンロードした時刻：2017/07/24 15:36:46

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,0.7,2.8,-1.1
1982/1/2,-1.2,0.0,-2.4
1982/1/3,-2.7,3.2,-6.8
1982/1/4,-2.3,3.6,-7.9
1982/1/5,2.2,5.7,-0.8
1982/1/6,0.4,1.9,-2.9
1982/1/7,-2.9,-0.2,-6.7
1982/1/8,-4.5,-1.8,-8.0
1982/1/9,-3.4,-0.2,-10.1
1982/1/10,-0.5,1.3,-3.0
1982/1/11,-3.1,3.7,-10.5
1982/1/12,-1.2,1.4,-7.7
1982/1/13,-1.5,0.5,-2.5
1982/1/14,-4.0,-1.9,-5.0
1982/1/15,-3.6,-2.1,-5.8
1982/1/16,-6.8,-4.1,-10.4
1982/1/17,-6.3,-2.8,-12.5
1982/1/18,-2.6,1.1,-9.2
1982/1/19,-2.8,-0.1,-6.1
1982/1/20,-2.7,0.6,-6.4
1982/1/21,2.9,5.0,-0.8
1982/1/22,1.6,3.7,-1.0
1982/1/23,-1.3,1.9,-3.3
1982/1/24,-0.1,2.9,-4.4
1982/1/25,-0.9,3.9,-4.5
1982/1/26,-0.6,2.4,-2.1
1982/1/27,-0.1,3.4,-4.7
1982/1/28,-1.9,-0.2,-3.6
1982/1/29,-2.6,-1.0,-4.7
1982/1/30,-4.1,-2.2,-6.5
1982/1/31,-1.8,-0.1,-4.5
1982/2/1,-2.9,-0.8,-5.3
1982/2/2,-3.7,-1.6,-6.2
1982/2/3,0.2,2.8,-3.4
1982/2/4,-2.1,1.3,-5.0
1982/2/5,-5.1,-3.1,-6.1
1982/2/6,-4.6,-2.3,-7.0
1982/2/7,-5.7,-3.1,-6.5
1982/2/8,-5.6,-4.7,-6.6
1982/2/9,-4.4,-2.9,-6.2
1982/2/10,-4.1,-2.8,-6.0
1982/2/11,-1.3,1.3,-3.3
1982/2/12,-2.3,2.3,-8.8
1982/2/13,-6.0,-1.1,-13.2
1982/2/14,-1.8,1.0,-4.1
1982/2/15,-2.5,-0.5,-6.0
1982/2/16,-1.6,1.5,-5.7
1982/2/17,-5.4,0.5,-11.8
1982/2/18,-1.6,2.6,-7.8
1982/2/19,0.2,5.5,-6.1
1982/2/20,2.2,4.8,0.5
1982/2/21,3.5,6.6,0.1
1982/2/22,0.4,2.8,-2.1
1982/2/23,-1.4,1.9,-4.1
1982/2/24,-1.6,1.4,-4.0
1982/2/25,-3.4,-0.7,-6.5
1982/2/26,-3.8,-2.1,-6.0
1982/2/27,0.8,4.0,-4.1
1982/2/28,2.4,7.8,-3.0
1982/3/1,0.0,1.0,-1.2
1982/3/2,-0.8,2.0,-5.7
1982/3/3,-0.1,2.7,-2.1
1982/3/4,2.3,6.1,-3.1
1982/3/5,2.7,7.4,0.5
1982/3/6,0.8,4.0,-2.9
1982/3/7,-2.9,-0.7,-3.8
1982/3/8,-1.1,3.3,-4.8
1982/3/9,-0.6,2.8,-6.3
1982/3/10,0.2,9.1,-9.3
1982/3/11,3.5,7.5,-1.2
1982/3/12,1.6,8.4,-4.9
1982/3/13,1.7,8.6,-3.2
1982/3/14,0.9,7.4,-7.0
1982/3/15,1.8,8.8,-4.8
1982/3/16,5.5,10.4,0.3
1982/3/17,2.3,4.4,0.0
1982/3/18,1.1,3.4,-1.9
1982/3/19,1.0,5.2,-4.6
1982/3/20,0.4,4.4,-6.0
1982/3/21,3.1,4.4,1.3
1982/3/22,4.1,9.0,-1.1
1982/3/23,3.0,8.1,-3.2
1982/3/24,2.0,6.9,-2.5
1982/3/25,-0.1,2.4,-2.4
1982/3/26,-1.4,1.7,-3.1
1982/3/27,-1.4,2.3,-5.2
1982/3/28,-0.1,4.5,-6.3
1982/3/29,1.2,7.5,-4.6
1982/3/30,1.5,11.6,-6.5
1982/3/31,2.7,5.1,-1.0
1982/4/1,3.6,7.0,-1.9
1982/4/2,3.4,10.4,-4.3
1982/4/3,3.4,5.8,2.0
1982/4/4,3.3,5.6,0.2
1982/4/5,4.3,10.2,-1.6
1982/4/6,5.2,16.5,-3.5
1982/4/7,8.3,18.6,-1.6
1982/4/8,7.8,12.3,3.8
1982/4/9,7.4,13.7,2.5
1982/4/10,4.3,7.5,2.0
1982/4/11,6.0,10.6,1.4
1982/4/12,7.0,16.0,-2.0
1982/4/13,9.6,19.6,1.5
1982/4/14,10.8,16.9,4.5
1982/4/15,10.4,12.1,9.0
1982/4/16,9.2,11.1,7.6
1982/4/17,6.3,11.2,4.0
1982/4/18,7.5,9.7,4.0
1982/4/19,9.2,12.7,4.4
1982/4/20,8.5,18.6,1.1
1982/4/21,8.9,14.7,5.7
1982/4/22,9.1,16.2,3.1
1982/4/23,9.2,18.7,0.1
1982/4/24,11.6,21.8,1.9
1982/4/25,12.2,19.3,4.1
1982/4/26,13.1,23.7,3.4
1982/4/27,11.1,18.4,5.4
1982/4/28,9.5,13.8,6.0
1982/4/29,13.4,21.7,4.1
1982/4/30,13.5,16.7,10.9
1982/5/1,14.7,16.7,12.5
