ダウンロードした時刻：2017/07/24 15:42:09

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,4.8,9.5,0.2
2010/1/2,6.3,11.4,0.9
2010/1/3,5.7,9.2,1.4
2010/1/4,6.5,9.6,3.7
2010/1/5,7.3,13.2,3.0
2010/1/6,6.5,10.4,3.7
2010/1/7,7.3,12.1,1.5
2010/1/8,7.6,11.3,4.6
2010/1/9,7.2,11.1,4.0
2010/1/10,7.0,11.7,2.8
2010/1/11,5.3,6.4,4.3
2010/1/12,3.9,5.1,3.1
2010/1/13,5.3,9.2,2.8
2010/1/14,3.8,8.0,0.1
2010/1/15,4.6,8.4,-0.3
2010/1/16,3.8,6.9,1.9
2010/1/17,4.9,9.2,1.4
2010/1/18,5.3,8.8,1.8
2010/1/19,8.4,13.8,1.7
2010/1/20,11.6,17.3,4.5
2010/1/21,13.0,18.0,6.6
2010/1/22,7.0,10.5,3.8
2010/1/23,6.3,10.1,2.6
2010/1/24,7.0,10.8,2.0
2010/1/25,8.2,14.7,2.5
2010/1/26,6.7,10.5,4.3
2010/1/27,7.2,12.7,1.5
2010/1/28,12.2,15.5,5.4
2010/1/29,8.9,11.6,6.5
2010/1/30,8.9,13.0,4.5
2010/1/31,9.2,12.4,5.2
2010/2/1,5.9,9.4,0.6
2010/2/2,4.2,7.5,1.0
2010/2/3,3.7,6.9,0.1
2010/2/4,2.9,6.6,-0.4
2010/2/5,4.9,9.4,0.4
2010/2/6,3.2,7.6,0.1
2010/2/7,4.9,9.6,0.3
2010/2/8,6.3,10.0,1.9
2010/2/9,11.8,21.0,3.7
2010/2/10,8.5,13.1,4.8
2010/2/11,4.5,6.0,1.9
2010/2/12,3.5,5.2,2.0
2010/2/13,2.2,4.0,1.1
2010/2/14,4.6,7.7,0.5
2010/2/15,5.3,6.5,4.3
2010/2/16,3.9,5.2,1.8
2010/2/17,3.1,5.0,1.4
2010/2/18,3.5,6.3,0.5
2010/2/19,5.7,9.1,1.4
2010/2/20,7.0,11.2,3.0
2010/2/21,6.1,9.3,4.0
2010/2/22,6.5,10.1,4.4
2010/2/23,9.7,14.7,4.2
2010/2/24,12.0,16.6,8.0
2010/2/25,13.9,18.3,8.7
2010/2/26,16.9,18.7,14.7
2010/2/27,10.9,14.7,7.7
2010/2/28,6.4,8.4,2.8
2010/3/1,9.0,14.7,6.3
2010/3/2,5.3,7.3,3.9
2010/3/3,8.4,13.5,4.0
2010/3/4,7.6,10.6,5.4
2010/3/5,12.5,18.2,5.5
2010/3/6,11.4,13.7,9.0
2010/3/7,6.2,9.3,3.7
2010/3/8,5.5,8.4,3.3
2010/3/9,3.5,5.6,0.9
2010/3/10,5.3,11.2,1.3
2010/3/11,8.6,12.6,3.9
2010/3/12,10.3,15.2,4.1
2010/3/13,16.1,21.4,9.3
2010/3/14,10.7,14.2,7.7
2010/3/15,13.7,18.0,7.8
2010/3/16,15.5,21.6,10.7
2010/3/17,9.8,12.8,7.2
2010/3/18,9.6,13.1,5.6
2010/3/19,8.7,12.0,4.8
2010/3/20,15.2,20.9,7.0
2010/3/21,15.3,21.1,6.9
2010/3/22,9.8,13.6,5.7
2010/3/23,10.9,14.7,7.8
2010/3/24,6.9,10.2,3.2
2010/3/25,5.3,7.2,3.2
2010/3/26,7.9,12.1,5.1
2010/3/27,8.1,12.3,4.4
2010/3/28,5.5,9.5,4.0
2010/3/29,4.4,8.3,2.4
2010/3/30,5.9,10.4,1.2
2010/3/31,9.1,14.5,2.6
2010/4/1,14.7,20.7,7.4
2010/4/2,15.2,20.0,10.4
2010/4/3,11.1,14.5,8.7
2010/4/4,8.8,10.9,7.0
2010/4/5,9.4,12.1,7.2
2010/4/6,14.8,19.1,11.2
2010/4/7,11.6,16.3,7.7
2010/4/8,8.9,13.1,6.1
2010/4/9,11.1,14.6,6.9
2010/4/10,15.6,20.2,11.3
2010/4/11,17.2,23.2,14.1
2010/4/12,8.6,14.3,6.2
2010/4/13,15.1,20.0,6.8
2010/4/14,13.9,17.4,10.9
2010/4/15,6.9,11.2,5.5
2010/4/16,5.2,7.4,2.3
2010/4/17,6.3,11.5,1.4
2010/4/18,12.0,16.5,6.0
2010/4/19,15.2,20.0,9.6
2010/4/20,15.6,18.1,13.3
2010/4/21,18.8,25.5,13.9
2010/4/22,9.1,14.2,7.0
2010/4/23,8.2,10.1,6.9
2010/4/24,11.2,16.7,7.2
2010/4/25,12.7,16.7,7.5
2010/4/26,14.4,19.9,9.2
2010/4/27,12.7,15.7,10.3
2010/4/28,14.1,15.4,12.5
2010/4/29,18.2,23.4,12.9
2010/4/30,15.2,20.0,10.9
2010/5/1,16.4,20.1,11.4
