ダウンロードした時刻：2017/07/24 15:43:40

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,6.4,9.1,3.9
1985/1/2,6.5,11.5,1.0
1985/1/3,6.4,8.3,3.0
1985/1/4,6.1,8.2,2.8
1985/1/5,5.2,7.2,4.2
1985/1/6,5.0,6.7,3.4
1985/1/7,4.5,7.2,1.2
1985/1/8,4.4,7.9,1.7
1985/1/9,5.6,7.7,3.0
1985/1/10,5.5,8.1,3.0
1985/1/11,3.9,7.6,1.5
1985/1/12,5.1,7.5,1.3
1985/1/13,1.1,4.0,-0.8
1985/1/14,-1.2,0.5,-3.1
1985/1/15,3.0,6.4,-0.2
1985/1/16,5.0,9.2,2.5
1985/1/17,3.2,5.3,1.2
1985/1/18,3.1,7.4,-0.6
1985/1/19,6.5,11.3,-1.0
1985/1/20,6.9,9.6,6.1
1985/1/21,4.6,7.9,0.0
1985/1/22,7.0,11.6,-0.2
1985/1/23,7.8,11.4,4.3
1985/1/24,5.0,8.3,2.3
1985/1/25,2.9,5.0,0.6
1985/1/26,4.3,6.5,1.8
1985/1/27,5.7,9.8,-0.1
1985/1/28,3.8,9.5,2.3
1985/1/29,1.3,3.3,-1.4
1985/1/30,0.3,1.6,-2.1
1985/1/31,3.7,6.3,0.0
1985/2/1,8.3,11.0,4.8
1985/2/2,7.8,10.3,6.5
1985/2/3,9.8,11.5,7.3
1985/2/4,7.7,11.5,3.7
1985/2/5,7.5,10.6,4.8
1985/2/6,7.3,12.5,3.8
1985/2/7,8.0,13.9,4.1
1985/2/8,8.8,14.3,3.3
1985/2/9,10.1,12.9,7.5
1985/2/10,6.5,7.8,5.0
1985/2/11,7.7,10.4,4.8
1985/2/12,9.6,11.9,6.7
1985/2/13,6.6,9.2,4.8
1985/2/14,3.7,6.3,0.1
1985/2/15,4.5,9.0,0.0
1985/2/16,7.4,11.1,2.2
1985/2/17,4.7,6.2,3.7
1985/2/18,4.7,7.9,2.1
1985/2/19,5.5,6.6,4.4
1985/2/20,6.7,9.0,3.8
1985/2/21,2.2,7.0,-0.3
1985/2/22,1.8,4.4,-0.7
1985/2/23,2.0,4.3,-0.8
1985/2/24,1.6,4.0,-0.1
1985/2/25,3.4,8.1,-0.3
1985/2/26,4.5,8.8,1.0
1985/2/27,6.2,10.8,2.9
1985/2/28,6.9,8.8,4.4
1985/3/1,8.3,11.1,6.7
1985/3/2,7.5,9.7,4.9
1985/3/3,6.5,11.0,2.1
1985/3/4,5.9,11.5,0.4
1985/3/5,6.0,9.5,2.9
1985/3/6,6.3,10.1,2.4
1985/3/7,7.7,12.1,2.3
1985/3/8,13.2,21.4,7.5
1985/3/9,8.0,10.8,6.8
1985/3/10,7.3,11.0,3.7
1985/3/11,4.4,6.4,2.1
1985/3/12,5.7,9.7,1.7
1985/3/13,5.6,9.1,1.5
1985/3/14,7.4,11.4,4.5
1985/3/15,5.9,10.6,0.9
1985/3/16,7.9,13.3,0.5
1985/3/17,10.0,11.3,8.7
1985/3/18,9.5,14.1,5.1
1985/3/19,8.0,11.4,3.8
1985/3/20,8.1,12.8,1.5
1985/3/21,9.0,13.0,4.9
1985/3/22,8.8,15.1,4.2
1985/3/23,8.8,15.4,4.0
1985/3/24,8.4,15.2,1.8
1985/3/25,16.5,20.2,5.5
1985/3/26,12.4,18.9,10.0
1985/3/27,11.0,11.9,10.1
1985/3/28,11.8,16.0,7.7
1985/3/29,10.3,13.8,7.6
1985/3/30,7.7,10.0,5.9
1985/3/31,6.6,9.6,2.5
1985/4/1,7.4,13.1,1.1
1985/4/2,11.1,17.9,4.1
1985/4/3,14.9,19.4,8.1
1985/4/4,12.8,17.3,11.5
1985/4/5,10.5,13.5,5.3
1985/4/6,9.4,13.8,2.7
1985/4/7,11.8,15.2,8.7
1985/4/8,12.7,18.3,8.0
1985/4/9,13.6,22.7,6.6
1985/4/10,13.3,18.0,7.8
1985/4/11,12.0,13.8,9.6
1985/4/12,10.2,11.0,9.1
1985/4/13,11.8,13.9,10.5
1985/4/14,12.0,14.5,10.5
1985/4/15,10.0,14.0,6.0
1985/4/16,10.4,15.1,5.9
1985/4/17,12.3,17.5,4.8
1985/4/18,12.2,16.0,8.4
1985/4/19,15.1,24.7,7.0
1985/4/20,13.5,16.7,8.3
1985/4/21,13.0,19.1,6.4
1985/4/22,14.3,17.3,12.1
1985/4/23,15.7,18.2,13.8
1985/4/24,12.3,15.6,7.7
1985/4/25,14.5,20.8,5.7
1985/4/26,17.4,23.1,11.5
1985/4/27,13.6,17.4,7.9
1985/4/28,13.0,18.9,5.8
1985/4/29,15.5,20.1,9.7
1985/4/30,16.1,23.2,10.2
1985/5/1,16.9,23.6,10.2
