ダウンロードした時刻：2017/07/24 15:47:09

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,7.1,11.6,1.2
1996/1/2,6.6,14.1,0.0
1996/1/3,8.5,13.0,4.1
1996/1/4,3.8,8.2,-0.2
1996/1/5,7.7,15.5,-0.6
1996/1/6,12.5,15.3,8.6
1996/1/7,14.4,18.1,8.3
1996/1/8,5.3,13.9,0.7
1996/1/9,3.5,6.2,0.5
1996/1/10,6.9,8.6,5.7
1996/1/11,6.5,10.5,0.4
1996/1/12,7.7,12.5,-0.1
1996/1/13,11.2,13.3,8.7
1996/1/14,14.4,17.2,12.3
1996/1/15,12.2,17.0,9.3
1996/1/16,7.3,9.3,5.3
1996/1/17,5.7,6.7,4.2
1996/1/18,6.0,7.6,4.0
1996/1/19,7.1,10.1,4.4
1996/1/20,6.5,8.7,2.9
1996/1/21,6.7,10.7,1.4
1996/1/22,7.3,8.8,4.4
1996/1/23,7.9,9.9,6.4
1996/1/24,5.9,7.8,2.5
1996/1/25,3.9,6.3,0.7
1996/1/26,4.0,6.5,0.9
1996/1/27,4.4,9.3,0.0
1996/1/28,6.3,10.6,0.8
1996/1/29,8.3,10.7,3.4
1996/1/30,5.3,8.4,3.7
1996/1/31,5.3,7.5,3.7
1996/2/1,3.1,5.7,1.2
1996/2/2,2.0,4.0,0.4
1996/2/3,3.5,5.9,0.4
1996/2/4,5.1,9.7,0.3
1996/2/5,5.1,9.9,1.8
1996/2/6,2.8,5.0,-0.4
1996/2/7,3.7,9.0,-2.3
1996/2/8,6.8,11.1,2.8
1996/2/9,3.7,7.3,0.8
1996/2/10,2.3,5.4,-0.6
1996/2/11,5.4,11.6,-3.1
1996/2/12,14.5,16.7,11.5
1996/2/13,15.9,20.3,10.6
1996/2/14,13.2,17.9,7.2
1996/2/15,12.5,15.0,7.9
1996/2/16,8.5,10.9,5.6
1996/2/17,7.4,9.7,5.8
1996/2/18,6.6,8.1,5.6
1996/2/19,5.4,7.9,2.3
1996/2/20,4.5,7.6,-0.1
1996/2/21,3.2,5.7,0.5
1996/2/22,5.4,8.7,2.1
1996/2/23,5.9,7.4,4.3
1996/2/24,7.2,9.7,4.4
1996/2/25,8.9,11.4,7.0
1996/2/26,8.6,11.5,7.1
1996/2/27,6.9,8.8,4.8
1996/2/28,5.4,11.0,0.4
1996/2/29,7.8,11.4,1.5
1996/3/1,7.9,10.4,5.5
1996/3/2,6.7,10.2,3.6
1996/3/3,8.1,11.2,3.6
1996/3/4,10.0,13.3,6.9
1996/3/5,7.3,11.0,1.7
1996/3/6,7.1,12.3,-0.7
1996/3/7,16.5,19.6,11.7
1996/3/8,9.0,12.8,7.4
1996/3/9,7.7,10.8,6.4
1996/3/10,6.7,9.3,4.8
1996/3/11,8.3,12.6,5.0
1996/3/12,6.7,9.9,3.2
1996/3/13,8.3,13.0,3.1
1996/3/14,8.7,13.6,2.6
1996/3/15,10.4,12.3,8.0
1996/3/16,12.3,17.6,6.7
1996/3/17,12.9,19.7,8.7
1996/3/18,8.5,11.6,5.2
1996/3/19,8.3,11.0,7.1
1996/3/20,10.6,13.9,6.6
1996/3/21,13.5,16.0,10.1
1996/3/22,11.6,14.2,9.7
1996/3/23,10.2,13.2,8.4
1996/3/24,9.2,11.9,7.5
1996/3/25,11.1,14.5,8.6
1996/3/26,12.0,16.2,8.7
1996/3/27,12.3,15.6,9.4
1996/3/28,11.2,13.8,8.3
1996/3/29,13.2,17.1,10.0
1996/3/30,14.4,18.5,11.3
1996/3/31,11.6,14.4,10.2
1996/4/1,9.7,11.7,7.7
1996/4/2,7.1,9.5,5.4
1996/4/3,7.6,10.1,5.2
1996/4/4,9.3,13.0,6.3
1996/4/5,10.1,15.9,2.7
1996/4/6,11.6,16.9,4.8
1996/4/7,14.5,17.3,11.0
1996/4/8,12.5,15.9,8.0
1996/4/9,11.8,16.9,7.1
1996/4/10,11.6,14.5,5.0
1996/4/11,9.7,12.5,4.0
1996/4/12,10.1,13.3,7.8
1996/4/13,10.0,15.1,4.9
1996/4/14,8.0,12.6,3.3
1996/4/15,12.8,16.6,9.5
1996/4/16,11.4,15.1,8.1
1996/4/17,16.5,20.1,11.6
1996/4/18,13.2,17.9,7.3
1996/4/19,10.6,12.5,9.5
1996/4/20,10.9,15.2,5.3
1996/4/21,10.5,15.9,4.5
1996/4/22,12.0,17.7,5.8
1996/4/23,12.1,19.4,4.3
1996/4/24,14.1,20.5,8.2
1996/4/25,14.7,20.5,7.6
1996/4/26,16.8,21.8,11.1
1996/4/27,17.3,23.0,11.3
1996/4/28,16.7,21.1,11.2
1996/4/29,17.0,18.7,15.4
1996/4/30,18.5,21.7,15.8
1996/5/1,16.0,17.9,14.8
