ダウンロードした時刻：2017/07/24 15:37:32

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,0.6,2.6,-0.9
1983/1/2,2.0,3.9,0.4
1983/1/3,2.8,4.6,0.0
1983/1/4,3.3,5.4,2.0
1983/1/5,3.3,6.7,1.0
1983/1/6,2.7,7.1,-1.6
1983/1/7,3.7,8.7,-2.3
1983/1/8,5.2,12.4,-0.2
1983/1/9,-1.0,0.1,-1.9
1983/1/10,-1.6,-0.3,-2.9
1983/1/11,0.3,2.7,-3.3
1983/1/12,2.7,3.7,0.8
1983/1/13,1.7,2.9,-0.6
1983/1/14,2.1,3.5,-1.5
1983/1/15,2.1,2.9,0.1
1983/1/16,2.5,4.9,0.1
1983/1/17,2.4,4.8,-0.2
1983/1/18,0.6,2.0,-1.1
1983/1/19,1.2,3.6,-2.2
1983/1/20,-0.5,1.7,-2.2
1983/1/21,-1.5,0.2,-3.5
1983/1/22,-1.2,0.3,-3.0
1983/1/23,0.3,2.9,-2.9
1983/1/24,2.2,4.1,-0.5
1983/1/25,4.7,7.5,2.5
1983/1/26,3.7,6.6,3.0
1983/1/27,5.7,8.4,2.9
1983/1/28,7.7,9.5,4.7
1983/1/29,9.2,12.2,6.3
1983/1/30,2.3,6.4,-1.3
1983/1/31,0.9,3.2,-2.3
1983/2/1,3.7,8.4,0.6
1983/2/2,2.5,4.8,-0.2
1983/2/3,2.2,4.1,0.3
1983/2/4,1.6,3.0,-0.5
1983/2/5,3.1,6.7,0.0
1983/2/6,2.5,5.6,-0.1
1983/2/7,0.5,4.3,-3.5
1983/2/8,-0.5,1.4,-2.9
1983/2/9,1.3,3.5,-1.6
1983/2/10,-1.4,0.6,-3.2
1983/2/11,-2.7,-0.5,-6.4
1983/2/12,-4.2,-3.2,-5.8
1983/2/13,-4.7,-3.5,-5.8
1983/2/14,-3.7,-1.1,-9.4
1983/2/15,0.4,6.7,-8.9
1983/2/16,0.4,2.8,-3.2
1983/2/17,0.9,2.6,-4.3
1983/2/18,2.1,4.8,0.4
1983/2/19,1.7,4.3,0.0
1983/2/20,2.2,4.3,-1.1
1983/2/21,-0.4,1.5,-2.4
1983/2/22,0.7,1.9,-1.4
1983/2/23,-0.2,3.4,-4.9
1983/2/24,-1.1,4.2,-5.7
1983/2/25,0.5,3.3,-3.3
1983/2/26,-1.7,1.6,-3.2
1983/2/27,0.2,2.6,-3.4
1983/2/28,4.2,7.2,0.7
1983/3/1,4.7,8.0,0.6
1983/3/2,3.6,5.7,0.5
1983/3/3,4.7,9.3,2.6
1983/3/4,2.4,5.4,0.5
1983/3/5,1.1,4.1,-0.7
1983/3/6,1.8,4.1,0.1
1983/3/7,-0.4,1.7,-1.8
1983/3/8,0.8,3.3,-3.1
1983/3/9,1.8,4.6,-2.7
1983/3/10,2.3,6.3,-2.8
1983/3/11,3.3,8.4,-1.2
1983/3/12,4.6,10.6,-2.0
1983/3/13,3.1,5.4,0.3
1983/3/14,1.4,3.0,-0.6
1983/3/15,1.0,4.6,-1.6
1983/3/16,3.0,7.5,-2.5
1983/3/17,5.5,7.4,3.7
1983/3/18,2.0,5.4,-0.8
1983/3/19,2.7,5.6,0.0
1983/3/20,4.5,11.1,-1.4
1983/3/21,5.9,9.3,1.3
1983/3/22,6.4,9.7,3.9
1983/3/23,7.7,13.4,2.4
1983/3/24,7.0,10.5,4.9
1983/3/25,5.1,9.1,1.1
1983/3/26,4.8,8.9,-0.8
1983/3/27,4.4,10.0,-0.6
1983/3/28,5.2,10.0,-1.0
1983/3/29,6.6,11.5,-0.7
1983/3/30,7.6,14.0,1.6
1983/3/31,7.7,14.4,-0.7
1983/4/1,11.2,14.0,6.5
1983/4/2,9.3,12.8,5.5
1983/4/3,9.0,11.9,5.0
1983/4/4,8.0,12.5,2.2
1983/4/5,8.3,13.8,2.2
1983/4/6,10.7,19.1,2.0
1983/4/7,12.2,18.9,6.1
1983/4/8,9.2,14.5,3.1
1983/4/9,10.0,16.6,0.3
1983/4/10,12.6,17.6,7.5
1983/4/11,12.4,15.5,10.7
1983/4/12,10.5,13.7,6.5
1983/4/13,8.9,14.8,2.1
1983/4/14,15.0,22.6,3.8
1983/4/15,14.2,16.6,12.5
1983/4/16,9.4,13.1,7.7
1983/4/17,9.3,11.5,6.9
1983/4/18,12.2,17.3,7.8
1983/4/19,13.2,17.3,8.7
1983/4/20,10.7,13.5,8.6
1983/4/21,11.8,16.4,3.5
1983/4/22,13.3,15.2,10.7
1983/4/23,12.2,15.5,8.0
1983/4/24,13.9,20.0,7.5
1983/4/25,14.6,22.8,7.3
1983/4/26,19.5,28.4,7.5
1983/4/27,18.4,24.3,13.2
1983/4/28,18.1,23.6,11.9
1983/4/29,15.4,21.0,9.8
1983/4/30,11.1,14.0,6.5
1983/5/1,12.7,19.2,5.1
