ダウンロードした時刻：2017/07/24 15:44:27

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,5.6,10.3,2.5
1983/1/2,5.8,8.0,2.3
1983/1/3,5.5,9.2,1.7
1983/1/4,5.8,10.2,1.8
1983/1/5,8.3,10.9,5.3
1983/1/6,9.2,13.3,7.6
1983/1/7,9.9,12.5,5.5
1983/1/8,9.5,12.8,4.4
1983/1/9,4.5,7.6,2.1
1983/1/10,1.9,4.5,-0.4
1983/1/11,3.4,6.9,-0.8
1983/1/12,5.9,8.3,4.2
1983/1/13,4.8,8.1,2.2
1983/1/14,4.3,7.4,0.7
1983/1/15,5.0,8.5,2.9
1983/1/16,5.4,9.4,1.3
1983/1/17,6.1,10.7,2.4
1983/1/18,6.4,8.0,5.4
1983/1/19,4.6,7.6,1.7
1983/1/20,1.8,5.1,-0.9
1983/1/21,1.2,4.7,-1.1
1983/1/22,-0.4,3.5,-2.6
1983/1/23,2.2,5.5,-2.6
1983/1/24,5.7,9.4,3.4
1983/1/25,4.6,8.7,0.9
1983/1/26,6.8,11.3,2.2
1983/1/27,6.7,9.7,2.6
1983/1/28,8.3,11.7,4.0
1983/1/29,8.9,12.4,4.5
1983/1/30,7.8,13.6,3.7
1983/1/31,4.7,9.2,1.4
1983/2/1,7.1,12.7,0.2
1983/2/2,9.0,10.5,7.3
1983/2/3,5.8,9.2,1.3
1983/2/4,4.5,9.0,0.9
1983/2/5,5.6,9.5,0.8
1983/2/6,8.4,12.0,3.8
1983/2/7,6.5,10.6,3.0
1983/2/8,5.0,7.8,0.7
1983/2/9,5.2,7.9,2.8
1983/2/10,2.6,5.9,0.1
1983/2/11,2.9,7.0,-0.5
1983/2/12,2.1,5.0,-0.8
1983/2/13,0.6,5.0,-2.9
1983/2/14,1.8,6.2,-2.6
1983/2/15,7.1,12.9,1.2
1983/2/16,6.9,10.0,2.6
1983/2/17,7.7,10.5,4.9
1983/2/18,4.2,7.0,0.6
1983/2/19,1.8,4.9,-0.5
1983/2/20,2.1,5.7,-0.7
1983/2/21,1.4,5.4,-3.4
1983/2/22,4.3,8.0,-0.2
1983/2/23,5.7,9.0,0.8
1983/2/24,6.1,9.3,3.9
1983/2/25,5.7,9.9,3.0
1983/2/26,4.1,8.9,1.2
1983/2/27,4.7,10.7,0.2
1983/2/28,6.1,10.8,1.6
1983/3/1,8.3,12.7,2.8
1983/3/2,12.8,17.5,8.8
1983/3/3,9.5,13.6,6.1
1983/3/4,6.9,10.9,4.9
1983/3/5,4.5,7.7,2.5
1983/3/6,4.6,8.8,1.3
1983/3/7,2.7,6.0,1.0
1983/3/8,2.8,7.5,-1.5
1983/3/9,5.1,9.8,-0.5
1983/3/10,6.9,10.0,4.7
1983/3/11,9.1,15.5,4.2
1983/3/12,9.8,13.5,4.4
1983/3/13,9.3,12.2,5.2
1983/3/14,4.6,8.7,2.4
1983/3/15,5.9,10.4,0.6
1983/3/16,8.6,11.6,6.3
1983/3/17,7.3,11.1,3.5
1983/3/18,4.5,7.4,2.6
1983/3/19,6.4,10.5,1.3
1983/3/20,10.4,15.2,3.8
1983/3/21,11.7,13.8,9.3
1983/3/22,12.8,19.7,7.7
1983/3/23,13.5,16.1,11.4
1983/3/24,10.7,15.9,6.6
1983/3/25,8.0,11.4,5.9
1983/3/26,8.1,12.0,3.1
1983/3/27,10.2,12.9,7.4
1983/3/28,10.8,15.7,8.5
1983/3/29,10.5,12.8,7.9
1983/3/30,11.3,13.2,8.7
1983/3/31,12.4,16.0,8.8
1983/4/1,11.9,15.6,9.8
1983/4/2,12.0,16.0,8.1
1983/4/3,11.8,15.1,9.2
1983/4/4,13.2,18.8,9.7
1983/4/5,12.6,18.4,7.4
1983/4/6,14.8,21.8,9.0
1983/4/7,15.7,19.7,12.3
1983/4/8,16.4,22.6,12.4
1983/4/9,15.2,19.6,9.7
1983/4/10,14.0,15.5,12.7
1983/4/11,16.1,19.4,13.0
1983/4/12,15.6,20.0,12.2
1983/4/13,15.3,20.7,10.2
1983/4/14,16.7,20.9,14.0
1983/4/15,18.0,19.6,14.9
1983/4/16,14.4,19.2,12.1
1983/4/17,12.8,15.6,11.4
1983/4/18,15.3,20.5,10.0
1983/4/19,17.3,18.6,15.3
1983/4/20,16.0,21.1,10.5
1983/4/21,14.5,19.6,7.4
1983/4/22,16.1,20.2,13.8
1983/4/23,16.0,20.7,11.4
1983/4/24,17.8,24.9,12.8
1983/4/25,19.4,27.0,12.8
1983/4/26,19.5,22.8,14.6
1983/4/27,20.5,24.1,18.2
1983/4/28,20.5,22.6,18.9
1983/4/29,18.6,22.9,14.3
1983/4/30,14.2,18.4,11.4
1983/5/1,13.9,17.8,11.3
