ダウンロードした時刻：2017/07/24 15:47:55

,種子島,種子島,種子島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,11.2,14.2,7.1
1985/1/2,13.3,16.9,7.8
1985/1/3,14.3,17.5,13.1
1985/1/4,11.6,13.9,8.5
1985/1/5,9.1,12.8,6.1
1985/1/6,10.0,12.1,8.5
1985/1/7,9.7,12.7,8.4
1985/1/8,9.0,9.9,7.1
1985/1/9,10.4,13.1,8.9
1985/1/10,10.3,13.0,7.8
1985/1/11,9.7,12.9,7.4
1985/1/12,11.8,15.0,9.2
1985/1/13,9.0,11.6,5.8
1985/1/14,5.6,8.6,2.7
1985/1/15,6.8,12.4,1.1
1985/1/16,12.2,15.2,9.8
1985/1/17,9.8,12.8,6.7
1985/1/18,9.5,11.6,8.4
1985/1/19,13.1,16.3,9.4
1985/1/20,12.7,15.7,9.6
1985/1/21,10.4,14.3,8.1
1985/1/22,12.8,17.1,8.1
1985/1/23,14.9,17.7,11.2
1985/1/24,11.7,13.8,9.6
1985/1/25,9.5,12.0,7.1
1985/1/26,9.1,10.7,6.6
1985/1/27,13.6,16.7,8.3
1985/1/28,10.8,16.1,7.7
1985/1/29,7.6,9.7,6.4
1985/1/30,5.1,7.5,3.1
1985/1/31,8.4,11.4,4.8
1985/2/1,13.7,16.1,9.4
1985/2/2,13.4,14.6,12.0
1985/2/3,14.8,16.9,13.1
1985/2/4,13.9,16.0,11.1
1985/2/5,15.5,18.4,13.4
1985/2/6,14.4,15.4,13.0
1985/2/7,15.2,16.6,13.6
1985/2/8,16.4,19.2,14.3
1985/2/9,17.5,20.8,14.7
1985/2/10,12.8,15.0,10.7
1985/2/11,12.1,14.7,10.3
1985/2/12,11.5,12.6,10.2
1985/2/13,11.7,15.0,9.0
1985/2/14,10.0,12.4,6.9
1985/2/15,10.5,13.7,4.7
1985/2/16,14.0,17.1,11.5
1985/2/17,11.8,14.4,8.1
1985/2/18,15.7,18.2,12.3
1985/2/19,15.4,18.8,12.1
1985/2/20,11.9,14.1,9.5
1985/2/21,8.7,10.7,6.9
1985/2/22,7.7,9.4,6.0
1985/2/23,8.8,11.1,7.4
1985/2/24,7.7,9.9,5.6
1985/2/25,9.0,12.6,4.5
1985/2/26,11.8,13.8,9.9
1985/2/27,15.0,16.9,12.8
1985/2/28,18.3,19.7,16.7
1985/3/1,16.0,18.4,12.4
1985/3/2,17.0,20.4,13.3
1985/3/3,14.5,16.7,13.2
1985/3/4,13.3,16.0,11.7
1985/3/5,10.7,12.7,9.6
1985/3/6,13.5,18.1,8.8
1985/3/7,16.7,20.0,10.6
1985/3/8,19.4,21.7,17.1
1985/3/9,14.5,18.6,12.8
1985/3/10,13.6,14.8,10.3
1985/3/11,15.2,20.0,11.7
1985/3/12,12.0,15.0,9.9
1985/3/13,13.6,15.6,11.9
1985/3/14,13.1,14.0,12.1
1985/3/15,13.9,15.8,13.0
1985/3/16,17.0,20.1,14.1
1985/3/17,17.7,20.3,15.5
1985/3/18,16.2,18.3,14.7
1985/3/19,16.2,17.3,13.7
1985/3/20,14.3,15.5,13.5
1985/3/21,15.0,18.2,13.2
1985/3/22,15.5,16.8,14.3
1985/3/23,14.9,16.2,14.0
1985/3/24,17.5,19.6,15.3
1985/3/25,18.7,21.1,16.6
1985/3/26,20.0,22.2,18.5
1985/3/27,19.8,21.2,18.4
1985/3/28,18.4,20.9,16.9
1985/3/29,15.7,18.3,12.2
1985/3/30,12.2,15.0,10.3
1985/3/31,12.0,14.5,9.6
1985/4/1,12.3,15.5,9.7
1985/4/2,15.4,18.4,10.5
1985/4/3,17.9,19.1,16.1
1985/4/4,16.4,18.4,14.6
1985/4/5,16.2,18.6,13.8
1985/4/6,17.6,20.1,13.4
1985/4/7,17.4,19.3,14.8
1985/4/8,18.5,22.4,16.3
1985/4/9,19.0,23.1,14.8
1985/4/10,19.4,22.1,17.0
1985/4/11,19.2,20.3,17.8
1985/4/12,16.5,18.4,14.5
1985/4/13,17.1,20.3,14.6
1985/4/14,18.1,20.7,15.8
1985/4/15,18.1,20.1,16.4
1985/4/16,16.6,18.8,13.3
1985/4/17,18.2,20.8,16.3
1985/4/18,16.9,20.2,13.6
1985/4/19,18.6,22.6,12.4
1985/4/20,20.5,23.1,17.9
1985/4/21,20.5,23.4,18.0
1985/4/22,20.3,23.0,18.3
1985/4/23,20.4,24.1,19.1
1985/4/24,19.6,22.9,16.0
1985/4/25,19.5,23.0,15.8
1985/4/26,20.0,24.1,15.8
1985/4/27,17.4,19.9,16.3
1985/4/28,18.0,21.6,12.7
1985/4/29,18.1,22.8,13.7
1985/4/30,19.4,22.9,13.9
1985/5/1,20.4,23.2,17.9
