ダウンロードした時刻：2017/07/24 15:44:58

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,7.9,12.7,4.5
1992/1/2,7.4,11.8,3.8
1992/1/3,8.3,12.8,3.9
1992/1/4,7.4,10.3,3.3
1992/1/5,6.2,10.8,1.1
1992/1/6,7.6,9.1,6.1
1992/1/7,11.1,16.8,7.4
1992/1/8,10.6,13.2,8.3
1992/1/9,8.5,10.3,6.7
1992/1/10,8.1,9.8,5.4
1992/1/11,6.2,10.9,2.2
1992/1/12,7.1,13.2,2.6
1992/1/13,8.1,13.0,3.8
1992/1/14,6.8,9.0,3.3
1992/1/15,4.4,6.9,1.5
1992/1/16,4.3,10.3,-0.9
1992/1/17,6.3,10.7,2.9
1992/1/18,4.9,7.2,2.8
1992/1/19,5.2,8.2,2.5
1992/1/20,4.2,8.1,1.5
1992/1/21,4.7,8.8,0.9
1992/1/22,7.1,11.6,3.3
1992/1/23,6.1,9.7,2.2
1992/1/24,5.8,9.5,2.3
1992/1/25,6.1,11.4,0.5
1992/1/26,8.6,14.5,4.0
1992/1/27,8.6,13.5,3.2
1992/1/28,8.2,14.5,2.4
1992/1/29,10.1,15.1,4.0
1992/1/30,9.2,11.2,7.8
1992/1/31,7.0,9.7,3.3
1992/2/1,4.3,6.4,2.9
1992/2/2,4.4,8.2,1.8
1992/2/3,8.9,15.8,2.6
1992/2/4,9.9,15.7,5.7
1992/2/5,5.8,9.4,3.1
1992/2/6,5.7,11.4,0.4
1992/2/7,7.1,9.3,4.5
1992/2/8,5.9,9.0,3.8
1992/2/9,5.0,8.1,1.6
1992/2/10,5.0,10.4,0.0
1992/2/11,5.7,8.4,3.5
1992/2/12,5.1,9.1,0.4
1992/2/13,7.0,12.3,1.7
1992/2/14,7.1,9.8,3.5
1992/2/15,6.4,10.7,2.1
1992/2/16,7.0,11.1,4.8
1992/2/17,5.5,9.1,2.4
1992/2/18,6.6,11.5,1.5
1992/2/19,7.6,10.8,5.4
1992/2/20,5.7,7.3,3.6
1992/2/21,4.3,7.7,2.4
1992/2/22,4.7,7.5,2.7
1992/2/23,5.2,10.0,-0.4
1992/2/24,5.8,8.8,4.1
1992/2/25,5.7,9.3,4.2
1992/2/26,5.6,9.6,1.2
1992/2/27,8.3,16.3,1.0
1992/2/28,10.3,15.7,4.3
1992/2/29,15.6,19.8,10.9
1992/3/1,15.6,18.1,11.3
1992/3/2,8.6,11.3,6.1
1992/3/3,6.6,9.8,3.9
1992/3/4,8.6,12.9,4.2
1992/3/5,10.1,14.1,7.2
1992/3/6,8.4,11.1,5.4
1992/3/7,6.4,9.9,3.5
1992/3/8,7.2,12.7,1.6
1992/3/9,10.6,16.2,5.0
1992/3/10,12.0,16.0,9.3
1992/3/11,10.5,15.2,5.4
1992/3/12,11.3,17.3,5.2
1992/3/13,11.9,18.2,6.7
1992/3/14,14.0,20.3,6.9
1992/3/15,15.9,18.7,12.0
1992/3/16,10.5,12.2,8.3
1992/3/17,6.5,8.3,4.1
1992/3/18,8.1,9.8,6.1
1992/3/19,9.3,11.4,6.9
1992/3/20,9.7,13.3,7.7
1992/3/21,7.5,10.5,5.6
1992/3/22,7.8,11.6,4.0
1992/3/23,9.7,14.4,4.3
1992/3/24,12.0,15.7,10.2
1992/3/25,12.9,16.8,10.3
1992/3/26,10.4,12.3,9.3
1992/3/27,8.4,9.9,7.0
1992/3/28,10.8,13.7,8.2
1992/3/29,12.6,14.7,11.1
1992/3/30,13.5,17.1,9.4
1992/3/31,12.4,18.4,6.7
1992/4/1,13.6,15.8,10.9
1992/4/2,15.4,19.0,12.1
1992/4/3,14.4,19.8,8.7
1992/4/4,13.6,15.3,11.2
1992/4/5,13.8,16.7,11.6
1992/4/6,14.8,20.8,9.1
1992/4/7,14.4,18.8,11.1
1992/4/8,13.6,17.7,8.4
1992/4/9,17.5,21.8,12.0
1992/4/10,17.3,21.9,15.1
1992/4/11,14.5,17.3,10.8
1992/4/12,10.2,14.9,7.1
1992/4/13,10.3,13.8,7.9
1992/4/14,10.5,15.0,5.3
1992/4/15,13.6,21.4,6.7
1992/4/16,12.6,15.7,9.4
1992/4/17,11.6,16.3,6.3
1992/4/18,16.8,22.1,8.8
1992/4/19,14.8,19.5,9.8
1992/4/20,15.1,22.2,7.1
1992/4/21,17.5,24.8,10.0
1992/4/22,18.3,21.7,12.5
1992/4/23,16.2,22.6,9.1
1992/4/24,18.0,21.4,13.6
1992/4/25,17.2,21.2,13.2
1992/4/26,15.7,22.1,9.8
1992/4/27,17.6,22.2,10.6
1992/4/28,19.2,23.2,14.6
1992/4/29,19.4,23.2,15.5
1992/4/30,15.4,20.7,11.9
1992/5/1,14.6,19.0,10.7
