ダウンロードした時刻：2017/07/24 15:45:33

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,7.6,12.8,2.3
2007/1/2,9.3,10.6,7.6
2007/1/3,8.9,12.5,5.5
2007/1/4,7.6,12.1,4.7
2007/1/5,7.9,12.1,4.6
2007/1/6,7.0,12.2,3.0
2007/1/7,6.1,8.8,3.1
2007/1/8,7.2,10.1,2.1
2007/1/9,5.0,10.3,0.9
2007/1/10,6.2,11.5,2.4
2007/1/11,5.3,10.7,1.2
2007/1/12,6.3,10.8,1.5
2007/1/13,6.5,9.7,3.8
2007/1/14,5.5,10.1,1.5
2007/1/15,5.9,11.7,1.1
2007/1/16,8.2,10.4,5.2
2007/1/17,9.3,12.0,7.6
2007/1/18,7.8,11.9,4.3
2007/1/19,6.9,11.7,2.9
2007/1/20,8.0,12.6,5.2
2007/1/21,7.6,10.3,5.0
2007/1/22,7.1,11.7,2.3
2007/1/23,6.7,11.8,2.0
2007/1/24,8.0,12.5,5.4
2007/1/25,6.7,11.5,2.6
2007/1/26,8.4,14.0,2.8
2007/1/27,7.6,10.5,5.3
2007/1/28,6.8,9.4,2.9
2007/1/29,5.1,9.1,0.4
2007/1/30,6.9,11.6,1.4
2007/1/31,7.3,10.8,2.6
2007/2/1,4.6,7.2,2.0
2007/2/2,2.0,6.2,-0.1
2007/2/3,5.3,9.7,-0.9
2007/2/4,9.7,14.1,4.9
2007/2/5,8.4,15.1,3.3
2007/2/6,11.1,16.9,5.2
2007/2/7,11.4,16.4,7.8
2007/2/8,10.5,14.8,5.9
2007/2/9,12.5,14.2,10.1
2007/2/10,10.6,12.2,7.5
2007/2/11,7.8,12.1,4.0
2007/2/12,7.2,12.9,2.6
2007/2/13,9.8,15.4,3.7
2007/2/14,14.3,19.7,9.0
2007/2/15,7.3,10.6,3.4
2007/2/16,6.6,11.2,2.2
2007/2/17,7.1,8.5,4.4
2007/2/18,10.5,15.0,7.3
2007/2/19,9.6,14.4,5.1
2007/2/20,8.9,15.1,3.5
2007/2/21,10.1,17.9,3.9
2007/2/22,10.9,17.2,4.4
2007/2/23,11.6,15.8,8.6
2007/2/24,7.1,10.5,4.1
2007/2/25,6.1,8.7,3.9
2007/2/26,9.2,14.9,2.7
2007/2/27,10.7,14.2,7.1
2007/2/28,9.5,14.4,4.6
2007/3/1,8.5,16.2,1.6
2007/3/2,11.2,18.1,5.6
2007/3/3,14.4,18.8,10.5
2007/3/4,17.2,21.8,11.4
2007/3/5,13.6,20.6,8.7
2007/3/6,6.7,9.6,2.1
2007/3/7,4.8,8.1,1.1
2007/3/8,5.9,9.4,3.5
2007/3/9,6.1,11.2,0.9
2007/3/10,7.3,12.6,2.5
2007/3/11,7.5,9.8,5.0
2007/3/12,7.3,11.1,3.3
2007/3/13,7.0,11.9,1.9
2007/3/14,7.5,12.8,2.1
2007/3/15,6.6,10.4,4.9
2007/3/16,8.5,12.1,5.7
2007/3/17,8.3,13.4,4.5
2007/3/18,7.0,13.0,1.4
2007/3/19,7.5,11.3,2.8
2007/3/20,7.8,14.0,3.9
2007/3/21,8.6,14.9,2.2
2007/3/22,10.9,16.1,5.9
2007/3/23,12.4,18.5,5.8
2007/3/24,16.0,19.5,11.2
2007/3/25,14.6,17.6,9.7
2007/3/26,13.4,18.9,8.1
2007/3/27,12.2,15.6,8.4
2007/3/28,13.4,19.3,7.4
2007/3/29,17.9,24.0,10.4
2007/3/30,16.8,20.7,11.1
2007/3/31,16.9,24.4,8.6
2007/4/1,16.6,20.1,13.3
2007/4/2,14.1,17.2,11.4
2007/4/3,11.1,14.3,8.8
2007/4/4,8.8,12.8,4.8
2007/4/5,9.3,16.0,2.6
2007/4/6,12.4,17.0,7.2
2007/4/7,13.3,17.4,9.7
2007/4/8,12.6,17.2,6.8
2007/4/9,13.3,18.8,8.1
2007/4/10,13.4,18.7,7.3
2007/4/11,14.6,20.6,9.9
2007/4/12,15.1,20.9,8.9
2007/4/13,18.3,23.6,12.9
2007/4/14,15.2,19.0,12.1
2007/4/15,14.6,18.6,11.1
2007/4/16,12.5,14.9,10.6
2007/4/17,12.0,16.2,7.4
2007/4/18,9.0,11.5,7.0
2007/4/19,11.4,17.9,5.4
2007/4/20,16.5,23.9,8.1
2007/4/21,19.7,25.2,13.8
2007/4/22,19.1,22.0,16.4
2007/4/23,15.9,20.2,11.8
2007/4/24,14.0,18.7,10.2
2007/4/25,15.0,19.4,11.3
2007/4/26,15.5,21.2,9.6
2007/4/27,15.6,19.9,10.1
2007/4/28,16.6,21.3,11.9
2007/4/29,16.6,23.9,8.9
2007/4/30,18.4,24.2,11.7
2007/5/1,17.7,23.5,13.2
