ダウンロードした時刻：2017/07/24 15:47:03

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/1/1,6.9,11.2,3.5
2012/1/2,7.0,9.8,4.1
2012/1/3,6.7,11.2,3.8
2012/1/4,4.1,6.7,1.3
2012/1/5,4.5,8.6,0.4
2012/1/6,4.0,9.6,-1.9
2012/1/7,5.7,10.7,0.4
2012/1/8,5.4,10.8,0.1
2012/1/9,7.3,11.0,2.7
2012/1/10,5.8,10.8,0.2
2012/1/11,6.1,9.0,2.1
2012/1/12,3.8,9.3,-1.5
2012/1/13,5.8,9.1,1.3
2012/1/14,6.7,10.7,2.2
2012/1/15,6.8,8.2,4.0
2012/1/16,6.0,8.0,4.4
2012/1/17,6.8,10.4,3.1
2012/1/18,7.1,12.0,1.5
2012/1/19,8.8,9.6,7.8
2012/1/20,10.0,11.4,8.5
2012/1/21,9.3,11.9,6.6
2012/1/22,8.3,12.2,5.1
2012/1/23,5.6,9.5,1.4
2012/1/24,2.3,5.5,1.1
2012/1/25,1.8,5.6,-0.1
2012/1/26,2.1,6.2,-1.5
2012/1/27,3.2,8.9,-2.1
2012/1/28,6.1,10.4,2.3
2012/1/29,6.8,11.7,1.7
2012/1/30,5.6,10.4,1.7
2012/1/31,3.8,8.9,-1.0
2012/2/1,5.6,11.1,0.2
2012/2/2,0.0,3.0,-2.9
2012/2/3,1.2,6.9,-3.6
2012/2/4,5.0,10.0,-0.8
2012/2/5,4.3,9.0,-0.9
2012/2/6,7.6,10.0,5.5
2012/2/7,8.1,10.5,4.0
2012/2/8,1.8,4.2,0.2
2012/2/9,3.2,7.4,0.6
2012/2/10,4.2,8.3,-0.2
2012/2/11,5.3,10.1,0.4
2012/2/12,4.5,9.9,-1.4
2012/2/13,5.9,7.9,3.7
2012/2/14,8.0,10.0,7.0
2012/2/15,9.0,11.0,7.6
2012/2/16,7.1,11.2,3.8
2012/2/17,4.4,7.1,1.6
2012/2/18,2.0,5.5,0.0
2012/2/19,1.8,6.4,-2.6
2012/2/20,2.7,8.7,-3.3
2012/2/21,6.0,9.3,2.2
2012/2/22,7.1,8.7,5.6
2012/2/23,11.1,17.2,8.0
2012/2/24,9.2,11.5,7.5
2012/2/25,8.6,10.4,7.0
2012/2/26,6.7,8.8,2.8
2012/2/27,5.3,10.4,0.4
2012/2/28,6.1,8.7,3.8
2012/2/29,6.2,9.8,3.6
2012/3/1,7.9,9.4,5.1
2012/3/2,10.6,13.0,8.9
2012/3/3,10.9,13.5,9.0
2012/3/4,8.6,10.5,7.9
2012/3/5,9.7,11.8,7.9
2012/3/6,13.0,18.5,9.3
2012/3/7,10.4,11.7,9.1
2012/3/8,8.7,11.1,6.0
2012/3/9,8.9,11.5,7.5
2012/3/10,9.7,13.4,6.2
2012/3/11,7.5,13.7,2.2
2012/3/12,5.1,9.1,3.2
2012/3/13,4.9,9.6,-0.1
2012/3/14,6.3,12.7,0.1
2012/3/15,9.4,16.1,2.8
2012/3/16,8.8,12.8,5.6
2012/3/17,15.2,20.5,12.3
2012/3/18,12.5,15.9,10.1
2012/3/19,10.1,11.9,7.5
2012/3/20,9.5,13.7,6.2
2012/3/21,9.1,14.6,3.1
2012/3/22,10.2,15.8,3.3
2012/3/23,11.2,13.5,10.0
2012/3/24,11.5,15.6,8.3
2012/3/25,9.0,13.2,6.5
2012/3/26,8.5,12.8,4.6
2012/3/27,9.3,17.3,1.0
2012/3/28,14.5,20.4,8.6
2012/3/29,12.1,17.3,5.3
2012/3/30,16.3,23.9,8.8
2012/3/31,12.9,16.6,8.2
2012/4/1,10.7,14.2,6.7
2012/4/2,11.9,19.9,3.4
2012/4/3,14.5,20.2,8.5
2012/4/4,12.4,18.6,7.3
2012/4/5,15.1,21.5,10.0
2012/4/6,12.6,16.9,9.5
2012/4/7,10.8,14.7,5.5
2012/4/8,10.9,18.6,2.8
2012/4/9,15.1,23.6,8.5
2012/4/10,15.6,19.6,10.6
2012/4/11,18.4,22.3,15.6
2012/4/12,16.7,20.6,12.8
2012/4/13,12.3,16.0,10.6
2012/4/14,15.1,20.7,11.4
2012/4/15,13.7,18.9,8.7
2012/4/16,15.6,20.5,12.9
2012/4/17,16.0,20.7,10.6
2012/4/18,15.8,19.6,11.0
2012/4/19,15.6,18.6,12.8
2012/4/20,14.5,15.9,13.6
2012/4/21,17.7,23.0,14.2
2012/4/22,17.5,21.1,15.2
2012/4/23,17.1,21.5,11.8
2012/4/24,18.7,25.4,12.0
2012/4/25,17.3,23.5,14.1
2012/4/26,17.8,22.8,12.7
2012/4/27,15.7,21.3,7.9
2012/4/28,16.7,23.5,10.7
2012/4/29,18.2,24.8,10.8
2012/4/30,16.9,18.3,15.7
2012/5/1,18.5,21.1,16.0
