ダウンロードした時刻：2017/07/24 15:40:48

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,4.8,9.4,1.2
1996/1/2,4.0,9.9,-2.2
1996/1/3,5.4,10.8,0.5
1996/1/4,3.8,7.3,1.2
1996/1/5,5.0,9.5,1.6
1996/1/6,8.3,13.5,3.7
1996/1/7,6.9,14.1,0.5
1996/1/8,5.4,8.4,0.6
1996/1/9,-1.0,0.8,-2.0
1996/1/10,1.4,6.0,-1.4
1996/1/11,3.1,9.1,-2.8
1996/1/12,4.4,10.1,-1.1
1996/1/13,4.9,12.2,-1.1
1996/1/14,5.2,8.3,0.4
1996/1/15,8.5,11.3,5.8
1996/1/16,9.4,14.0,5.9
1996/1/17,6.1,9.5,2.3
1996/1/18,5.9,9.8,2.9
1996/1/19,4.6,9.2,0.4
1996/1/20,6.6,12.0,3.6
1996/1/21,6.8,11.9,3.5
1996/1/22,3.5,6.0,0.8
1996/1/23,4.6,10.0,0.6
1996/1/24,1.9,4.7,0.0
1996/1/25,1.0,4.2,-2.4
1996/1/26,1.7,5.4,-0.1
1996/1/27,1.9,8.3,-3.2
1996/1/28,3.3,9.2,-2.8
1996/1/29,3.8,10.5,-0.2
1996/1/30,1.2,5.5,-1.8
1996/1/31,0.5,4.0,-1.6
1996/2/1,1.0,5.1,-1.7
1996/2/2,-1.4,1.7,-3.2
1996/2/3,-1.2,4.5,-5.1
1996/2/4,2.2,7.4,-1.6
1996/2/5,2.8,8.2,-1.7
1996/2/6,0.4,3.4,-1.8
1996/2/7,2.4,7.8,-2.4
1996/2/8,3.5,8.9,-2.2
1996/2/9,4.2,9.8,-0.1
1996/2/10,1.3,5.2,-1.2
1996/2/11,2.5,8.9,-3.3
1996/2/12,5.4,12.5,-1.5
1996/2/13,7.8,10.6,4.1
1996/2/14,11.9,20.2,4.2
1996/2/15,10.6,19.0,3.9
1996/2/16,5.3,10.3,2.6
1996/2/17,1.9,3.7,0.1
1996/2/18,3.7,9.3,0.5
1996/2/19,2.7,6.5,-0.1
1996/2/20,2.1,7.1,-2.3
1996/2/21,2.5,9.0,-1.9
1996/2/22,2.8,8.9,-2.9
1996/2/23,2.5,8.7,-1.5
1996/2/24,3.8,9.6,-1.8
1996/2/25,4.6,8.6,1.0
1996/2/26,7.2,12.3,2.9
1996/2/27,6.1,12.0,2.9
1996/2/28,6.3,11.5,1.7
1996/2/29,6.8,13.4,-0.6
1996/3/1,7.2,11.9,4.2
1996/3/2,4.5,8.9,1.2
1996/3/3,4.4,9.8,0.1
1996/3/4,4.2,11.6,0.0
1996/3/5,2.2,6.2,-0.9
1996/3/6,4.0,10.8,-2.2
1996/3/7,2.5,8.7,-1.0
1996/3/8,3.9,7.1,1.2
1996/3/9,5.3,9.7,1.0
1996/3/10,5.6,12.0,0.5
1996/3/11,5.6,12.1,0.7
1996/3/12,3.2,7.7,-0.1
1996/3/13,6.0,12.2,-0.1
1996/3/14,9.3,16.9,1.2
1996/3/15,7.9,10.1,6.5
1996/3/16,11.5,17.1,5.7
1996/3/17,10.5,13.9,8.2
1996/3/18,8.0,11.1,3.9
1996/3/19,5.5,10.6,0.6
1996/3/20,7.7,12.6,2.9
1996/3/21,11.0,17.5,3.7
1996/3/22,11.4,18.8,8.1
1996/3/23,8.0,12.2,4.6
1996/3/24,8.0,13.3,3.6
1996/3/25,9.8,13.4,7.5
1996/3/26,11.3,18.6,5.6
1996/3/27,11.2,16.6,5.0
1996/3/28,12.2,19.2,5.5
1996/3/29,10.6,15.2,6.2
1996/3/30,12.8,15.4,9.6
1996/3/31,13.9,17.1,11.7
1996/4/1,10.3,14.7,6.3
1996/4/2,7.0,11.9,2.7
1996/4/3,5.8,11.8,1.3
1996/4/4,6.7,12.6,0.9
1996/4/5,7.1,13.3,2.6
1996/4/6,10.2,18.0,1.7
1996/4/7,11.5,17.1,7.4
1996/4/8,12.5,18.4,6.9
1996/4/9,12.0,17.6,5.8
1996/4/10,10.4,15.8,5.3
1996/4/11,7.1,12.0,2.3
1996/4/12,5.6,11.3,1.2
1996/4/13,7.5,13.7,1.0
1996/4/14,10.5,18.5,1.4
1996/4/15,12.9,17.9,9.8
1996/4/16,11.5,13.0,10.5
1996/4/17,14.6,20.2,7.9
1996/4/18,14.0,19.8,9.6
1996/4/19,9.3,13.3,6.5
1996/4/20,10.4,16.2,6.7
1996/4/21,9.6,15.9,4.0
1996/4/22,11.8,19.7,3.2
1996/4/23,14.8,21.1,10.0
1996/4/24,16.1,24.4,9.0
1996/4/25,17.6,27.1,10.2
1996/4/26,17.9,24.3,11.6
1996/4/27,20.1,28.0,11.9
1996/4/28,20.2,26.9,13.9
1996/4/29,19.8,27.6,12.0
1996/4/30,20.2,24.3,18.0
1996/5/1,17.5,20.3,15.0
