ダウンロードした時刻：2017/07/24 15:38:36

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,13.7,15.5,10.8
1997/1/2,6.3,11.3,2.2
1997/1/3,3.4,4.6,2.2
1997/1/4,3.2,3.9,1.8
1997/1/5,4.2,5.5,3.0
1997/1/6,7.4,9.1,4.3
1997/1/7,6.2,9.8,3.1
1997/1/8,3.5,4.7,1.7
1997/1/9,4.1,5.2,2.3
1997/1/10,4.7,5.5,3.0
1997/1/11,4.4,6.7,2.7
1997/1/12,4.4,7.6,1.9
1997/1/13,5.2,9.6,1.2
1997/1/14,6.4,10.9,2.2
1997/1/15,2.8,3.7,2.0
1997/1/16,5.0,8.0,2.7
1997/1/17,5.8,8.2,2.6
1997/1/18,5.4,10.2,2.8
1997/1/19,2.8,3.8,1.6
1997/1/20,4.8,7.3,1.4
1997/1/21,-0.1,6.5,-3.5
1997/1/22,0.6,3.1,-4.5
1997/1/23,5.1,6.8,2.1
1997/1/24,2.5,7.6,-0.5
1997/1/25,1.4,3.4,-0.7
1997/1/26,3.0,4.3,1.4
1997/1/27,4.7,7.8,2.8
1997/1/28,3.8,7.4,1.9
1997/1/29,2.7,6.7,0.4
1997/1/30,1.9,3.1,-0.2
1997/1/31,3.2,4.6,2.0
1997/2/1,3.6,5.8,1.5
1997/2/2,3.9,6.4,1.0
1997/2/3,4.3,7.4,0.7
1997/2/4,3.2,5.3,0.8
1997/2/5,3.9,5.8,2.1
1997/2/6,4.0,7.2,2.0
1997/2/7,3.1,5.4,-0.4
1997/2/8,5.1,8.2,0.0
1997/2/9,5.1,7.5,1.0
1997/2/10,4.3,6.1,1.0
1997/2/11,5.2,9.2,1.4
1997/2/12,2.7,5.0,0.4
1997/2/13,2.0,3.6,0.0
1997/2/14,4.0,5.7,0.6
1997/2/15,6.2,9.9,2.0
1997/2/16,6.5,9.1,2.8
1997/2/17,2.9,5.7,0.4
1997/2/18,1.8,2.5,0.2
1997/2/19,2.4,6.0,-0.8
1997/2/20,6.5,8.4,3.4
1997/2/21,1.6,7.7,-3.0
1997/2/22,-0.9,1.2,-3.6
1997/2/23,2.6,4.5,0.1
1997/2/24,5.4,9.1,1.5
1997/2/25,8.0,12.1,3.3
1997/2/26,6.1,8.0,3.3
1997/2/27,3.1,5.5,-0.2
1997/2/28,9.8,15.4,-0.7
1997/3/1,6.6,14.0,1.6
1997/3/2,3.6,7.5,-0.3
1997/3/3,0.7,3.0,-1.4
1997/3/4,4.9,7.7,0.6
1997/3/5,7.4,10.6,2.6
1997/3/6,11.5,15.9,6.2
1997/3/7,9.2,13.2,5.2
1997/3/8,5.6,8.6,0.5
1997/3/9,4.0,5.8,3.0
1997/3/10,5.8,8.9,0.5
1997/3/11,6.2,10.8,3.3
1997/3/12,3.7,6.2,0.5
1997/3/13,5.8,10.1,0.2
1997/3/14,9.1,12.8,5.5
1997/3/15,7.2,9.0,5.7
1997/3/16,5.9,6.9,4.3
1997/3/17,3.4,6.3,0.0
1997/3/18,3.1,7.6,-0.8
1997/3/19,5.2,8.8,0.7
1997/3/20,6.0,9.3,1.7
1997/3/21,8.4,13.0,1.2
1997/3/22,7.0,10.6,3.1
1997/3/23,4.8,7.9,1.8
1997/3/24,3.4,6.3,0.9
1997/3/25,8.8,11.6,5.9
1997/3/26,8.0,11.3,4.0
1997/3/27,7.1,10.9,3.1
1997/3/28,9.1,13.4,3.0
1997/3/29,13.5,17.2,9.4
1997/3/30,7.6,12.3,3.7
1997/3/31,5.9,8.3,3.1
1997/4/1,7.8,10.9,2.5
1997/4/2,8.7,12.4,4.7
1997/4/3,9.6,11.3,7.6
1997/4/4,9.8,11.3,8.8
1997/4/5,10.0,11.3,8.6
1997/4/6,10.3,13.0,9.3
1997/4/7,10.0,12.0,8.5
1997/4/8,9.7,11.9,8.5
1997/4/9,10.9,14.8,8.8
1997/4/10,10.8,12.4,9.0
1997/4/11,8.6,11.5,2.7
1997/4/12,9.9,12.5,3.2
1997/4/13,12.6,14.7,10.6
1997/4/14,9.8,14.5,3.5
1997/4/15,7.9,11.9,3.5
1997/4/16,6.6,11.0,1.9
1997/4/17,9.8,14.4,2.2
1997/4/18,10.6,13.5,8.1
1997/4/19,9.5,12.9,6.4
1997/4/20,9.8,14.1,5.5
1997/4/21,15.3,21.6,6.9
1997/4/22,11.7,13.4,9.2
1997/4/23,8.4,10.7,6.6
1997/4/24,9.6,11.6,7.0
1997/4/25,11.6,14.5,6.4
1997/4/26,12.9,15.7,10.2
1997/4/27,14.4,17.6,11.7
1997/4/28,16.9,23.1,11.9
1997/4/29,16.1,20.3,11.3
1997/4/30,13.2,16.8,7.5
1997/5/1,13.7,19.6,5.6
