ダウンロードした時刻：2017/07/24 15:44:43

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,7.4,10.1,5.2
1996/1/2,6.0,10.0,1.8
1996/1/3,7.2,13.4,2.4
1996/1/4,4.6,7.1,2.5
1996/1/5,5.9,8.9,0.3
1996/1/6,9.0,12.0,6.4
1996/1/7,9.1,14.8,4.2
1996/1/8,7.5,11.4,2.1
1996/1/9,2.2,4.6,0.7
1996/1/10,4.5,7.3,2.3
1996/1/11,6.2,9.6,2.6
1996/1/12,7.0,10.7,3.2
1996/1/13,7.3,12.3,2.0
1996/1/14,9.2,13.8,4.6
1996/1/15,12.1,15.3,9.7
1996/1/16,11.1,14.4,7.0
1996/1/17,7.2,9.6,4.9
1996/1/18,5.8,7.9,3.7
1996/1/19,5.4,8.2,3.1
1996/1/20,7.2,10.3,5.1
1996/1/21,7.0,10.9,2.9
1996/1/22,5.0,6.7,3.8
1996/1/23,5.9,9.2,2.7
1996/1/24,5.2,8.3,2.2
1996/1/25,4.1,6.4,0.5
1996/1/26,2.9,6.3,1.4
1996/1/27,3.5,6.9,0.0
1996/1/28,4.6,8.8,-0.6
1996/1/29,6.7,10.2,4.1
1996/1/30,4.9,8.6,1.3
1996/1/31,3.1,5.9,0.9
1996/2/1,2.6,5.1,0.8
1996/2/2,1.1,2.8,-0.9
1996/2/3,3.4,6.8,0.4
1996/2/4,4.8,8.4,0.5
1996/2/5,5.1,10.1,1.3
1996/2/6,2.1,5.0,0.0
1996/2/7,3.1,6.7,0.9
1996/2/8,4.8,9.5,-0.8
1996/2/9,5.9,8.1,1.7
1996/2/10,2.2,5.4,0.7
1996/2/11,4.0,8.0,-0.7
1996/2/12,7.0,12.2,1.1
1996/2/13,11.2,16.3,6.3
1996/2/14,14.3,20.4,9.4
1996/2/15,11.1,14.7,6.1
1996/2/16,5.8,10.0,2.8
1996/2/17,1.4,2.9,0.0
1996/2/18,3.0,7.0,0.5
1996/2/19,2.8,7.4,0.6
1996/2/20,3.4,7.8,-0.4
1996/2/21,3.5,7.8,0.9
1996/2/22,3.2,6.4,-0.3
1996/2/23,4.9,8.6,0.4
1996/2/24,4.6,8.1,2.3
1996/2/25,4.5,7.9,1.9
1996/2/26,6.8,10.1,3.2
1996/2/27,7.4,10.4,5.7
1996/2/28,7.4,10.6,5.0
1996/2/29,8.0,14.6,2.4
1996/3/1,8.2,12.1,4.9
1996/3/2,5.7,9.5,3.2
1996/3/3,5.8,8.7,3.0
1996/3/4,6.7,11.5,1.5
1996/3/5,3.3,6.2,0.9
1996/3/6,5.2,9.7,2.1
1996/3/7,4.7,7.8,1.6
1996/3/8,9.0,15.3,5.5
1996/3/9,6.5,9.0,4.3
1996/3/10,6.7,10.5,3.3
1996/3/11,6.8,10.8,3.2
1996/3/12,4.1,7.6,1.1
1996/3/13,7.1,11.6,1.9
1996/3/14,10.2,14.9,3.8
1996/3/15,9.8,11.9,8.1
1996/3/16,11.0,16.5,5.6
1996/3/17,12.7,16.4,10.5
1996/3/18,8.8,11.2,5.5
1996/3/19,6.6,10.7,3.2
1996/3/20,8.8,13.7,4.7
1996/3/21,12.9,18.9,7.0
1996/3/22,12.1,15.1,8.2
1996/3/23,7.1,9.8,4.4
1996/3/24,8.8,13.6,3.1
1996/3/25,10.4,12.9,8.9
1996/3/26,11.2,16.6,7.2
1996/3/27,11.0,15.9,6.2
1996/3/28,11.7,17.4,8.1
1996/3/29,11.8,17.6,8.1
1996/3/30,16.0,20.8,12.2
1996/3/31,14.2,17.3,12.0
1996/4/1,10.0,12.6,6.5
1996/4/2,7.4,11.6,4.5
1996/4/3,6.2,10.0,3.6
1996/4/4,6.9,10.8,3.0
1996/4/5,9.4,13.5,5.8
1996/4/6,11.2,15.5,5.3
1996/4/7,12.0,15.5,8.6
1996/4/8,12.8,16.7,9.0
1996/4/9,12.3,16.3,8.5
1996/4/10,10.8,14.5,7.5
1996/4/11,8.0,12.4,4.3
1996/4/12,6.3,9.9,2.6
1996/4/13,9.0,13.1,3.3
1996/4/14,11.4,16.1,4.7
1996/4/15,12.9,17.5,9.6
1996/4/16,12.8,14.1,11.8
1996/4/17,15.3,19.4,8.6
1996/4/18,15.6,18.7,11.5
1996/4/19,10.2,13.6,8.1
1996/4/20,9.7,13.6,7.1
1996/4/21,9.7,14.1,5.4
1996/4/22,12.5,18.3,4.9
1996/4/23,15.0,20.0,8.7
1996/4/24,17.1,23.1,11.0
1996/4/25,18.3,25.1,12.2
1996/4/26,18.2,22.8,13.7
1996/4/27,18.9,24.1,13.4
1996/4/28,20.7,25.7,15.2
1996/4/29,20.3,26.5,16.2
1996/4/30,19.8,22.5,16.9
1996/5/1,19.0,22.3,15.9
