ダウンロードした時刻：2017/07/24 15:42:01

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,6.8,12.9,1.8
2016/1/2,8.5,17.1,1.0
2016/1/3,9.2,16.2,3.3
2016/1/4,10.0,17.6,3.5
2016/1/5,10.6,16.4,3.8
2016/1/6,11.0,14.0,8.6
2016/1/7,10.6,16.7,6.0
2016/1/8,8.2,14.2,2.2
2016/1/9,7.7,12.7,2.4
2016/1/10,7.3,13.9,1.0
2016/1/11,7.3,12.7,2.7
2016/1/12,7.1,9.6,3.0
2016/1/13,6.8,13.2,0.6
2016/1/14,7.8,13.7,1.2
2016/1/15,6.5,11.3,1.0
2016/1/16,6.6,11.9,1.5
2016/1/17,7.6,11.9,2.9
2016/1/18,8.5,11.5,6.0
2016/1/19,4.7,8.6,1.7
2016/1/20,5.4,11.8,0.3
2016/1/21,5.2,10.6,-0.6
2016/1/22,6.9,11.4,2.1
2016/1/23,5.5,8.6,2.8
2016/1/24,2.2,5.2,-1.1
2016/1/25,2.2,7.7,-3.2
2016/1/26,3.9,10.8,-2.0
2016/1/27,5.3,12.7,-1.4
2016/1/28,7.0,13.2,0.5
2016/1/29,7.4,8.1,6.4
2016/1/30,7.1,8.1,6.3
2016/1/31,8.3,12.5,5.5
2016/2/1,6.5,10.1,3.0
2016/2/2,7.2,12.0,3.9
2016/2/3,6.1,11.7,1.9
2016/2/4,6.1,12.5,1.1
2016/2/5,6.9,13.0,1.0
2016/2/6,7.4,12.3,2.0
2016/2/7,6.9,10.8,2.3
2016/2/8,5.9,11.4,1.3
2016/2/9,7.5,12.3,2.0
2016/2/10,5.8,11.0,-0.3
2016/2/11,6.9,12.5,1.0
2016/2/12,7.9,10.3,3.3
2016/2/13,12.6,17.7,6.4
2016/2/14,18.3,22.6,15.6
2016/2/15,12.1,16.6,5.4
2016/2/16,6.5,11.6,1.2
2016/2/17,7.5,12.4,3.4
2016/2/18,6.9,12.5,2.6
2016/2/19,10.7,18.4,3.2
2016/2/20,9.4,12.0,7.1
2016/2/21,13.3,18.5,8.8
2016/2/22,9.1,12.3,5.2
2016/2/23,10.7,17.6,6.2
2016/2/24,8.8,13.1,5.5
2016/2/25,6.3,10.2,2.2
2016/2/26,6.0,12.3,0.1
2016/2/27,7.8,13.8,0.9
2016/2/28,10.0,14.6,4.0
2016/2/29,10.1,15.3,5.6
2016/3/1,6.3,10.5,3.5
2016/3/2,6.7,12.4,0.7
2016/3/3,10.7,20.1,1.3
2016/3/4,11.5,16.5,5.6
2016/3/5,13.2,18.8,8.7
2016/3/6,14.0,18.2,8.8
2016/3/7,14.3,15.5,12.3
2016/3/8,15.4,20.3,10.7
2016/3/9,11.9,14.9,9.4
2016/3/10,8.6,9.8,7.6
2016/3/11,7.3,9.0,6.2
2016/3/12,8.7,12.7,5.2
2016/3/13,9.0,14.0,3.6
2016/3/14,7.8,9.0,6.9
2016/3/15,9.7,14.2,6.5
2016/3/16,10.8,14.6,5.9
2016/3/17,12.0,18.4,5.3
2016/3/18,13.5,19.0,6.8
2016/3/19,15.3,20.1,12.8
2016/3/20,14.0,17.1,11.5
2016/3/21,11.4,14.4,9.4
2016/3/22,11.9,16.7,8.0
2016/3/23,12.5,20.3,5.6
2016/3/24,9.9,12.2,8.4
2016/3/25,9.6,13.1,5.6
2016/3/26,10.5,15.3,7.3
2016/3/27,11.8,16.3,6.3
2016/3/28,11.6,16.2,8.6
2016/3/29,12.5,17.1,6.3
2016/3/30,15.6,21.2,8.9
2016/3/31,15.0,19.2,9.5
2016/4/1,14.1,16.7,10.7
2016/4/2,13.6,16.2,11.2
2016/4/3,15.3,19.5,12.1
2016/4/4,17.1,21.2,13.3
2016/4/5,14.3,17.8,10.8
2016/4/6,15.0,20.5,10.3
2016/4/7,14.9,21.1,10.7
2016/4/8,17.6,21.0,13.9
2016/4/9,16.6,20.4,12.3
2016/4/10,15.7,20.5,11.2
2016/4/11,15.6,22.4,10.5
2016/4/12,12.3,15.7,8.6
2016/4/13,14.7,19.1,12.7
2016/4/14,17.1,22.2,12.9
2016/4/15,18.4,23.3,14.5
2016/4/16,16.6,20.8,12.1
2016/4/17,18.1,21.2,15.1
2016/4/18,18.7,25.9,11.1
2016/4/19,18.6,24.2,12.9
2016/4/20,16.1,19.8,12.8
2016/4/21,15.6,19.2,13.1
2016/4/22,19.0,24.5,14.0
2016/4/23,18.5,21.1,16.6
2016/4/24,17.8,21.3,15.7
2016/4/25,18.5,23.1,14.4
2016/4/26,18.9,24.5,13.5
2016/4/27,17.8,21.1,13.8
2016/4/28,16.7,19.2,13.9
2016/4/29,17.2,21.6,13.4
2016/4/30,16.8,19.9,11.6
2016/5/1,20.8,29.6,11.9
