ダウンロードした時刻：2017/07/24 15:45:12

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,10.3,14.9,6.9
2000/1/2,9.6,12.0,6.5
2000/1/3,12.6,17.1,9.2
2000/1/4,11.3,15.6,7.2
2000/1/5,12.0,16.7,8.1
2000/1/6,14.7,18.1,11.4
2000/1/7,14.0,17.5,7.6
2000/1/8,9.3,12.1,6.2
2000/1/9,9.2,12.3,6.5
2000/1/10,12.4,16.6,8.4
2000/1/11,8.9,13.3,5.6
2000/1/12,10.9,14.4,7.4
2000/1/13,14.8,17.4,13.5
2000/1/14,12.2,15.2,8.6
2000/1/15,9.9,13.9,5.9
2000/1/16,10.9,13.1,8.6
2000/1/17,11.4,14.8,9.3
2000/1/18,10.3,14.2,8.1
2000/1/19,9.8,14.3,6.8
2000/1/20,4.4,7.9,0.5
2000/1/21,2.5,5.7,0.5
2000/1/22,4.6,7.9,0.5
2000/1/23,12.0,15.9,7.1
2000/1/24,12.0,13.6,9.8
2000/1/25,9.1,12.7,4.2
2000/1/26,4.9,7.2,3.5
2000/1/27,4.1,8.5,1.1
2000/1/28,4.4,8.4,0.2
2000/1/29,7.8,12.6,3.4
2000/1/30,9.1,11.8,6.4
2000/1/31,6.1,9.0,4.1
2000/2/1,5.4,9.3,1.2
2000/2/2,8.0,12.1,5.7
2000/2/3,8.7,11.9,4.5
2000/2/4,6.9,10.0,3.6
2000/2/5,7.9,13.2,2.1
2000/2/6,11.1,14.4,7.5
2000/2/7,9.6,13.4,6.1
2000/2/8,5.7,11.4,1.7
2000/2/9,3.9,7.0,0.4
2000/2/10,5.8,10.3,2.6
2000/2/11,8.6,13.6,3.1
2000/2/12,10.0,13.4,6.7
2000/2/13,10.0,14.5,5.7
2000/2/14,9.7,10.8,8.4
2000/2/15,5.6,10.9,1.5
2000/2/16,3.4,6.1,1.4
2000/2/17,4.4,8.2,0.8
2000/2/18,5.2,8.8,2.5
2000/2/19,5.9,8.6,3.0
2000/2/20,8.5,13.0,6.3
2000/2/21,6.4,10.1,3.8
2000/2/22,5.6,9.1,2.8
2000/2/23,6.4,9.6,2.8
2000/2/24,7.3,11.6,1.9
2000/2/25,3.8,8.4,0.1
2000/2/26,4.7,6.2,3.2
2000/2/27,5.8,10.0,3.3
2000/2/28,6.9,12.1,1.7
2000/2/29,4.3,8.7,1.1
2000/3/1,7.0,12.2,3.0
2000/3/2,10.7,15.4,6.5
2000/3/3,12.1,16.4,6.6
2000/3/4,15.4,17.8,11.7
2000/3/5,13.6,16.7,10.2
2000/3/6,12.6,17.2,9.0
2000/3/7,11.9,16.1,8.1
2000/3/8,6.9,10.8,4.0
2000/3/9,6.4,10.7,3.4
2000/3/10,7.7,12.1,3.4
2000/3/11,8.4,11.3,6.6
2000/3/12,8.9,13.2,6.1
2000/3/13,11.1,15.1,7.8
2000/3/14,10.0,14.2,4.3
2000/3/15,10.7,14.9,5.5
2000/3/16,14.3,20.4,9.0
2000/3/17,8.9,12.6,5.1
2000/3/18,10.0,15.1,3.2
2000/3/19,12.3,16.5,9.8
2000/3/20,10.5,15.2,6.6
2000/3/21,10.9,15.8,5.0
2000/3/22,11.9,15.6,8.6
2000/3/23,13.9,17.4,8.9
2000/3/24,11.8,18.1,9.0
2000/3/25,9.6,12.7,7.5
2000/3/26,11.5,14.9,8.0
2000/3/27,13.5,18.4,6.6
2000/3/28,15.6,18.5,13.5
2000/3/29,13.1,15.6,10.0
2000/3/30,12.7,16.5,9.5
2000/3/31,14.3,19.1,9.0
2000/4/1,14.1,18.2,10.0
2000/4/2,12.6,15.5,8.3
2000/4/3,14.0,16.0,12.6
2000/4/4,14.4,16.5,13.3
2000/4/5,15.7,19.7,12.6
2000/4/6,15.1,19.0,12.0
2000/4/7,16.3,20.9,11.8
2000/4/8,16.8,21.0,13.0
2000/4/9,15.9,19.9,11.5
2000/4/10,16.5,18.6,13.7
2000/4/11,12.2,15.7,8.7
2000/4/12,14.4,18.7,9.2
2000/4/13,15.7,20.6,11.1
2000/4/14,18.0,21.4,14.4
2000/4/15,14.2,18.0,12.6
2000/4/16,13.2,18.1,9.0
2000/4/17,12.8,16.6,6.6
2000/4/18,16.8,20.6,11.4
2000/4/19,17.8,20.9,15.0
2000/4/20,16.4,20.0,14.1
2000/4/21,16.1,17.1,15.1
2000/4/22,17.1,19.9,13.9
2000/4/23,17.3,20.4,12.1
2000/4/24,15.3,18.3,11.6
2000/4/25,15.7,19.7,9.8
2000/4/26,14.0,16.8,12.6
2000/4/27,16.6,20.1,13.7
2000/4/28,14.4,18.2,11.8
2000/4/29,14.4,18.9,9.3
2000/4/30,15.4,18.9,11.7
2000/5/1,16.0,19.9,13.8
