É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:13

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2003/1/1,-6.3,-2.8,-9.7
2003/1/2,-6.5,-1.2,-12.4
2003/1/3,-3.2,0.8,-9.0
2003/1/4,0.4,4.5,-4.1
2003/1/5,-4.2,-0.9,-7.5
2003/1/6,-3.2,-1.0,-6.4
2003/1/7,-3.9,-1.9,-5.8
2003/1/8,-1.9,0.0,-4.4
2003/1/9,1.3,5.9,-3.5
2003/1/10,-1.8,2.2,-5.6
2003/1/11,-4.3,-1.2,-8.0
2003/1/12,-3.7,-0.8,-6.1
2003/1/13,0.4,4.1,-4.7
2003/1/14,-3.6,2.5,-11.5
2003/1/15,-10.8,-8.5,-14.8
2003/1/16,-4.2,-1.4,-10.7
2003/1/17,-2.5,-0.8,-5.0
2003/1/18,-2.3,0.4,-4.3
2003/1/19,-4.7,-2.7,-9.5
2003/1/20,-8.4,-5.3,-12.0
2003/1/21,-8.2,-6.1,-9.7
2003/1/22,-6.1,-2.9,-11.0
2003/1/23,-3.0,0.2,-5.2
2003/1/24,-3.0,-0.5,-6.4
2003/1/25,-1.6,0.0,-2.7
2003/1/26,-3.0,-0.3,-6.7
2003/1/27,-1.7,1.8,-8.5
2003/1/28,2.1,5.0,0.3
2003/1/29,-3.4,0.4,-7.2
2003/1/30,-4.5,-2.3,-6.6
2003/1/31,-4.5,-2.9,-5.7
2003/2/1,-2.0,-0.6,-3.9
2003/2/2,-3.3,-1.2,-5.5
2003/2/3,-3.9,0.2,-8.9
2003/2/4,-3.4,0.3,-6.0
2003/2/5,-5.4,-0.8,-10.1
2003/2/6,-6.8,-2.8,-13.0
2003/2/7,-0.6,3.1,-3.5
2003/2/8,1.5,6.7,-2.9
2003/2/9,2.2,5.2,-0.8
2003/2/10,-0.3,3.6,-4.1
2003/2/11,-3.0,-0.6,-5.7
2003/2/12,-6.3,-3.5,-9.0
2003/2/13,-6.0,-3.4,-8.5
2003/2/14,-4.7,-3.0,-6.4
2003/2/15,-1.8,0.8,-4.2
2003/2/16,-1.2,1.3,-4.9
2003/2/17,-2.9,0.3,-5.1
2003/2/18,-4.3,-0.4,-7.5
2003/2/19,-4.5,-1.4,-7.8
2003/2/20,-6.1,-4.6,-8.4
2003/2/21,-6.2,-2.6,-10.6
2003/2/22,-4.8,-0.5,-7.8
2003/2/23,-5.7,-1.4,-10.6
2003/2/24,-5.4,-0.3,-11.5
2003/2/25,-4.5,-2.3,-7.8
2003/2/26,-3.5,-1.8,-5.5
2003/2/27,-4.5,-2.0,-8.1
2003/2/28,-1.2,3.5,-7.9
2003/3/1,2.7,8.2,-2.5
2003/3/2,1.7,4.6,-0.9
2003/3/3,-0.4,0.8,-1.8
2003/3/4,-3.2,-0.8,-4.8
2003/3/5,-1.7,1.1,-5.6
2003/3/6,1.0,4.0,-1.7
2003/3/7,-0.3,2.5,-2.7
2003/3/8,-1.8,0.5,-4.3
2003/3/9,-5.1,-1.2,-9.1
2003/3/10,-6.2,-2.7,-10.3
2003/3/11,-3.9,-1.0,-6.8
2003/3/12,-2.3,1.3,-5.8
2003/3/13,-0.8,2.4,-3.2
2003/3/14,0.4,5.9,-5.9
2003/3/15,2.1,4.8,-2.6
2003/3/16,1.6,6.5,-1.5
2003/3/17,-0.1,3.7,-4.4
2003/3/18,0.5,3.9,-3.1
2003/3/19,0.0,3.4,-2.7
2003/3/20,-0.3,2.2,-2.1
2003/3/21,-1.4,1.8,-3.8
2003/3/22,1.9,7.4,-5.8
2003/3/23,5.0,10.6,-1.3
2003/3/24,6.7,12.0,-0.8
2003/3/25,7.1,12.7,3.4
2003/3/26,5.0,9.2,2.7
2003/3/27,3.0,4.0,1.7
2003/3/28,4.0,6.3,1.6
2003/3/29,1.1,3.4,-0.4
2003/3/30,1.6,4.8,-0.8
2003/3/31,2.6,7.9,-3.0
2003/4/1,5.0,9.2,0.9
2003/4/2,5.2,9.1,0.9
2003/4/3,5.9,11.6,0.1
2003/4/4,6.3,10.5,2.4
2003/4/5,4.9,9.6,0.0
2003/4/6,4.9,7.1,3.5
2003/4/7,8.7,14.6,3.8
2003/4/8,8.6,13.9,4.7
2003/4/9,1.9,4.7,-0.2
2003/4/10,6.1,12.7,-1.8
2003/4/11,8.4,14.1,1.6
2003/4/12,7.6,11.5,4.1
2003/4/13,7.5,10.1,4.6
2003/4/14,7.7,12.0,4.8
2003/4/15,9.7,17.7,2.1
2003/4/16,10.4,16.9,5.2
2003/4/17,13.5,21.0,5.4
2003/4/18,10.1,13.4,6.9
2003/4/19,6.1,8.6,4.7
2003/4/20,7.8,12.4,5.0
2003/4/21,4.5,6.8,2.3
2003/4/22,9.6,16.0,2.2
2003/4/23,10.2,14.8,6.9
2003/4/24,10.0,14.2,7.0
2003/4/25,12.2,18.5,8.3
2003/4/26,9.9,13.5,7.1
2003/4/27,11.0,19.4,5.3
2003/4/28,12.7,18.1,8.0
2003/4/29,12.1,16.2,7.5
2003/4/30,6.5,10.2,3.1
2003/5/1,8.9,14.6,2.2
