É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:31

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1999/1/1,0.7,7.3,-4.5
1999/1/2,0.8,8.0,-5.2
1999/1/3,1.8,9.2,-3.4
1999/1/4,1.2,9.2,-4.6
1999/1/5,0.9,7.8,-4.7
1999/1/6,3.3,9.9,-3.8
1999/1/7,5.2,12.4,-0.2
1999/1/8,0.7,5.6,-3.2
1999/1/9,-1.2,4.7,-6.7
1999/1/10,0.3,6.8,-4.9
1999/1/11,1.2,8.0,-3.9
1999/1/12,1.5,9.3,-4.6
1999/1/13,1.9,9.6,-4.8
1999/1/14,2.0,10.2,-3.8
1999/1/15,1.1,6.0,-2.2
1999/1/16,3.5,11.8,-4.3
1999/1/17,2.0,7.7,-2.7
1999/1/18,3.9,10.5,-1.5
1999/1/19,3.4,8.1,-2.2
1999/1/20,6.4,14.6,-1.3
1999/1/21,3.3,8.4,-2.2
1999/1/22,2.1,9.8,-5.0
1999/1/23,4.6,11.7,-2.6
1999/1/24,4.7,6.5,3.5
1999/1/25,5.2,6.8,3.5
1999/1/26,6.9,15.1,1.3
1999/1/27,5.1,10.4,0.5
1999/1/28,5.9,15.4,-1.4
1999/1/29,3.4,10.1,-1.6
1999/1/30,0.7,5.5,-3.3
1999/1/31,2.4,10.5,-4.5
1999/2/1,4.7,12.2,-1.9
1999/2/2,2.6,10.7,-1.9
1999/2/3,0.0,4.8,-3.2
1999/2/4,-0.6,5.6,-6.3
1999/2/5,1.1,7.8,-4.9
1999/2/6,2.0,8.9,-3.9
1999/2/7,3.2,11.0,-5.1
1999/2/8,4.7,13.6,-2.5
1999/2/9,3.5,10.6,-2.5
1999/2/10,4.1,12.2,-1.9
1999/2/11,1.6,4.4,0.4
1999/2/12,2.6,8.2,-1.7
1999/2/13,0.2,4.4,-3.2
1999/2/14,-0.2,7.6,-7.5
1999/2/15,2.0,8.7,-5.4
1999/2/16,4.7,13.1,-2.7
1999/2/17,6.7,14.6,-1.5
1999/2/18,6.8,13.0,0.3
1999/2/19,2.5,6.5,-0.5
1999/2/20,2.4,8.0,-1.7
1999/2/21,1.7,7.7,-3.0
1999/2/22,2.4,11.7,-5.1
1999/2/23,4.4,12.1,-2.6
1999/2/24,2.4,5.8,-1.5
1999/2/25,6.3,13.3,1.2
1999/2/26,5.4,11.0,-1.7
1999/2/27,8.8,19.2,0.8
1999/2/28,3.8,11.1,-1.9
1999/3/1,5.1,13.2,-2.6
1999/3/2,7.9,17.1,-0.6
1999/3/3,6.5,12.2,0.7
1999/3/4,9.1,17.9,-0.6
1999/3/5,10.9,17.7,1.8
1999/3/6,10.0,16.0,5.1
1999/3/7,4.2,6.6,1.9
1999/3/8,6.3,11.8,0.3
1999/3/9,2.4,4.6,0.7
1999/3/10,4.4,9.0,1.5
1999/3/11,3.9,7.1,0.5
1999/3/12,3.7,9.9,0.0
1999/3/13,5.1,11.5,-1.8
1999/3/14,11.4,18.9,2.7
1999/3/15,12.1,15.5,7.8
1999/3/16,10.9,19.5,5.7
1999/3/17,10.7,16.5,2.7
1999/3/18,14.9,21.2,9.3
1999/3/19,13.8,17.1,8.2
1999/3/20,5.0,8.2,1.7
1999/3/21,2.8,6.6,0.3
1999/3/22,4.6,8.8,-0.4
1999/3/23,4.6,12.2,-2.9
1999/3/24,9.7,16.3,3.5
1999/3/25,12.1,18.6,7.1
1999/3/26,13.7,19.7,8.1
1999/3/27,10.0,15.2,5.1
1999/3/28,7.2,11.9,4.1
1999/3/29,4.6,10.8,0.7
1999/3/30,4.4,8.9,-2.1
1999/3/31,7.1,13.2,3.2
1999/4/1,9.8,17.0,3.2
1999/4/2,13.5,22.4,5.8
1999/4/3,9.0,14.3,6.1
1999/4/4,9.8,15.8,5.1
1999/4/5,12.5,17.7,7.9
1999/4/6,7.5,11.9,4.8
1999/4/7,7.5,13.8,3.3
1999/4/8,5.4,11.2,1.1
1999/4/9,8.2,16.5,-0.8
1999/4/10,9.0,13.5,4.7
1999/4/11,13.0,17.3,9.8
1999/4/12,15.5,20.1,13.1
1999/4/13,15.4,22.9,12.3
1999/4/14,13.2,20.3,7.2
1999/4/15,12.8,19.2,5.0
1999/4/16,13.6,19.0,9.5
1999/4/17,14.5,21.6,6.8
1999/4/18,14.4,17.8,12.6
1999/4/19,13.0,15.6,10.7
1999/4/20,16.8,24.8,10.8
1999/4/21,15.0,21.7,11.5
1999/4/22,16.2,23.5,9.2
1999/4/23,15.1,19.2,11.5
1999/4/24,13.2,15.2,11.2
1999/4/25,13.9,15.2,12.4
1999/4/26,17.0,22.9,13.9
1999/4/27,17.8,24.2,12.7
1999/4/28,16.0,21.1,11.7
1999/4/29,11.6,18.0,7.2
1999/4/30,11.4,18.2,2.5
1999/5/1,14.3,21.8,6.2
