ダウンロードした時刻：2017/07/24 15:41:26

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,6.7,9.0,2.3
1993/1/2,6.1,10.7,3.2
1993/1/3,8.6,12.8,3.7
1993/1/4,8.1,11.2,5.4
1993/1/5,5.7,8.9,2.6
1993/1/6,6.8,12.6,0.5
1993/1/7,9.4,14.7,5.9
1993/1/8,9.2,12.2,6.5
1993/1/9,7.1,7.8,5.0
1993/1/10,6.3,10.8,3.9
1993/1/11,7.3,9.6,5.2
1993/1/12,6.4,9.1,3.8
1993/1/13,9.6,11.9,3.4
1993/1/14,9.0,10.4,7.8
1993/1/15,8.7,9.3,6.7
1993/1/16,8.9,10.0,4.8
1993/1/17,6.9,10.6,3.7
1993/1/18,5.7,9.5,2.7
1993/1/19,5.3,9.6,1.7
1993/1/20,5.6,9.9,1.9
1993/1/21,4.6,8.0,1.3
1993/1/22,5.4,7.9,1.3
1993/1/23,7.1,8.0,6.1
1993/1/24,8.8,9.6,7.8
1993/1/25,11.1,12.9,9.5
1993/1/26,9.1,10.3,6.5
1993/1/27,10.4,12.6,5.4
1993/1/28,4.7,10.5,1.0
1993/1/29,5.1,9.3,1.4
1993/1/30,6.2,10.7,2.6
1993/1/31,7.2,11.2,3.1
1993/2/1,4.7,7.9,1.4
1993/2/2,3.2,7.5,0.1
1993/2/3,5.2,9.5,1.0
1993/2/4,8.5,14.0,3.5
1993/2/5,7.6,9.0,6.1
1993/2/6,11.7,19.0,2.4
1993/2/7,15.8,18.9,10.5
1993/2/8,6.1,10.8,2.5
1993/2/9,4.8,7.4,1.8
1993/2/10,5.1,8.7,1.3
1993/2/11,6.2,11.0,1.6
1993/2/12,6.7,11.8,1.4
1993/2/13,7.9,11.6,2.4
1993/2/14,6.4,9.4,1.8
1993/2/15,4.9,9.7,-0.5
1993/2/16,9.9,13.9,4.0
1993/2/17,11.8,17.3,9.1
1993/2/18,9.5,12.3,7.3
1993/2/19,7.0,10.3,3.9
1993/2/20,5.0,6.9,1.9
1993/2/21,9.5,13.6,4.6
1993/2/22,10.0,15.3,6.8
1993/2/23,7.3,10.9,4.8
1993/2/24,5.4,9.4,2.6
1993/2/25,4.9,8.5,0.7
1993/2/26,5.8,8.9,1.1
1993/2/27,10.8,13.1,7.4
1993/2/28,9.9,12.1,7.1
1993/3/1,7.4,11.0,3.3
1993/3/2,5.3,9.1,2.7
1993/3/3,6.5,10.3,1.6
1993/3/4,8.4,9.9,5.2
1993/3/5,10.4,12.6,7.5
1993/3/6,12.0,14.7,8.6
1993/3/7,11.5,15.5,5.0
1993/3/8,4.8,6.5,3.4
1993/3/9,5.0,7.0,3.4
1993/3/10,5.9,7.5,4.6
1993/3/11,6.9,10.1,2.4
1993/3/12,4.8,7.2,2.7
1993/3/13,5.7,8.6,3.0
1993/3/14,5.8,9.0,2.2
1993/3/15,5.4,7.0,4.4
1993/3/16,5.1,6.6,3.8
1993/3/17,5.3,8.3,1.1
1993/3/18,6.3,9.2,2.1
1993/3/19,6.2,8.3,5.1
1993/3/20,5.5,7.2,4.5
1993/3/21,6.4,8.7,4.7
1993/3/22,8.3,11.0,6.1
1993/3/23,9.8,12.0,7.8
1993/3/24,10.6,15.2,7.6
1993/3/25,10.7,13.5,8.5
1993/3/26,10.6,12.7,9.3
1993/3/27,10.9,13.4,9.1
1993/3/28,9.4,11.9,6.9
1993/3/29,6.1,8.2,4.5
1993/3/30,6.9,10.4,1.2
1993/3/31,11.0,13.0,9.7
1993/4/1,11.4,15.9,8.4
1993/4/2,11.6,16.6,8.2
1993/4/3,12.0,14.5,8.2
1993/4/4,12.8,17.4,8.9
1993/4/5,8.1,10.5,5.3
1993/4/6,7.9,11.3,3.4
1993/4/7,10.6,14.2,8.2
1993/4/8,9.9,15.5,7.0
1993/4/9,9.1,11.8,6.7
1993/4/10,8.1,11.2,5.7
1993/4/11,8.0,10.5,3.5
1993/4/12,8.5,11.0,6.0
1993/4/13,8.9,10.7,7.0
1993/4/14,9.9,12.4,6.1
1993/4/15,13.1,17.3,7.9
1993/4/16,14.5,17.6,10.4
1993/4/17,14.0,17.9,10.5
1993/4/18,16.2,22.4,10.3
1993/4/19,11.3,14.6,9.9
1993/4/20,10.0,11.7,7.8
1993/4/21,10.2,12.5,7.5
1993/4/22,14.7,19.3,10.5
1993/4/23,15.0,18.6,10.8
1993/4/24,16.4,18.8,14.4
1993/4/25,15.2,23.2,10.0
1993/4/26,13.3,17.4,8.9
1993/4/27,16.1,19.8,13.2
1993/4/28,11.8,14.3,9.6
1993/4/29,8.6,10.0,8.0
1993/4/30,8.7,10.8,7.2
1993/5/1,8.2,9.9,7.2
