ダウンロードした時刻：2017/07/24 15:42:33

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,7.9,13.3,-0.3
2002/1/2,7.1,11.4,3.3
2002/1/3,5.7,8.9,2.8
2002/1/4,8.0,11.8,0.0
2002/1/5,8.8,12.5,3.5
2002/1/6,2.6,10.5,-2.7
2002/1/7,4.4,13.1,-3.6
2002/1/8,9.9,13.7,5.5
2002/1/9,7.6,11.4,1.3
2002/1/10,7.2,13.3,-0.9
2002/1/11,11.0,15.6,3.0
2002/1/12,7.0,14.3,1.6
2002/1/13,6.8,13.3,2.0
2002/1/14,7.0,13.3,0.0
2002/1/15,12.0,17.9,4.3
2002/1/16,14.0,17.9,9.2
2002/1/17,7.0,9.3,5.9
2002/1/18,4.8,8.0,1.0
2002/1/19,4.8,9.7,0.6
2002/1/20,6.1,12.6,-1.5
2002/1/21,13.3,16.6,7.1
2002/1/22,10.4,13.4,6.3
2002/1/23,8.0,10.9,5.0
2002/1/24,4.7,11.6,-1.0
2002/1/25,4.3,11.8,-2.2
2002/1/26,5.3,8.6,1.4
2002/1/27,9.3,15.1,4.1
2002/1/28,10.0,12.7,5.1
2002/1/29,6.3,10.9,-0.4
2002/1/30,4.5,10.5,-2.4
2002/1/31,5.3,11.0,-0.1
2002/2/1,3.6,10.7,-1.7
2002/2/2,6.8,13.6,-1.2
2002/2/3,6.1,8.4,5.2
2002/2/4,6.6,10.8,2.3
2002/2/5,5.8,10.9,0.3
2002/2/6,7.3,13.2,2.6
2002/2/7,8.9,14.9,1.7
2002/2/8,8.9,15.4,-0.2
2002/2/9,10.6,14.9,3.5
2002/2/10,3.2,7.5,-1.6
2002/2/11,2.7,9.7,-3.1
2002/2/12,5.2,10.3,-0.9
2002/2/13,3.7,10.4,-2.7
2002/2/14,4.8,10.3,-0.5
2002/2/15,5.3,11.1,0.1
2002/2/16,5.7,11.8,0.7
2002/2/17,7.5,10.7,2.0
2002/2/18,8.9,14.7,3.2
2002/2/19,7.2,10.7,3.1
2002/2/20,7.5,13.4,1.3
2002/2/21,8.6,16.1,-1.1
2002/2/22,13.3,16.3,7.1
2002/2/23,10.2,14.2,5.0
2002/2/24,7.8,10.7,4.4
2002/2/25,6.8,12.6,0.1
2002/2/26,8.9,12.6,4.7
2002/2/27,10.0,15.0,4.2
2002/2/28,10.4,11.5,9.1
2002/3/1,11.5,15.2,9.5
2002/3/2,12.8,16.6,10.1
2002/3/3,6.6,11.0,5.1
2002/3/4,7.2,12.4,2.7
2002/3/5,9.0,14.1,2.1
2002/3/6,16.1,19.5,9.6
2002/3/7,11.2,14.0,8.7
2002/3/8,7.6,13.4,1.3
2002/3/9,8.8,15.2,-0.7
2002/3/10,14.7,17.8,11.9
2002/3/11,11.3,15.3,5.5
2002/3/12,10.7,17.9,3.2
2002/3/13,10.2,15.8,5.6
2002/3/14,12.8,17.2,5.4
2002/3/15,17.2,20.6,14.5
2002/3/16,11.9,16.8,6.7
2002/3/17,13.2,18.6,5.5
2002/3/18,14.4,19.8,9.6
2002/3/19,11.5,16.5,2.5
2002/3/20,12.7,17.8,6.5
2002/3/21,15.3,20.6,4.8
2002/3/22,15.4,21.6,12.3
2002/3/23,11.5,16.1,7.0
2002/3/24,9.5,14.1,2.4
2002/3/25,9.0,12.6,3.2
2002/3/26,10.3,12.9,8.1
2002/3/27,10.5,12.9,7.0
2002/3/28,10.5,13.7,6.1
2002/3/29,16.6,19.9,13.2
2002/3/30,17.2,23.1,13.3
2002/3/31,16.0,21.5,11.8
2002/4/1,14.7,20.0,8.4
2002/4/2,16.5,22.9,10.4
2002/4/3,17.1,21.9,10.9
2002/4/4,15.6,19.5,11.2
2002/4/5,13.0,19.6,6.7
2002/4/6,11.9,18.0,4.2
2002/4/7,15.8,19.3,10.6
2002/4/8,20.0,22.5,19.1
2002/4/9,18.2,22.4,12.9
2002/4/10,13.7,18.1,9.9
2002/4/11,13.5,16.3,11.2
2002/4/12,12.9,15.6,10.6
2002/4/13,14.2,18.7,9.8
2002/4/14,14.4,20.6,7.3
2002/4/15,18.0,24.1,9.7
2002/4/16,20.2,22.6,19.3
2002/4/17,20.7,23.7,18.7
2002/4/18,16.2,19.1,13.8
2002/4/19,15.2,18.7,12.7
2002/4/20,16.3,20.4,12.9
2002/4/21,14.7,17.4,12.6
2002/4/22,16.4,20.5,13.5
2002/4/23,15.7,20.4,10.8
2002/4/24,17.6,23.7,13.5
2002/4/25,16.0,21.5,10.6
2002/4/26,11.3,14.6,8.9
2002/4/27,12.6,18.5,8.3
2002/4/28,12.2,17.9,7.4
2002/4/29,13.2,20.4,5.5
2002/4/30,17.6,19.2,11.0
2002/5/1,19.2,24.2,17.0
