ダウンロードした時刻：2017/07/24 15:37:30

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,1.4,5.7,-2.2
2000/1/2,0.9,4.8,-2.9
2000/1/3,0.6,2.7,-0.9
2000/1/4,3.9,8.6,0.2
2000/1/5,2.6,6.5,-1.2
2000/1/6,2.9,5.5,0.0
2000/1/7,7.9,15.4,3.3
2000/1/8,4.3,7.0,2.2
2000/1/9,3.4,6.3,0.9
2000/1/10,5.8,11.7,2.5
2000/1/11,1.3,3.8,-1.1
2000/1/12,0.0,3.0,-2.6
2000/1/13,1.6,4.2,-1.4
2000/1/14,6.5,11.6,2.8
2000/1/15,2.6,7.9,-1.3
2000/1/16,1.7,6.0,-2.3
2000/1/17,3.9,8.7,0.3
2000/1/18,1.3,6.2,-2.4
2000/1/19,1.1,7.1,-3.4
2000/1/20,4.1,9.4,0.0
2000/1/21,0.8,4.9,-2.7
2000/1/22,-0.4,4.0,-4.3
2000/1/23,3.6,9.7,-1.9
2000/1/24,2.3,6.6,-0.9
2000/1/25,-2.4,2.0,-5.4
2000/1/26,-4.3,0.5,-9.2
2000/1/27,-4.1,1.4,-8.8
2000/1/28,-1.4,6.2,-8.7
2000/1/29,0.3,6.4,-5.2
2000/1/30,3.9,11.7,-1.0
2000/1/31,-0.4,3.3,-4.2
2000/2/1,1.7,7.3,-5.7
2000/2/2,3.2,7.9,-2.0
2000/2/3,2.3,8.7,-2.5
2000/2/4,1.7,7.7,-2.1
2000/2/5,2.0,8.7,-2.2
2000/2/6,1.3,5.9,-3.3
2000/2/7,1.4,4.0,0.3
2000/2/8,2.7,7.0,0.4
2000/2/9,0.9,4.3,-2.6
2000/2/10,0.5,4.9,-3.8
2000/2/11,1.8,6.2,-1.8
2000/2/12,1.0,5.2,-1.6
2000/2/13,-0.1,5.0,-3.9
2000/2/14,0.1,6.2,-5.7
2000/2/15,-0.5,2.6,-5.5
2000/2/16,-2.8,1.9,-5.7
2000/2/17,-0.7,5.0,-6.7
2000/2/18,-0.3,5.6,-5.6
2000/2/19,0.9,5.9,-4.1
2000/2/20,1.6,4.8,-0.5
2000/2/21,0.8,5.7,-3.4
2000/2/22,-2.1,0.7,-5.5
2000/2/23,-0.6,4.4,-5.2
2000/2/24,-0.9,4.5,-5.2
2000/2/25,-2.2,3.2,-5.2
2000/2/26,-2.3,3.2,-7.7
2000/2/27,-0.6,2.3,-3.2
2000/2/28,1.1,7.1,-2.6
2000/2/29,-0.2,3.8,-3.8
2000/3/1,0.3,5.4,-4.9
2000/3/2,3.5,11.4,-1.8
2000/3/3,3.1,8.5,-3.1
2000/3/4,6.8,15.1,0.4
2000/3/5,6.4,13.3,0.0
2000/3/6,2.1,6.6,-1.6
2000/3/7,2.1,6.9,-0.9
2000/3/8,0.3,4.8,-2.4
2000/3/9,-1.2,3.5,-4.0
2000/3/10,-0.8,4.2,-4.9
2000/3/11,3.8,10.2,-1.8
2000/3/12,1.3,5.8,-1.5
2000/3/13,1.9,8.2,-2.8
2000/3/14,0.9,7.4,-5.0
2000/3/15,1.3,8.1,-4.5
2000/3/16,0.6,4.6,-1.2
2000/3/17,1.4,5.2,-1.1
2000/3/18,3.5,9.1,-2.9
2000/3/19,6.1,8.7,3.2
2000/3/20,0.9,3.3,-1.9
2000/3/21,0.7,3.6,-2.9
2000/3/22,0.0,3.0,-2.9
2000/3/23,2.6,7.4,-3.9
2000/3/24,6.4,10.7,2.0
2000/3/25,3.2,7.5,0.5
2000/3/26,1.1,5.6,-1.7
2000/3/27,2.6,9.0,-2.7
2000/3/28,5.0,9.9,-1.5
2000/3/29,9.7,12.2,7.1
2000/3/30,8.7,13.1,5.8
2000/3/31,9.0,14.4,3.4
2000/4/1,6.2,10.3,1.0
2000/4/2,5.2,10.6,0.2
2000/4/3,4.4,11.7,-1.6
2000/4/4,7.5,16.6,-0.4
2000/4/5,9.2,12.5,2.6
2000/4/6,8.9,13.1,1.5
2000/4/7,8.8,14.6,-0.6
2000/4/8,9.4,14.1,5.6
2000/4/9,8.1,14.0,2.7
2000/4/10,10.7,17.4,4.1
2000/4/11,6.3,11.4,1.4
2000/4/12,8.8,14.1,1.6
2000/4/13,8.8,16.3,1.5
2000/4/14,8.5,16.7,4.5
2000/4/15,7.3,11.3,3.6
2000/4/16,5.9,11.2,2.5
2000/4/17,6.0,11.1,0.9
2000/4/18,6.8,12.2,1.6
2000/4/19,6.8,13.4,2.4
2000/4/20,5.7,7.0,2.2
2000/4/21,10.1,14.1,5.7
2000/4/22,13.4,17.8,11.1
2000/4/23,11.1,17.8,7.1
2000/4/24,11.6,15.2,7.9
2000/4/25,11.9,16.1,7.1
2000/4/26,7.6,11.1,4.5
2000/4/27,8.9,11.4,6.9
2000/4/28,9.2,14.2,5.5
2000/4/29,11.4,18.5,8.0
2000/4/30,8.8,12.5,4.7
2000/5/1,11.7,19.2,7.6
