ダウンロードした時刻：2017/07/24 15:43:41

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,6.3,8.3,4.3
1990/1/2,5.4,8.4,3.1
1990/1/3,4.8,6.4,0.7
1990/1/4,2.5,5.8,1.0
1990/1/5,6.6,8.5,1.2
1990/1/6,6.7,9.1,5.8
1990/1/7,6.6,9.1,4.6
1990/1/8,5.2,10.3,0.2
1990/1/9,9.4,13.6,4.9
1990/1/10,12.7,17.2,9.1
1990/1/11,8.4,12.4,5.5
1990/1/12,9.1,12.9,5.7
1990/1/13,5.2,8.3,1.8
1990/1/14,5.1,7.0,2.6
1990/1/15,5.2,6.7,2.4
1990/1/16,5.3,7.9,2.4
1990/1/17,6.6,10.4,1.8
1990/1/18,9.7,12.7,2.0
1990/1/19,7.3,9.3,6.0
1990/1/20,3.3,6.4,0.8
1990/1/21,3.5,6.1,1.3
1990/1/22,5.1,8.1,1.0
1990/1/23,0.7,3.3,-1.6
1990/1/24,-0.4,2.0,-2.4
1990/1/25,0.2,1.3,-2.1
1990/1/26,1.7,3.4,0.1
1990/1/27,3.1,5.8,1.0
1990/1/28,4.2,9.3,-0.9
1990/1/29,10.3,17.0,4.3
1990/1/30,5.8,8.4,3.8
1990/1/31,2.5,4.0,0.8
1990/2/1,4.1,6.1,2.8
1990/2/2,4.9,9.1,2.3
1990/2/3,6.2,9.6,1.8
1990/2/4,6.2,9.2,4.4
1990/2/5,6.2,11.0,2.7
1990/2/6,6.4,11.3,3.0
1990/2/7,6.8,12.9,1.5
1990/2/8,5.7,9.0,2.6
1990/2/9,5.9,11.8,0.5
1990/2/10,13.3,18.5,2.3
1990/2/11,10.2,17.7,5.0
1990/2/12,7.4,9.9,2.3
1990/2/13,6.1,11.6,1.7
1990/2/14,6.2,8.1,4.7
1990/2/15,7.7,11.7,3.9
1990/2/16,6.7,10.6,4.2
1990/2/17,7.7,12.2,3.6
1990/2/18,10.3,13.4,5.3
1990/2/19,15.2,18.3,12.5
1990/2/20,11.3,12.7,8.8
1990/2/21,10.5,15.5,4.9
1990/2/22,11.3,14.8,7.0
1990/2/23,12.2,13.9,9.7
1990/2/24,8.7,10.1,7.8
1990/2/25,8.5,10.6,7.0
1990/2/26,8.0,10.7,6.3
1990/2/27,7.1,12.4,4.2
1990/2/28,6.6,10.5,3.3
1990/3/1,7.4,9.1,5.8
1990/3/2,8.3,10.8,6.7
1990/3/3,7.2,8.6,3.6
1990/3/4,6.8,11.6,2.1
1990/3/5,7.0,11.5,3.6
1990/3/6,7.8,10.9,2.0
1990/3/7,5.9,10.9,2.1
1990/3/8,5.7,10.0,1.7
1990/3/9,8.9,13.2,1.9
1990/3/10,10.6,16.1,5.3
1990/3/11,13.3,17.5,6.0
1990/3/12,8.8,14.9,2.9
1990/3/13,7.7,13.6,2.0
1990/3/14,11.1,17.2,3.4
1990/3/15,11.4,17.1,6.2
1990/3/16,9.1,12.8,5.4
1990/3/17,9.5,14.1,2.8
1990/3/18,8.2,11.0,6.0
1990/3/19,9.7,13.5,2.5
1990/3/20,12.2,16.5,7.2
1990/3/21,9.8,16.3,5.0
1990/3/22,11.4,17.5,4.9
1990/3/23,15.1,22.1,8.2
1990/3/24,13.5,20.2,8.5
1990/3/25,7.7,12.1,4.9
1990/3/26,7.7,13.4,3.4
1990/3/27,10.7,16.4,2.4
1990/3/28,10.8,12.5,8.8
1990/3/29,11.5,15.7,8.5
1990/3/30,11.8,16.9,4.7
1990/3/31,12.5,16.8,9.1
1990/4/1,12.3,17.0,7.7
1990/4/2,12.6,17.8,6.7
1990/4/3,14.8,22.0,8.0
1990/4/4,11.0,17.1,5.2
1990/4/5,8.8,11.3,4.4
1990/4/6,12.6,15.4,7.4
1990/4/7,14.3,19.6,6.7
1990/4/8,13.1,15.8,11.8
1990/4/9,14.9,16.8,11.5
1990/4/10,15.4,18.6,11.5
1990/4/11,17.3,26.3,9.0
1990/4/12,18.1,20.3,13.6
1990/4/13,15.2,20.5,13.2
1990/4/14,13.5,17.5,11.3
1990/4/15,12.7,16.2,8.8
1990/4/16,11.8,15.5,8.5
1990/4/17,9.7,11.8,7.6
1990/4/18,9.4,12.8,5.8
1990/4/19,10.0,15.0,3.9
1990/4/20,11.8,14.4,8.8
1990/4/21,14.1,18.3,11.2
1990/4/22,15.4,17.8,13.7
1990/4/23,13.2,16.5,11.3
1990/4/24,12.2,14.9,10.0
1990/4/25,12.3,17.1,6.5
1990/4/26,14.2,19.1,8.1
1990/4/27,16.3,21.2,11.3
1990/4/28,17.0,21.7,12.3
1990/4/29,14.5,19.0,9.6
1990/4/30,13.5,19.2,7.0
1990/5/1,13.6,19.0,8.9
