ダウンロードした時刻：2017/07/24 15:43:21

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,2.1,6.4,-0.1
2011/1/2,2.0,6.2,0.0
2011/1/3,2.1,7.0,-1.1
2011/1/4,2.4,6.2,0.3
2011/1/5,3.4,5.8,0.3
2011/1/6,1.5,5.3,0.1
2011/1/7,1.7,4.8,0.4
2011/1/8,2.8,8.2,-0.3
2011/1/9,3.7,7.8,0.5
2011/1/10,1.7,4.1,-0.3
2011/1/11,1.7,6.0,-0.4
2011/1/12,0.8,3.7,-0.9
2011/1/13,1.4,4.3,0.1
2011/1/14,2.4,5.8,0.1
2011/1/15,1.6,6.1,-3.2
2011/1/16,-1.0,2.5,-4.2
2011/1/17,1.7,3.5,0.5
2011/1/18,2.8,6.8,0.0
2011/1/19,2.1,3.7,0.2
2011/1/20,1.3,3.6,-0.1
2011/1/21,1.7,5.4,0.1
2011/1/22,2.8,6.0,1.1
2011/1/23,2.2,5.3,-0.2
2011/1/24,3.1,6.0,-0.2
2011/1/25,1.3,3.4,0.1
2011/1/26,0.5,3.0,-0.6
2011/1/27,0.7,2.4,-0.5
2011/1/28,0.5,1.7,-1.0
2011/1/29,-0.2,4.3,-2.8
2011/1/30,-1.7,1.8,-3.9
2011/1/31,-1.2,3.6,-6.1
2011/2/1,2.2,6.8,-0.7
2011/2/2,3.6,8.9,0.2
2011/2/3,3.2,9.8,-1.1
2011/2/4,4.0,11.1,-0.2
2011/2/5,4.3,10.6,0.0
2011/2/6,4.2,12.4,-0.8
2011/2/7,4.4,9.7,1.0
2011/2/8,3.9,10.2,-1.0
2011/2/9,3.5,6.7,1.5
2011/2/10,1.5,2.9,0.3
2011/2/11,2.4,5.2,0.2
2011/2/12,2.0,5.1,-0.1
2011/2/13,1.1,3.1,-0.6
2011/2/14,0.6,3.1,-1.4
2011/2/15,3.0,6.7,-0.5
2011/2/16,3.2,9.9,-3.3
2011/2/17,8.4,14.2,3.9
2011/2/18,6.2,8.9,4.0
2011/2/19,3.8,9.9,-0.8
2011/2/20,5.1,10.6,-0.4
2011/2/21,5.8,11.4,1.7
2011/2/22,5.7,13.0,0.9
2011/2/23,9.9,17.0,1.3
2011/2/24,12.5,18.7,6.3
2011/2/25,9.8,13.0,6.1
2011/2/26,6.4,11.9,1.3
2011/2/27,11.8,16.2,6.8
2011/2/28,8.8,10.7,6.3
2011/3/1,6.7,8.2,5.4
2011/3/2,3.6,7.7,0.2
2011/3/3,1.0,3.3,0.0
2011/3/4,1.1,2.2,0.0
2011/3/5,3.8,10.7,0.2
2011/3/6,5.3,10.2,0.4
2011/3/7,5.6,10.2,3.3
2011/3/8,4.2,7.0,0.8
2011/3/9,3.8,8.9,0.2
2011/3/10,3.1,6.6,0.1
2011/3/11,2.3,6.2,0.7
2011/3/12,6.2,13.6,-0.8
2011/3/13,9.7,18.0,2.1
2011/3/14,12.2,18.7,6.1
2011/3/15,9.5,15.2,6.3
2011/3/16,2.8,7.1,0.3
2011/3/17,0.6,2.8,-0.9
2011/3/18,3.6,9.1,-2.0
2011/3/19,11.0,18.0,6.1
2011/3/20,11.4,17.8,5.5
2011/3/21,9.1,10.7,7.5
2011/3/22,7.6,13.3,4.9
2011/3/23,5.0,9.7,0.1
2011/3/24,4.5,10.1,-0.1
2011/3/25,4.3,9.0,0.0
2011/3/26,3.7,7.6,0.2
2011/3/27,3.4,10.1,-0.3
2011/3/28,6.0,14.1,-1.6
2011/3/29,7.8,15.1,2.0
2011/3/30,7.6,14.2,2.1
2011/3/31,8.7,15.8,2.1
2011/4/1,11.1,21.5,2.3
2011/4/2,8.1,12.8,5.5
2011/4/3,7.0,11.5,3.7
2011/4/4,6.3,12.7,1.4
2011/4/5,7.0,15.2,-0.9
2011/4/6,11.1,20.2,1.8
2011/4/7,17.1,23.2,8.8
2011/4/8,14.4,16.8,11.6
2011/4/9,12.5,17.0,8.9
2011/4/10,12.2,20.0,4.8
2011/4/11,7.0,10.7,2.0
2011/4/12,7.7,15.7,0.3
2011/4/13,11.3,18.3,3.6
2011/4/14,12.4,20.7,4.6
2011/4/15,14.8,20.5,9.9
2011/4/16,11.3,17.2,3.9
2011/4/17,8.0,15.1,0.9
2011/4/18,10.8,20.7,4.9
2011/4/19,8.8,14.8,5.7
2011/4/20,9.5,13.4,4.6
2011/4/21,11.8,20.1,3.6
2011/4/22,14.0,18.3,8.5
2011/4/23,12.0,16.6,6.8
2011/4/24,10.5,16.0,5.4
2011/4/25,12.0,16.6,6.5
2011/4/26,15.3,21.7,7.7
2011/4/27,18.1,26.3,11.6
2011/4/28,10.8,13.0,8.7
2011/4/29,11.9,17.8,6.4
2011/4/30,19.5,24.5,13.1
2011/5/1,18.8,22.6,13.8
