ダウンロードした時刻：2017/07/24 15:42:10

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,6.5,9.6,3.0
2013/1/2,10.0,14.4,4.2
2013/1/3,5.6,9.9,1.8
2013/1/4,3.2,6.9,1.0
2013/1/5,2.8,4.8,0.2
2013/1/6,4.7,10.3,-1.4
2013/1/7,5.5,8.9,2.1
2013/1/8,6.6,11.4,2.6
2013/1/9,6.7,9.4,4.4
2013/1/10,5.5,9.1,2.9
2013/1/11,5.1,8.9,2.6
2013/1/12,4.6,8.8,1.2
2013/1/13,7.6,13.5,1.1
2013/1/14,3.5,10.0,0.7
2013/1/15,4.4,7.2,0.8
2013/1/16,3.6,6.0,1.8
2013/1/17,4.3,8.3,-0.2
2013/1/18,3.3,6.2,0.3
2013/1/19,5.2,9.8,-0.3
2013/1/20,6.1,10.4,1.8
2013/1/21,6.5,9.4,2.7
2013/1/22,6.2,9.3,3.5
2013/1/23,6.5,9.5,3.9
2013/1/24,6.0,9.8,2.5
2013/1/25,6.8,13.4,2.8
2013/1/26,3.8,7.4,0.9
2013/1/27,4.8,9.4,0.8
2013/1/28,5.4,10.5,1.4
2013/1/29,7.1,12.4,2.1
2013/1/30,8.1,13.6,3.9
2013/1/31,5.8,9.6,2.1
2013/2/1,7.9,12.6,2.3
2013/2/2,15.6,20.9,12.0
2013/2/3,9.9,13.2,6.7
2013/2/4,10.1,14.8,6.3
2013/2/5,9.5,12.4,6.1
2013/2/6,3.4,9.0,1.6
2013/2/7,7.1,12.7,3.2
2013/2/8,4.7,7.1,1.9
2013/2/9,4.4,8.4,1.4
2013/2/10,5.4,10.4,1.3
2013/2/11,5.0,9.3,2.2
2013/2/12,4.1,6.9,0.9
2013/2/13,6.7,12.3,1.1
2013/2/14,7.3,9.9,5.0
2013/2/15,5.4,8.3,3.5
2013/2/16,3.1,6.0,0.4
2013/2/17,4.1,8.0,0.3
2013/2/18,5.2,8.9,1.8
2013/2/19,5.5,8.9,2.7
2013/2/20,4.4,8.9,1.6
2013/2/21,4.5,9.0,0.9
2013/2/22,5.5,8.7,1.3
2013/2/23,6.2,10.1,3.2
2013/2/24,3.6,8.1,0.1
2013/2/25,3.0,8.5,-0.5
2013/2/26,5.5,9.0,1.3
2013/2/27,5.5,9.1,2.6
2013/2/28,9.9,15.7,4.1
2013/3/1,13.6,17.6,7.9
2013/3/2,8.7,12.0,4.8
2013/3/3,6.8,9.7,3.7
2013/3/4,6.4,9.4,4.2
2013/3/5,8.4,13.7,3.2
2013/3/6,11.0,16.4,4.5
2013/3/7,13.5,18.7,7.1
2013/3/8,17.7,23.2,10.8
2013/3/9,16.7,22.3,11.6
2013/3/10,13.6,25.3,5.7
2013/3/11,7.9,12.4,3.8
2013/3/12,10.7,15.7,4.0
2013/3/13,17.2,21.2,13.1
2013/3/14,8.3,14.3,5.9
2013/3/15,9.2,13.8,4.6
2013/3/16,12.5,17.8,7.1
2013/3/17,12.9,16.5,8.5
2013/3/18,18.3,20.7,14.5
2013/3/19,19.7,25.0,15.5
2013/3/20,17.4,20.8,15.1
2013/3/21,11.7,16.2,7.7
2013/3/22,13.2,18.6,7.2
2013/3/23,13.7,17.7,11.4
2013/3/24,11.0,13.3,9.2
2013/3/25,9.8,11.2,6.7
2013/3/26,9.4,13.2,5.5
2013/3/27,8.3,10.1,6.4
2013/3/28,15.0,20.5,9.6
2013/3/29,16.0,20.5,12.3
2013/3/30,9.0,12.6,7.6
2013/3/31,7.4,8.3,6.7
2013/4/1,11.2,15.2,6.9
2013/4/2,10.6,12.6,8.3
2013/4/3,13.7,16.6,11.3
2013/4/4,17.2,21.4,10.8
2013/4/5,18.1,22.5,13.5
2013/4/6,17.4,20.7,15.3
2013/4/7,17.7,23.1,11.9
2013/4/8,14.7,20.2,10.5
2013/4/9,16.9,21.7,10.7
2013/4/10,13.6,17.9,8.0
2013/4/11,9.7,13.6,6.0
2013/4/12,11.4,15.7,6.5
2013/4/13,12.3,16.2,7.4
2013/4/14,16.6,20.6,10.0
2013/4/15,17.2,22.6,12.7
2013/4/16,16.4,21.4,11.4
2013/4/17,20.9,23.3,16.4
2013/4/18,19.9,23.4,16.2
2013/4/19,14.5,19.9,10.2
2013/4/20,9.2,11.5,6.0
2013/4/21,7.4,10.2,5.3
2013/4/22,11.8,17.3,6.8
2013/4/23,14.3,18.7,7.9
2013/4/24,16.8,18.0,15.5
2013/4/25,18.0,22.8,13.4
2013/4/26,17.5,22.6,12.3
2013/4/27,15.8,21.2,11.2
2013/4/28,16.8,20.5,12.8
2013/4/29,17.9,21.7,12.1
2013/4/30,19.6,21.9,15.9
2013/5/1,14.5,18.7,12.0
