ダウンロードした時刻：2017/07/24 15:38:06

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,-0.6,4.2,-4.0
2005/1/2,-0.6,6.6,-5.9
2005/1/3,1.2,7.3,-3.7
2005/1/4,2.9,9.8,-1.0
2005/1/5,0.2,2.9,-2.0
2005/1/6,-0.8,2.4,-4.5
2005/1/7,1.8,9.8,-2.5
2005/1/8,0.2,3.6,-3.6
2005/1/9,-0.8,2.0,-4.2
2005/1/10,0.0,4.4,-3.6
2005/1/11,0.0,0.9,-0.8
2005/1/12,-1.7,0.5,-3.5
2005/1/13,2.5,5.5,-2.3
2005/1/14,2.6,6.9,0.2
2005/1/15,0.9,1.9,0.2
2005/1/16,1.2,3.1,0.1
2005/1/17,2.8,4.8,0.6
2005/1/18,4.2,7.1,0.6
2005/1/19,2.0,6.9,-1.6
2005/1/20,2.8,7.1,-0.3
2005/1/21,2.2,5.3,0.5
2005/1/22,0.2,2.3,-1.8
2005/1/23,0.4,4.1,-2.4
2005/1/24,1.7,7.7,-5.4
2005/1/25,3.6,6.1,1.7
2005/1/26,1.7,4.3,0.3
2005/1/27,3.8,8.7,-0.8
2005/1/28,3.1,6.9,-1.4
2005/1/29,4.0,11.8,-2.8
2005/1/30,0.3,6.6,-2.6
2005/1/31,-0.3,5.6,-4.4
2005/2/1,-0.4,2.8,-1.9
2005/2/2,-0.8,3.8,-2.6
2005/2/3,0.0,3.9,-2.6
2005/2/4,1.8,5.3,-0.8
2005/2/5,-0.3,1.5,-2.0
2005/2/6,1.6,5.0,-1.4
2005/2/7,2.9,7.1,-0.2
2005/2/8,-0.1,1.8,-2.6
2005/2/9,3.1,11.4,-3.3
2005/2/10,2.6,7.8,-1.6
2005/2/11,-0.7,2.9,-2.6
2005/2/12,-0.2,3.1,-3.0
2005/2/13,1.1,6.2,-3.4
2005/2/14,1.0,4.1,-2.2
2005/2/15,2.5,8.1,-3.2
2005/2/16,0.3,3.1,-1.4
2005/2/17,3.3,8.2,0.3
2005/2/18,2.4,5.4,-0.4
2005/2/19,1.0,2.3,0.1
2005/2/20,3.1,7.2,0.3
2005/2/21,1.1,5.8,-2.9
2005/2/22,1.6,5.8,-0.9
2005/2/23,1.9,8.3,-2.2
2005/2/24,1.9,5.0,-0.6
2005/2/25,1.9,5.6,-0.8
2005/2/26,0.1,3.2,-3.1
2005/2/27,-1.4,1.8,-3.6
2005/2/28,0.6,6.0,-5.0
2005/3/1,0.2,3.3,-1.6
2005/3/2,-0.1,3.0,-2.5
2005/3/3,1.4,5.8,-3.7
2005/3/4,-0.4,0.9,-1.2
2005/3/5,1.3,6.6,-2.3
2005/3/6,0.4,6.7,-5.4
2005/3/7,4.1,11.1,-3.6
2005/3/8,6.7,12.1,0.8
2005/3/9,4.2,9.3,0.4
2005/3/10,4.0,11.7,-1.2
2005/3/11,7.6,13.9,1.5
2005/3/12,4.4,11.2,-2.4
2005/3/13,-0.6,2.2,-3.6
2005/3/14,0.5,4.8,-3.9
2005/3/15,5.3,12.4,-0.9
2005/3/16,6.5,13.4,-0.2
2005/3/17,6.6,14.0,2.1
2005/3/18,7.8,13.1,2.6
2005/3/19,3.4,7.3,-0.3
2005/3/20,5.5,11.7,-2.0
2005/3/21,6.7,10.7,2.0
2005/3/22,7.4,15.1,0.8
2005/3/23,8.7,12.0,6.0
2005/3/24,7.6,13.1,4.8
2005/3/25,1.5,5.6,-0.9
2005/3/26,2.9,7.5,-0.3
2005/3/27,9.3,16.4,1.5
2005/3/28,5.2,7.6,3.4
2005/3/29,6.6,10.8,4.1
2005/3/30,5.0,8.3,3.2
2005/3/31,6.4,11.8,1.4
2005/4/1,6.0,10.8,1.8
2005/4/2,7.7,16.7,-0.8
2005/4/3,10.2,17.4,4.5
2005/4/4,7.2,11.5,4.2
2005/4/5,9.7,18.4,1.4
2005/4/6,16.2,27.7,5.3
2005/4/7,16.9,23.1,12.0
2005/4/8,11.8,19.7,8.2
2005/4/9,10.6,15.4,6.9
2005/4/10,14.6,23.3,6.8
2005/4/11,12.6,18.6,7.9
2005/4/12,6.9,8.8,4.5
2005/4/13,7.7,11.0,4.3
2005/4/14,11.5,18.9,4.2
2005/4/15,13.8,22.8,4.9
2005/4/16,11.2,16.1,6.4
2005/4/17,10.7,18.8,3.8
2005/4/18,9.1,17.0,1.6
2005/4/19,10.5,19.4,5.6
2005/4/20,9.2,13.0,6.5
2005/4/21,13.6,18.4,8.9
2005/4/22,9.9,15.6,6.4
2005/4/23,10.4,15.2,6.4
2005/4/24,11.7,18.2,5.6
2005/4/25,14.1,20.8,6.4
2005/4/26,14.5,19.8,9.7
2005/4/27,16.0,24.4,6.5
2005/4/28,21.6,29.5,11.9
2005/4/29,19.1,22.9,13.5
2005/4/30,17.5,25.1,9.9
2005/5/1,18.5,24.5,10.6
