ダウンロードした時刻：2017/07/24 15:47:01

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,6.7,11.9,1.4
2007/1/2,9.7,11.3,7.5
2007/1/3,10.0,12.0,6.6
2007/1/4,9.5,10.4,7.0
2007/1/5,8.5,10.4,6.6
2007/1/6,6.6,11.3,1.5
2007/1/7,5.9,9.9,1.3
2007/1/8,7.0,10.2,2.8
2007/1/9,5.0,10.2,0.5
2007/1/10,5.9,10.9,0.7
2007/1/11,5.2,11.3,0.3
2007/1/12,6.0,12.0,-0.3
2007/1/13,6.2,9.4,2.9
2007/1/14,5.0,10.4,-0.4
2007/1/15,4.9,11.1,-0.6
2007/1/16,8.4,11.9,5.0
2007/1/17,9.6,12.3,5.5
2007/1/18,7.3,10.7,3.3
2007/1/19,6.6,11.8,1.2
2007/1/20,8.8,12.3,5.5
2007/1/21,8.2,10.5,5.4
2007/1/22,7.9,15.0,2.2
2007/1/23,7.3,11.0,3.1
2007/1/24,9.3,13.0,5.8
2007/1/25,7.5,12.6,4.1
2007/1/26,7.7,14.4,2.3
2007/1/27,7.7,12.2,3.7
2007/1/28,5.3,10.2,2.2
2007/1/29,6.1,11.2,0.8
2007/1/30,7.0,13.5,0.1
2007/1/31,7.5,11.2,3.4
2007/2/1,3.8,7.8,1.0
2007/2/2,2.8,7.5,-0.7
2007/2/3,4.9,12.6,-2.8
2007/2/4,9.8,13.9,5.3
2007/2/5,8.3,14.8,2.2
2007/2/6,10.9,18.5,4.9
2007/2/7,10.3,15.8,5.4
2007/2/8,10.9,15.5,6.3
2007/2/9,13.8,15.7,11.2
2007/2/10,11.4,14.7,9.0
2007/2/11,9.1,13.2,4.4
2007/2/12,7.3,14.6,1.0
2007/2/13,9.8,16.0,2.4
2007/2/14,13.9,17.2,7.0
2007/2/15,8.2,14.0,3.9
2007/2/16,6.3,10.6,1.2
2007/2/17,7.9,10.3,6.1
2007/2/18,11.4,15.1,9.1
2007/2/19,9.8,13.7,5.4
2007/2/20,8.7,15.0,2.8
2007/2/21,9.2,16.0,3.3
2007/2/22,9.6,15.5,2.7
2007/2/23,12.5,16.7,9.4
2007/2/24,8.7,10.5,6.7
2007/2/25,7.3,8.5,5.0
2007/2/26,9.2,14.3,3.3
2007/2/27,11.7,16.9,8.5
2007/2/28,10.0,13.9,5.5
2007/3/1,8.1,14.1,2.2
2007/3/2,10.5,16.2,4.9
2007/3/3,13.1,19.2,8.5
2007/3/4,17.0,24.0,9.1
2007/3/5,13.9,19.2,7.0
2007/3/6,6.1,9.2,2.1
2007/3/7,5.8,10.7,2.1
2007/3/8,6.8,11.0,3.6
2007/3/9,7.1,12.6,1.5
2007/3/10,7.9,12.5,2.0
2007/3/11,7.7,11.7,5.7
2007/3/12,8.1,12.9,4.4
2007/3/13,7.9,14.7,2.6
2007/3/14,7.5,13.1,1.2
2007/3/15,7.5,8.7,6.7
2007/3/16,8.6,10.3,7.0
2007/3/17,8.7,12.0,5.6
2007/3/18,7.5,11.4,4.5
2007/3/19,7.3,9.9,3.5
2007/3/20,7.9,11.6,3.9
2007/3/21,8.0,14.9,0.6
2007/3/22,11.0,17.9,4.4
2007/3/23,11.4,18.2,4.4
2007/3/24,15.1,20.1,10.9
2007/3/25,15.8,19.7,11.3
2007/3/26,14.7,20.7,8.2
2007/3/27,12.0,15.7,9.3
2007/3/28,13.1,20.7,6.8
2007/3/29,18.2,26.2,9.9
2007/3/30,16.8,22.5,11.7
2007/3/31,17.9,26.2,8.6
2007/4/1,16.3,20.4,12.9
2007/4/2,14.9,19.4,12.4
2007/4/3,10.1,14.0,6.5
2007/4/4,9.7,15.6,5.8
2007/4/5,9.3,14.5,3.0
2007/4/6,11.2,14.3,6.9
2007/4/7,13.7,18.7,10.1
2007/4/8,12.6,19.3,5.8
2007/4/9,13.8,19.1,7.7
2007/4/10,12.7,17.1,7.0
2007/4/11,14.2,20.0,9.3
2007/4/12,14.0,19.2,8.1
2007/4/13,16.8,25.3,11.0
2007/4/14,16.1,20.8,10.9
2007/4/15,15.1,19.8,11.6
2007/4/16,12.9,15.5,10.9
2007/4/17,13.2,17.0,10.5
2007/4/18,8.6,12.0,7.3
2007/4/19,12.4,18.1,5.7
2007/4/20,16.2,23.7,7.0
2007/4/21,19.2,27.0,12.8
2007/4/22,17.4,19.1,16.1
2007/4/23,15.8,19.6,12.1
2007/4/24,13.4,16.4,10.8
2007/4/25,16.2,21.1,12.5
2007/4/26,18.0,24.4,12.1
2007/4/27,15.4,18.2,12.2
2007/4/28,17.7,24.0,11.4
2007/4/29,16.2,25.3,7.7
2007/4/30,17.4,25.4,11.6
2007/5/1,18.8,24.4,15.2
