ダウンロードした時刻：2017/07/24 15:41:59

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,6.7,13.1,0.9
2007/1/2,8.6,11.1,5.0
2007/1/3,10.1,13.0,6.6
2007/1/4,8.8,12.1,5.6
2007/1/5,7.7,11.6,2.4
2007/1/6,8.0,10.0,6.1
2007/1/7,6.3,9.2,3.9
2007/1/8,7.1,11.8,2.8
2007/1/9,5.7,11.8,-0.3
2007/1/10,6.5,12.8,1.0
2007/1/11,7.3,12.4,1.7
2007/1/12,7.9,13.5,3.8
2007/1/13,7.0,13.1,0.7
2007/1/14,6.7,12.3,1.9
2007/1/15,6.8,12.5,1.4
2007/1/16,8.5,13.2,2.1
2007/1/17,9.1,10.1,7.9
2007/1/18,9.8,13.9,5.8
2007/1/19,8.2,13.4,2.9
2007/1/20,7.8,10.7,5.3
2007/1/21,8.3,11.5,5.5
2007/1/22,7.6,12.2,4.7
2007/1/23,7.7,12.8,2.7
2007/1/24,7.8,12.6,4.5
2007/1/25,7.1,12.3,2.2
2007/1/26,8.2,14.8,2.9
2007/1/27,9.9,15.1,6.4
2007/1/28,7.7,12.3,3.1
2007/1/29,8.9,13.2,5.3
2007/1/30,8.5,13.8,2.4
2007/1/31,10.2,16.5,4.6
2007/2/1,7.3,11.8,1.9
2007/2/2,5.5,11.5,-0.1
2007/2/3,6.0,11.7,-1.2
2007/2/4,10.3,14.9,5.1
2007/2/5,9.5,16.1,2.3
2007/2/6,10.7,17.0,5.2
2007/2/7,10.2,14.9,5.2
2007/2/8,10.3,14.6,4.8
2007/2/9,12.0,15.9,8.4
2007/2/10,12.7,19.1,7.1
2007/2/11,10.4,16.1,4.4
2007/2/12,7.5,13.7,0.6
2007/2/13,8.8,14.1,2.5
2007/2/14,11.6,17.7,6.1
2007/2/15,9.5,15.0,6.3
2007/2/16,7.3,12.9,1.1
2007/2/17,8.5,13.0,4.9
2007/2/18,10.8,15.7,8.0
2007/2/19,10.5,13.9,8.7
2007/2/20,9.5,11.1,7.8
2007/2/21,9.6,15.1,4.5
2007/2/22,9.1,11.6,4.9
2007/2/23,11.1,16.0,8.6
2007/2/24,9.1,13.8,6.1
2007/2/25,6.4,8.8,4.4
2007/2/26,7.4,12.8,1.7
2007/2/27,11.0,18.2,4.5
2007/2/28,12.1,18.1,7.4
2007/3/1,10.5,15.4,4.8
2007/3/2,11.1,16.1,6.1
2007/3/3,13.0,17.7,9.2
2007/3/4,14.1,18.9,8.5
2007/3/5,15.7,19.3,11.4
2007/3/6,13.0,19.8,5.7
2007/3/7,7.4,12.4,0.5
2007/3/8,8.0,13.1,2.4
2007/3/9,8.2,13.4,1.7
2007/3/10,9.5,14.6,3.8
2007/3/11,9.9,18.8,4.2
2007/3/12,7.1,12.3,2.8
2007/3/13,8.2,16.0,1.4
2007/3/14,8.2,14.4,0.6
2007/3/15,8.4,13.3,2.9
2007/3/16,9.8,12.5,7.4
2007/3/17,7.7,9.3,5.1
2007/3/18,7.5,12.1,3.2
2007/3/19,8.3,12.3,4.5
2007/3/20,9.4,13.2,6.4
2007/3/21,9.1,14.5,4.2
2007/3/22,11.3,19.0,3.9
2007/3/23,11.1,15.9,4.8
2007/3/24,12.2,16.3,6.9
2007/3/25,17.3,20.1,12.2
2007/3/26,16.1,22.9,9.9
2007/3/27,13.0,20.0,8.7
2007/3/28,13.5,19.2,7.4
2007/3/29,17.3,23.5,8.6
2007/3/30,18.5,25.6,12.4
2007/3/31,13.7,16.6,11.4
2007/4/1,21.3,30.7,13.2
2007/4/2,15.7,17.9,14.2
2007/4/3,12.4,15.9,8.7
2007/4/4,10.7,16.1,5.9
2007/4/5,9.6,14.1,3.5
2007/4/6,11.3,16.2,5.1
2007/4/7,12.3,16.7,6.5
2007/4/8,13.1,17.1,8.2
2007/4/9,14.4,20.2,9.6
2007/4/10,13.7,17.8,9.2
2007/4/11,13.6,18.0,7.9
2007/4/12,13.3,17.1,10.3
2007/4/13,15.5,20.8,9.7
2007/4/14,18.1,25.1,11.7
2007/4/15,14.1,18.4,8.9
2007/4/16,12.1,14.2,9.9
2007/4/17,11.5,16.0,9.8
2007/4/18,9.9,12.7,7.8
2007/4/19,13.1,18.2,7.9
2007/4/20,14.1,16.7,9.6
2007/4/21,18.3,23.6,11.9
2007/4/22,19.1,23.3,16.1
2007/4/23,17.2,19.3,14.5
2007/4/24,14.4,16.4,13.2
2007/4/25,14.5,17.1,11.2
2007/4/26,17.1,24.4,9.6
2007/4/27,14.2,17.3,10.5
2007/4/28,15.5,24.0,10.4
2007/4/29,14.6,19.5,8.0
2007/4/30,16.7,23.1,8.9
2007/5/1,14.6,17.8,12.8
