ダウンロードした時刻：2017/07/24 15:39:19

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,0.7,2.1,0.2
1985/1/2,0.1,2.2,-2.4
1985/1/3,1.2,4.4,-1.6
1985/1/4,0.5,2.4,-1.2
1985/1/5,-0.5,0.4,-1.8
1985/1/6,-1.7,-0.9,-2.7
1985/1/7,-0.7,1.2,-1.5
1985/1/8,-0.9,2.3,-4.0
1985/1/9,-0.2,5.1,-5.2
1985/1/10,4.5,9.0,-0.1
1985/1/11,1.3,3.7,-0.3
1985/1/12,2.0,6.5,-3.5
1985/1/13,0.8,3.1,-1.3
1985/1/14,-1.9,-0.6,-3.6
1985/1/15,-1.5,2.4,-7.4
1985/1/16,1.2,6.2,-1.7
1985/1/17,-1.6,-0.8,-2.2
1985/1/18,-2.4,-0.4,-5.5
1985/1/19,-3.8,1.4,-8.7
1985/1/20,4.6,8.2,-5.2
1985/1/21,1.5,3.8,0.6
1985/1/22,1.8,5.4,-2.5
1985/1/23,0.4,2.5,-0.8
1985/1/24,-1.4,-0.4,-2.6
1985/1/25,-2.1,-0.9,-3.9
1985/1/26,-2.1,-1.1,-2.7
1985/1/27,-0.3,4.4,-5.5
1985/1/28,1.3,4.8,-0.8
1985/1/29,-1.7,0.2,-3.5
1985/1/30,-2.8,-1.0,-3.7
1985/1/31,-0.4,4.3,-5.7
1985/2/1,5.4,9.9,-0.6
1985/2/2,0.0,1.0,-2.6
1985/2/3,2.5,7.9,-1.4
1985/2/4,2.1,7.8,-0.1
1985/2/5,3.0,7.2,-0.6
1985/2/6,2.7,8.5,-1.1
1985/2/7,2.7,6.9,-1.3
1985/2/8,2.4,5.6,0.5
1985/2/9,6.4,10.5,0.7
1985/2/10,4.3,7.7,1.8
1985/2/11,2.5,4.2,0.9
1985/2/12,2.2,6.7,-0.2
1985/2/13,2.7,7.2,0.3
1985/2/14,0.3,2.0,-2.1
1985/2/15,1.5,4.8,-0.9
1985/2/16,2.6,5.1,0.2
1985/2/17,1.8,4.2,0.3
1985/2/18,2.7,5.4,0.6
1985/2/19,2.7,5.4,0.8
1985/2/20,6.4,10.1,2.8
1985/2/21,1.4,6.4,-2.5
1985/2/22,-0.2,1.9,-2.5
1985/2/23,1.6,4.9,-1.0
1985/2/24,1.5,4.5,-1.7
1985/2/25,0.9,3.5,-0.5
1985/2/26,0.8,4.0,-2.5
1985/2/27,1.2,4.9,-1.7
1985/2/28,1.3,5.5,-1.7
1985/3/1,4.1,7.7,1.7
1985/3/2,4.0,8.3,1.9
1985/3/3,3.1,5.1,1.9
1985/3/4,2.5,5.7,-0.4
1985/3/5,3.6,9.6,0.0
1985/3/6,1.0,3.7,-0.6
1985/3/7,3.0,6.8,-0.9
1985/3/8,7.8,14.7,-0.3
1985/3/9,3.3,9.3,1.8
1985/3/10,-0.1,2.3,-2.1
1985/3/11,-0.1,1.3,-2.8
1985/3/12,2.9,7.3,-0.1
1985/3/13,2.9,7.8,-1.0
1985/3/14,1.8,4.5,-1.7
1985/3/15,1.6,4.4,-2.2
1985/3/16,3.3,9.7,-4.7
1985/3/17,6.3,9.6,3.9
1985/3/18,5.1,9.2,2.5
1985/3/19,2.5,4.5,1.1
1985/3/20,4.9,10.1,1.4
1985/3/21,4.9,7.4,2.0
1985/3/22,3.6,7.1,-1.3
1985/3/23,2.2,8.1,-3.3
1985/3/24,3.6,9.9,-2.0
1985/3/25,11.9,16.8,-0.7
1985/3/26,6.6,13.4,1.0
1985/3/27,4.8,10.2,0.0
1985/3/28,5.1,7.5,2.6
1985/3/29,6.5,12.2,1.1
1985/3/30,4.9,8.9,0.8
1985/3/31,3.4,6.6,0.7
1985/4/1,4.7,9.8,1.2
1985/4/2,7.0,13.6,-0.5
1985/4/3,12.3,18.4,2.6
1985/4/4,10.4,15.1,5.5
1985/4/5,8.1,13.0,3.2
1985/4/6,7.6,13.2,1.3
1985/4/7,8.8,14.3,3.3
1985/4/8,11.4,18.4,4.7
1985/4/9,10.3,17.3,3.4
1985/4/10,10.0,16.6,2.7
1985/4/11,9.0,13.7,5.6
1985/4/12,9.4,13.0,5.7
1985/4/13,12.5,18.4,5.6
1985/4/14,10.9,17.2,3.8
1985/4/15,11.2,14.9,7.6
1985/4/16,9.0,11.0,7.1
1985/4/17,8.9,14.4,5.2
1985/4/18,8.3,14.3,2.6
1985/4/19,12.9,19.3,1.9
1985/4/20,13.1,16.9,9.9
1985/4/21,10.8,16.1,6.6
1985/4/22,17.3,26.5,5.8
1985/4/23,15.5,19.8,11.7
1985/4/24,10.9,15.4,6.3
1985/4/25,11.5,18.7,4.6
1985/4/26,18.7,24.2,7.3
1985/4/27,12.5,19.7,7.4
1985/4/28,10.7,16.5,5.3
1985/4/29,13.4,23.0,4.5
1985/4/30,15.0,23.7,7.3
1985/5/1,18.6,27.1,9.2
