ダウンロードした時刻：2017/07/24 15:43:05

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,6.8,11.6,2.6
2016/1/2,10.7,15.1,7.1
2016/1/3,9.8,16.2,5.6
2016/1/4,8.8,13.8,4.5
2016/1/5,6.6,10.3,3.0
2016/1/6,7.0,10.8,3.5
2016/1/7,6.7,9.0,4.8
2016/1/8,5.0,5.9,4.1
2016/1/9,5.9,9.4,2.6
2016/1/10,6.8,10.1,4.3
2016/1/11,6.7,11.2,4.7
2016/1/12,3.4,5.7,1.7
2016/1/13,3.0,4.3,2.0
2016/1/14,4.2,5.6,1.5
2016/1/15,3.3,6.7,1.5
2016/1/16,4.7,9.1,1.0
2016/1/17,4.7,8.1,1.4
2016/1/18,5.2,10.5,1.5
2016/1/19,-0.2,1.9,-2.2
2016/1/20,3.2,6.3,-0.3
2016/1/21,2.8,5.6,0.5
2016/1/22,2.0,4.4,0.3
2016/1/23,1.7,3.5,-0.4
2016/1/24,-3.5,-0.4,-4.9
2016/1/25,0.1,2.9,-2.1
2016/1/26,1.9,3.8,-0.1
2016/1/27,4.9,7.9,2.1
2016/1/28,4.7,7.3,1.5
2016/1/29,7.2,8.6,5.4
2016/1/30,7.3,11.1,5.7
2016/1/31,6.0,9.9,2.0
2016/2/1,4.5,5.8,2.7
2016/2/2,2.8,4.2,1.2
2016/2/3,4.2,9.0,1.2
2016/2/4,5.4,10.3,1.4
2016/2/5,5.5,11.0,1.6
2016/2/6,3.3,8.7,0.5
2016/2/7,2.1,6.6,-1.5
2016/2/8,3.3,9.5,-2.6
2016/2/9,6.6,9.6,4.2
2016/2/10,4.9,9.6,0.8
2016/2/11,4.9,11.9,-1.8
2016/2/12,11.8,19.2,1.9
2016/2/13,14.5,18.4,11.3
2016/2/14,10.7,19.4,5.6
2016/2/15,2.4,5.5,0.5
2016/2/16,2.0,5.6,-0.3
2016/2/17,3.9,7.3,0.5
2016/2/18,5.3,11.2,-1.8
2016/2/19,8.8,14.0,2.5
2016/2/20,7.0,8.3,6.2
2016/2/21,5.8,9.6,1.5
2016/2/22,5.0,10.6,-0.2
2016/2/23,6.6,10.7,4.0
2016/2/24,2.5,5.7,0.2
2016/2/25,2.8,7.5,-0.4
2016/2/26,4.0,9.8,-0.9
2016/2/27,6.0,10.8,3.0
2016/2/28,8.6,16.3,2.2
2016/2/29,3.6,11.8,-0.7
2016/3/1,1.0,4.2,-1.3
2016/3/2,5.9,11.2,-0.1
2016/3/3,9.7,15.6,4.3
2016/3/4,9.9,17.3,3.5
2016/3/5,15.8,23.2,8.2
2016/3/6,15.6,18.1,13.1
2016/3/7,12.3,15.5,9.9
2016/3/8,11.5,14.2,9.6
2016/3/9,7.0,9.7,5.9
2016/3/10,7.0,9.1,5.6
2016/3/11,4.4,6.9,2.4
2016/3/12,4.7,10.7,0.9
2016/3/13,6.0,11.4,1.0
2016/3/14,6.9,11.4,5.3
2016/3/15,6.6,11.6,2.0
2016/3/16,7.6,15.7,0.7
2016/3/17,10.9,20.1,2.6
2016/3/18,12.1,16.3,8.1
2016/3/19,12.4,17.3,8.9
2016/3/20,9.1,13.6,5.8
2016/3/21,7.2,12.5,3.2
2016/3/22,9.4,17.0,0.8
2016/3/23,9.7,12.4,7.4
2016/3/24,7.7,11.4,5.1
2016/3/25,6.4,10.8,2.0
2016/3/26,5.9,12.7,-0.3
2016/3/27,7.8,14.6,2.9
2016/3/28,9.6,17.0,2.4
2016/3/29,11.3,18.2,4.0
2016/3/30,14.3,19.0,9.4
2016/3/31,13.9,20.8,8.1
2016/4/1,13.7,17.0,11.7
2016/4/2,15.2,22.9,10.1
2016/4/3,16.9,22.4,12.9
2016/4/4,11.6,15.0,10.1
2016/4/5,12.6,18.1,8.1
2016/4/6,13.8,20.3,7.4
2016/4/7,14.4,19.5,11.5
2016/4/8,14.6,20.1,10.0
2016/4/9,16.5,23.9,10.7
2016/4/10,14.1,19.7,10.1
2016/4/11,9.0,13.2,6.7
2016/4/12,10.3,15.1,4.0
2016/4/13,14.7,23.0,9.1
2016/4/14,15.9,21.3,12.7
2016/4/15,12.7,15.7,9.4
2016/4/16,17.0,26.9,6.4
2016/4/17,17.9,23.5,14.1
2016/4/18,13.9,17.2,8.4
2016/4/19,12.7,18.2,7.1
2016/4/20,14.5,22.8,6.0
2016/4/21,15.7,18.3,14.3
2016/4/22,17.0,22.7,14.1
2016/4/23,15.5,18.7,12.2
2016/4/24,14.8,19.3,10.7
2016/4/25,14.3,20.6,9.6
2016/4/26,17.1,26.0,10.1
2016/4/27,15.6,17.1,14.9
2016/4/28,13.2,15.2,10.1
2016/4/29,11.7,16.8,7.7
2016/4/30,14.9,21.5,6.5
2016/5/1,18.3,22.8,13.0
