ダウンロードした時刻：2017/07/24 15:37:57

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,3.7,8.1,-1.3
2007/1/2,4.7,9.9,-0.9
2007/1/3,3.4,7.5,-0.7
2007/1/4,3.5,8.6,-0.6
2007/1/5,3.2,7.5,-0.4
2007/1/6,3.3,8.1,-0.2
2007/1/7,6.1,8.7,4.7
2007/1/8,2.6,5.5,0.3
2007/1/9,2.2,5.2,0.1
2007/1/10,2.7,6.6,-0.9
2007/1/11,2.0,5.3,-0.8
2007/1/12,2.5,6.8,-1.5
2007/1/13,2.3,5.7,-0.2
2007/1/14,2.0,4.2,-1.0
2007/1/15,2.7,6.1,-1.1
2007/1/16,4.5,9.4,-0.1
2007/1/17,4.4,6.2,1.2
2007/1/18,3.0,6.6,-1.2
2007/1/19,2.9,4.9,1.3
2007/1/20,4.0,7.0,1.8
2007/1/21,3.9,8.3,0.0
2007/1/22,4.3,9.4,0.5
2007/1/23,4.6,7.7,2.4
2007/1/24,3.7,7.4,0.2
2007/1/25,2.7,7.3,-1.8
2007/1/26,4.3,8.0,1.0
2007/1/27,6.5,11.5,3.6
2007/1/28,5.4,9.4,1.3
2007/1/29,5.0,7.8,2.9
2007/1/30,5.1,10.3,0.9
2007/1/31,6.1,12.7,0.2
2007/2/1,3.4,6.5,0.5
2007/2/2,0.4,2.9,-1.9
2007/2/3,4.0,8.5,-1.6
2007/2/4,2.8,5.3,-0.1
2007/2/5,4.5,8.8,0.1
2007/2/6,7.6,14.5,1.6
2007/2/7,5.1,7.5,3.2
2007/2/8,5.1,9.6,0.1
2007/2/9,5.3,9.5,0.1
2007/2/10,4.6,6.3,3.2
2007/2/11,3.5,7.2,1.1
2007/2/12,2.4,7.0,-0.6
2007/2/13,2.8,7.8,-1.8
2007/2/14,2.8,6.2,0.6
2007/2/15,3.0,8.5,-0.4
2007/2/16,3.4,7.0,0.3
2007/2/17,3.4,7.4,-1.6
2007/2/18,4.2,8.0,1.8
2007/2/19,4.7,8.6,0.2
2007/2/20,3.2,8.3,-1.4
2007/2/21,5.2,12.7,-1.3
2007/2/22,6.6,,1.1
2007/2/23,7.6,12.7,3.4
2007/2/24,1.3,3.9,-1.5
2007/2/25,1.4,6.2,-3.0
2007/2/26,2.4,6.7,-1.0
2007/2/27,3.5,9.4,-1.5
2007/2/28,4.4,8.6,1.7
2007/3/1,4.5,9.1,1.7
2007/3/2,5.0,11.0,-0.6
2007/3/3,6.9,10.7,3.0
2007/3/4,8.0,11.8,6.3
2007/3/5,8.2,12.1,6.0
2007/3/6,6.9,12.5,0.5
2007/3/7,1.9,4.9,-0.8
2007/3/8,2.1,7.5,-2.6
2007/3/9,3.0,7.4,-0.1
2007/3/10,4.4,8.0,-1.3
2007/3/11,4.7,9.4,-1.0
2007/3/12,-0.8,2.0,-2.2
2007/3/13,2.0,5.9,-1.9
2007/3/14,3.0,6.8,-1.6
2007/3/15,3.7,7.3,0.0
2007/3/16,3.2,8.8,-1.8
2007/3/17,1.9,6.5,-1.7
2007/3/18,2.3,6.4,0.0
2007/3/19,0.8,3.8,-1.2
2007/3/20,3.5,8.7,-1.3
2007/3/21,4.7,9.9,-0.5
2007/3/22,6.1,10.8,0.2
2007/3/23,6.9,11.5,1.9
2007/3/24,8.2,12.6,2.1
2007/3/25,11.2,15.1,8.6
2007/3/26,10.4,15.0,7.4
2007/3/27,11.0,17.3,3.9
2007/3/28,9.5,13.2,6.5
2007/3/29,8.1,16.4,3.3
2007/3/30,6.4,10.8,3.5
2007/3/31,7.0,10.7,2.1
2007/4/1,11.9,18.8,6.5
2007/4/2,9.6,15.5,6.3
2007/4/3,6.7,9.4,3.5
2007/4/4,5.3,9.8,0.2
2007/4/5,5.6,9.1,1.5
2007/4/6,7.4,11.0,2.6
2007/4/7,9.8,14.7,6.1
2007/4/8,9.6,13.8,7.9
2007/4/9,9.3,12.6,6.1
2007/4/10,8.7,13.0,4.6
2007/4/11,8.7,14.8,4.2
2007/4/12,8.7,14.3,3.1
2007/4/13,9.3,11.8,6.4
2007/4/14,12.7,18.9,9.1
2007/4/15,8.1,11.4,6.2
2007/4/16,5.5,7.2,4.7
2007/4/17,6.2,9.6,4.1
2007/4/18,6.3,9.6,3.8
2007/4/19,7.8,12.3,5.1
2007/4/20,10.2,14.5,4.6
2007/4/21,16.5,21.9,9.8
2007/4/22,10.8,16.2,8.3
2007/4/23,9.0,11.9,7.6
2007/4/24,9.9,13.2,5.3
2007/4/25,11.0,12.6,9.7
2007/4/26,11.6,16.8,6.0
2007/4/27,10.5,15.2,5.8
2007/4/28,11.3,18.1,5.4
2007/4/29,12.1,18.3,5.3
2007/4/30,14.7,24.1,9.5
2007/5/1,11.5,14.6,9.2
