ダウンロードした時刻：2017/07/24 15:36:17

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,0.5,3.4,-1.4
1981/1/2,1.2,3.2,-1.1
1981/1/3,0.6,2.3,-1.2
1981/1/4,-0.8,1.4,-3.2
1981/1/5,-2.6,-0.5,-4.3
1981/1/6,-2.6,-0.9,-4.2
1981/1/7,-3.3,-2.3,-4.6
1981/1/8,-3.7,-2.8,-4.3
1981/1/9,-1.4,-0.8,-2.8
1981/1/10,-1.1,0.6,-2.4
1981/1/11,-2.1,-0.6,-3.2
1981/1/12,-2.0,-0.8,-3.3
1981/1/13,-1.9,0.7,-4.3
1981/1/14,-2.6,0.3,-5.3
1981/1/15,-2.1,0.7,-4.8
1981/1/16,-1.4,0.6,-3.5
1981/1/17,-1.4,0.4,-3.9
1981/1/18,-1.7,0.1,-3.4
1981/1/19,-1.8,0.7,-3.6
1981/1/20,-3.3,-1.2,-5.2
1981/1/21,-5.3,-3.5,-6.6
1981/1/22,-4.1,-2.3,-6.6
1981/1/23,-2.2,-0.4,-4.7
1981/1/24,-0.9,1.0,-3.1
1981/1/25,-4.8,-2.5,-6.6
1981/1/26,-5.1,-3.3,-8.0
1981/1/27,-6.0,-4.7,-7.6
1981/1/28,-4.6,-3.7,-5.8
1981/1/29,-3.9,-2.9,-5.3
1981/1/30,-3.7,-2.5,-5.0
1981/1/31,-1.6,-0.3,-3.8
1981/2/1,-0.8,0.1,-2.1
1981/2/2,-1.3,0.6,-2.7
1981/2/3,0.0,1.7,-1.6
1981/2/4,-0.5,1.8,-1.8
1981/2/5,-0.7,1.2,-3.6
1981/2/6,-0.7,0.5,-2.5
1981/2/7,-1.3,-0.3,-2.4
1981/2/8,-2.9,-1.5,-5.1
1981/2/9,-3.2,-2.1,-4.9
1981/2/10,-1.7,-0.7,-3.0
1981/2/11,-2.5,-1.5,-3.8
1981/2/12,-0.5,1.2,-2.6
1981/2/13,0.4,2.1,-2.6
1981/2/14,-0.6,1.5,-2.6
1981/2/15,0.0,1.5,-1.1
1981/2/16,-0.2,2.8,-2.1
1981/2/17,-2.1,-0.1,-3.3
1981/2/18,-2.0,-0.1,-4.8
1981/2/19,-0.8,1.4,-2.0
1981/2/20,-1.2,1.1,-2.3
1981/2/21,-3.5,-1.8,-5.2
1981/2/22,-4.8,-2.8,-5.6
1981/2/23,-3.5,-1.6,-5.0
1981/2/24,-4.3,-3.4,-5.2
1981/2/25,-5.1,-3.1,-6.2
1981/2/26,-5.4,-2.9,-7.3
1981/2/27,-5.2,-2.9,-7.3
1981/2/28,-4.7,-3.0,-6.6
1981/3/1,-3.6,-2.8,-4.6
1981/3/2,-1.8,-0.5,-4.2
1981/3/3,0.6,3.2,-1.4
1981/3/4,0.1,1.6,-1.2
1981/3/5,-1.0,1.0,-3.7
1981/3/6,-4.8,-1.8,-5.9
1981/3/7,-1.3,0.6,-4.9
1981/3/8,-2.5,1.1,-4.5
1981/3/9,-4.2,-2.2,-6.1
1981/3/10,-3.8,-1.2,-6.4
1981/3/11,-2.7,-0.9,-5.8
1981/3/12,1.3,4.4,-2.7
1981/3/13,1.6,3.8,-0.8
1981/3/14,0.9,2.4,-0.1
1981/3/15,2.6,6.3,-0.8
1981/3/16,-1.0,1.5,-2.1
1981/3/17,-1.0,0.6,-2.1
1981/3/18,3.1,7.0,-1.0
1981/3/19,5.6,8.5,2.3
1981/3/20,3.1,7.1,0.7
1981/3/21,1.3,2.5,0.7
1981/3/22,0.9,2.0,0.1
1981/3/23,1.4,5.9,-1.5
1981/3/24,-0.3,3.3,-2.7
1981/3/25,-0.9,0.5,-2.2
1981/3/26,0.7,1.9,-0.5
1981/3/27,1.0,3.0,-1.1
1981/3/28,0.1,3.0,-1.5
1981/3/29,0.3,3.0,-1.7
1981/3/30,0.9,3.1,-1.4
1981/3/31,2.9,5.9,0.0
1981/4/1,3.5,7.5,-0.4
1981/4/2,2.9,4.8,1.3
1981/4/3,5.4,8.8,3.0
1981/4/4,6.8,11.8,2.2
1981/4/5,6.0,10.4,1.9
1981/4/6,4.3,6.0,2.9
1981/4/7,4.2,6.5,2.0
1981/4/8,5.2,10.2,2.3
1981/4/9,6.9,11.6,3.4
1981/4/10,6.0,8.9,3.2
1981/4/11,4.8,7.1,4.0
1981/4/12,4.3,6.7,3.0
1981/4/13,4.6,8.3,2.2
1981/4/14,2.5,6.1,0.5
1981/4/15,3.9,6.5,-0.1
1981/4/16,5.5,9.7,2.3
1981/4/17,4.6,9.9,1.4
1981/4/18,3.2,6.8,1.3
1981/4/19,3.7,7.4,1.5
1981/4/20,3.8,4.8,2.7
1981/4/21,6.2,8.4,4.2
1981/4/22,9.2,13.7,4.7
1981/4/23,10.3,15.5,5.3
1981/4/24,11.1,16.8,7.1
1981/4/25,8.2,10.9,4.9
1981/4/26,9.2,12.1,4.5
1981/4/27,9.5,12.1,5.8
1981/4/28,9.1,13.7,6.0
1981/4/29,9.5,16.0,4.9
1981/4/30,7.5,8.9,6.1
1981/5/1,11.1,16.8,7.1
