ダウンロードした時刻：2017/07/24 15:42:11

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,5.1,11.2,-1.2
1981/1/2,5.9,10.1,2.3
1981/1/3,4.0,6.8,1.0
1981/1/4,3.6,8.2,-0.1
1981/1/5,3.2,6.9,-0.2
1981/1/6,4.1,7.2,-1.3
1981/1/7,4.8,8.7,0.3
1981/1/8,3.5,10.9,-2.1
1981/1/9,4.6,11.8,-0.8
1981/1/10,6.6,12.1,2.2
1981/1/11,2.8,5.7,-0.3
1981/1/12,4.3,6.9,1.7
1981/1/13,3.9,7.1,1.5
1981/1/14,3.1,7.4,-1.0
1981/1/15,3.2,8.7,-2.2
1981/1/16,3.4,9.0,-0.6
1981/1/17,1.7,8.4,-3.6
1981/1/18,3.3,9.1,-3.0
1981/1/19,4.4,10.8,-0.9
1981/1/20,4.6,9.8,-1.7
1981/1/21,4.3,10.1,-1.2
1981/1/22,2.9,6.9,-2.6
1981/1/23,2.8,10.2,-3.8
1981/1/24,5.6,8.8,-0.4
1981/1/25,7.4,13.9,1.9
1981/1/26,3.4,8.5,-1.0
1981/1/27,2.6,7.5,-2.7
1981/1/28,3.3,9.0,-1.4
1981/1/29,3.7,10.9,-2.3
1981/1/30,3.9,10.4,-1.5
1981/1/31,4.9,11.0,-2.1
1981/2/1,6.6,11.0,4.4
1981/2/2,5.1,10.6,-0.5
1981/2/3,5.0,10.8,-1.0
1981/2/4,3.4,7.1,-1.2
1981/2/5,2.6,9.4,-3.2
1981/2/6,4.0,10.2,-2.6
1981/2/7,5.4,12.5,-1.0
1981/2/8,5.9,11.7,-0.9
1981/2/9,5.8,12.1,-0.4
1981/2/10,7.1,12.5,1.1
1981/2/11,4.8,9.6,-0.3
1981/2/12,6.3,11.8,-1.4
1981/2/13,9.0,11.9,6.6
1981/2/14,10.6,15.2,6.0
1981/2/15,10.1,14.7,3.2
1981/2/16,13.7,17.9,9.6
1981/2/17,8.2,12.8,3.2
1981/2/18,6.4,9.6,1.7
1981/2/19,8.5,14.0,3.5
1981/2/20,6.8,13.2,0.5
1981/2/21,5.3,11.2,0.7
1981/2/22,5.3,10.4,-0.2
1981/2/23,7.1,9.6,3.7
1981/2/24,9.5,15.7,5.8
1981/2/25,3.4,6.9,0.2
1981/2/26,-1.8,0.4,-3.9
1981/2/27,0.1,4.9,-3.6
1981/2/28,1.5,7.3,-4.5
1981/3/1,3.2,7.7,-0.8
1981/3/2,5.3,11.1,1.2
1981/3/3,6.5,11.0,1.1
1981/3/4,9.9,15.0,6.6
1981/3/5,8.2,14.3,1.8
1981/3/6,8.1,13.9,-1.0
1981/3/7,5.9,12.4,-1.1
1981/3/8,9.4,16.9,1.9
1981/3/9,8.8,12.3,6.3
1981/3/10,7.1,11.1,2.7
1981/3/11,5.6,12.0,-0.9
1981/3/12,8.2,14.2,1.1
1981/3/13,11.3,14.5,5.9
1981/3/14,14.3,18.0,11.6
1981/3/15,12.5,16.7,7.7
1981/3/16,7.1,12.2,2.9
1981/3/17,7.5,14.1,1.0
1981/3/18,9.8,17.1,2.6
1981/3/19,11.3,16.4,4.4
1981/3/20,15.3,22.0,10.8
1981/3/21,11.8,13.0,10.9
1981/3/22,15.6,23.0,10.5
1981/3/23,13.0,19.4,6.0
1981/3/24,11.6,16.4,3.1
1981/3/25,15.7,17.5,11.0
1981/3/26,14.3,19.7,6.3
1981/3/27,9.5,15.5,4.7
1981/3/28,9.5,14.1,4.5
1981/3/29,10.7,15.0,5.7
1981/3/30,12.0,16.1,9.0
1981/3/31,8.7,10.5,7.8
1981/4/1,11.1,13.6,8.1
1981/4/2,12.0,20.1,3.7
1981/4/3,10.3,16.6,1.7
1981/4/4,10.3,12.6,8.8
1981/4/5,11.9,12.9,9.1
1981/4/6,14.0,17.8,10.1
1981/4/7,14.0,22.2,6.6
1981/4/8,12.6,17.5,6.8
1981/4/9,14.8,17.8,13.0
1981/4/10,15.5,18.7,12.3
1981/4/11,15.3,21.5,10.1
1981/4/12,16.4,22.1,10.2
1981/4/13,15.6,19.5,13.2
1981/4/14,13.1,19.2,6.8
1981/4/15,13.3,18.9,6.9
1981/4/16,15.5,22.2,11.6
1981/4/17,14.8,19.8,10.2
1981/4/18,14.1,20.8,6.1
1981/4/19,14.1,17.7,11.4
1981/4/20,14.4,18.3,10.8
1981/4/21,12.2,19.7,4.9
1981/4/22,13.7,21.0,6.0
1981/4/23,16.4,25.0,8.8
1981/4/24,17.8,23.2,8.3
1981/4/25,15.6,21.3,8.0
1981/4/26,14.1,22.0,5.0
1981/4/27,15.9,21.0,8.0
1981/4/28,17.3,23.9,11.8
1981/4/29,16.6,19.2,12.8
1981/4/30,17.6,23.2,14.0
1981/5/1,18.1,25.2,11.8
